index,time,minutes,dateTime,SPD33.CH1_Voltage,SPD33.CH1_Current,SPD33.CH1_Power,SPD33.CH2_Voltage,SPD33.CH2_Current,SPD33.CH2_Power,,cpuload
325,97.535,1.625583333,1758020270,5,0.51,2.55,0,0,0,1,0
326,97.836,1.6306,1758020270,5,0.51,2.55,0,0,0,1,0
327,98.135,1.635583333,1758020270,5,0.51,2.55,0,0,0,1,0
328,98.436,1.6406,1758020271,5,0.51,2.55,0,0,0,1,0
329,98.736,1.6456,1758020271,5,0.5,2.5,0,0,0,1,0
330,99.032,1.650533333,1758020271,5,0.5,2.5,0,0,0,1,0
331,99.333,1.65555,1758020271,5,0.51,2.55,0,0,0,1,0
332,99.636,1.6606,1758020272,5,0.5,2.5,0,0,0,1,0
333,99.932,1.665533333,1758020272,5,0.51,2.55,0,0,0,1,0
334,100.236,1.6706,1758020272,5,0.5,2.5,0,0,0,1,0
335,100.536,1.6756,1758020273,5,0.51,2.55,0,0,0,1,0
336,100.833,1.68055,1758020273,5,0.5,2.5,0,0,0,1,0
337,101.134,1.685566667,1758020273,5,0.5,2.5,0,0,0,1,0
338,101.435,1.690583333,1758020274,5,0.51,2.55,0,0,0,1,0
339,101.736,1.6956,1758020274,5,0.5,2.5,0,0,0,1,0
340,102.036,1.7006,1758020274,5,0.51,2.55,0,0,0,1,0
341,102.336,1.7056,1758020274,5,0.5,2.5,0,0,0,1,0
342,102.636,1.7106,1758020275,5,0.51,2.55,0,0,0,1,0
343,102.936,1.7156,1758020275,5,0.51,2.55,0,0,0,1,0
344,103.232,1.720533333,1758020275,5,0.51,2.55,0,0,0,1,0
345,103.531,1.725516667,1758020276,5,0.51,2.55,0,0,0,1,0
346,103.835,1.730583333,1758020276,5,0.51,2.55,0,0,0,1,0
347,104.136,1.7356,1758020276,5,0.51,2.55,0,0,0,1,0
348,104.435,1.740583333,1758020277,5,0.5,2.5,0,0,0,1,0
349,104.733,1.74555,1758020277,5,0.51,2.55,0,0,0,1,0
350,105.036,1.7506,1758020277,5,0.51,2.55,0,0,0,1,0
351,105.331,1.755516667,1758020277,5,0.51,2.55,0,0,0,1,0
352,105.633,1.76055,1758020278,5,0.51,2.55,0,0,0,1,0
353,105.934,1.765566667,1758020278,5,0.51,2.55,0,0,0,1,0
354,106.236,1.7706,1758020278,5,0.51,2.55,0,0,0,1,0
355,106.531,1.775516667,1758020279,5,0.51,2.55,0,0,0,1,0
356,106.832,1.780533333,1758020279,5,0.51,2.55,0,0,0,1,0
357,107.136,1.7856,1758020279,5,0.51,2.55,0,0,0,1,0
358,107.432,1.790533333,1758020280,5,0.5,2.5,0,0,0,1,0
359,107.736,1.7956,1758020280,5,0.5,2.5,0,0,0,1,0
360,108.036,1.8006,1758020280,5,0.51,2.55,0,0,0,1,0
361,108.336,1.8056,1758020280,5,0.5,2.5,0,0,0,1,0
