index,time,minutes,dateTime,SPD33.CH1_Voltage,SPD33.CH1_Current,SPD33.CH1_Power,SPD33.CH2_Voltage,SPD33.CH2_Current,SPD33.CH2_Power,,cpuload,
889,266.737,4.445616667,1758022911,5,0.79,3.95,0,0,0,,1,20
890,267.035,4.450583333,1758022911,5,0.77,3.85,0,0,0,,1,20
891,267.335,4.455583333,1758022911,5,0.67,3.35,0,0,0,,1,20
892,267.635,4.460583333,1758022911,5,0.72,3.6,0,0,0,,1,20
893,267.935,4.465583333,1758022912,5,0.67,3.35,0,0,0,,1,20
894,268.239,4.47065,1758022912,5,0.78,3.9,0,0,0,,1,20
895,268.536,4.4756,1758022912,5,0.67,3.35,0,0,0,,1,20
896,268.839,4.48065,1758022913,5,0.67,3.35,0,0,0,,1,20
897,269.137,4.485616667,1758022913,5,0.83,4.15,0,0,0,,1,20
898,269.435,4.490583333,1758022913,5,0.74,3.7,0,0,0,,1,20
899,269.738,4.495633333,1758022914,5,0.67,3.35,0,0,0,,1,20
900,270.038,4.500633333,1758022914,5,0.76,3.8,0,0,0,,1,20
901,270.336,4.5056,1758022914,5,0.84,4.2,0,0,0,,1,20
902,270.635,4.510583333,1758022914,5,0.67,3.35,0,0,0,,1,20
903,270.935,4.515583333,1758022915,5,0.84,4.2,0,0,0,,1,20
904,271.235,4.520583333,1758022915,5,0.84,4.2,0,0,0,,1,20
905,271.539,4.52565,1758022915,5,0.68,3.4,0,0,0,,1,20
906,271.838,4.530633333,1758022916,5,0.76,3.8,0,0,0,,1,20
907,272.137,4.535616667,1758022916,5,0.68,3.4,0,0,0,,1,20
908,272.436,4.5406,1758022916,5,0.75,3.75,0,0,0,,1,20
909,272.739,4.54565,1758022917,5,0.84,4.2,0,0,0,,1,20
910,273.035,4.550583333,1758022917,5,0.7,3.5,0,0,0,,1,20
911,273.335,4.555583333,1758022917,5,0.7,3.5,0,0,0,,1,20
912,273.637,4.560616667,1758022917,5,0.76,3.8,0,0,0,,1,20
913,273.936,4.5656,1758022918,5,0.75,3.75,0,0,0,,1,20
914,274.235,4.570583333,1758022918,5,0.69,3.45,0,0,0,,1,20
915,274.535,4.575583333,1758022918,5,0.76,3.8,0,0,0,,1,"end 20, 80 sec"
916,274.837,4.580616667,1758022919,5,0.67,3.35,0,0,0,,-1,"start 00, 20 sec"
917,275.138,4.585633333,1758022919,5,0.68,3.4,0,0,0,,-1,0
918,275.439,4.59065,1758022919,5,0.68,3.4,0,0,0,,-1,0
919,275.738,4.595633333,1758022920,5,0.75,3.75,0,0,0,,-1,0
920,276.039,4.60065,1758022920,5,0.67,3.35,0,0,0,,-1,0
921,276.335,4.605583333,1758022920,5,0.75,3.75,0,0,0,,-1,0
922,276.638,4.610633333,1758022920,5,0.75,3.75,0,0,0,,-1,0
923,276.935,4.615583333,1758022921,5,0.67,3.35,0,0,0,,-1,0
924,277.238,4.620633333,1758022921,5,0.81,4.05,0,0,0,,-1,0
925,277.537,4.625616667,1758022921,5,0.81,4.05,0,0,0,,-1,0
926,277.835,4.630583333,1758022922,5,0.67,3.35,0,0,0,,-1,0
927,278.139,4.63565,1758022922,5,0.84,4.2,0,0,0,,-1,0
928,278.439,4.64065,1758022922,5,0.69,3.45,0,0,0,,-1,0
929,278.735,4.645583333,1758022923,5,0.75,3.75,0,0,0,,-1,0
930,279.035,4.650583333,1758022923,5,0.74,3.7,0,0,0,,-1,0
931,279.335,4.655583333,1758022923,5,0.69,3.45,0,0,0,,-1,0
932,279.638,4.660633333,1758022923,5,0.84,4.2,0,0,0,,-1,0
933,279.939,4.66565,1758022924,5,0.84,4.2,0,0,0,,-1,0
934,280.238,4.670633333,1758022924,5,0.73,3.65,0,0,0,,-1,0
935,280.535,4.675583333,1758022924,5,0.61,3.05,0,0,0,,-1,0
936,280.838,4.680633333,1758022925,5,0.67,3.35,0,0,0,,-1,0
937,281.134,4.685566667,1758022925,5,0.8,4,0,0,0,,-1,0
938,281.437,4.690616667,1758022925,5,0.67,3.35,0,0,0,,-1,0
939,281.734,4.695566667,1758022926,5,0.8,4,0,0,0,,-1,0
940,282.038,4.700633333,1758022926,5,0.8,4,0,0,0,,-1,0
941,282.335,4.705583333,1758022926,5,0.67,3.35,0,0,0,,-1,0
942,282.639,4.71065,1758022926,5,0.85,4.25,0,0,0,,-1,0
943,282.939,4.71565,1758022927,5,0.69,3.45,0,0,0,,-1,0
944,283.234,4.720566667,1758022927,5,0.67,3.35,0,0,0,,-1,0
945,283.538,4.725633333,1758022927,5,0.83,4.15,0,0,0,,-1,0
946,283.836,4.7306,1758022928,5,0.67,3.35,0,0,0,,-1,0
947,284.137,4.735616667,1758022928,5,0.67,3.35,0,0,0,,-1,0
948,284.435,4.740583333,1758022928,5,0.7,3.5,0,0,0,,-1,0
949,284.739,4.74565,1758022929,5,0.82,4.1,0,0,0,,-1,0
950,285.038,4.750633333,1758022929,5,0.69,3.45,0,0,0,,-1,0
951,285.338,4.755633333,1758022929,5,0.85,4.25,0,0,0,,-1,0
952,285.635,4.760583333,1758022929,5,0.61,3.05,0,0,0,,-1,0
953,285.935,4.765583333,1758022930,5,0.67,3.35,0,0,0,,-1,0
954,286.237,4.770616667,1758022930,5,0.74,3.7,0,0,0,,-1,0
955,286.537,4.775616667,1758022930,5,0.74,3.7,0,0,0,,-1,0
956,286.836,4.7806,1758022931,5,0.85,4.25,0,0,0,,-1,0
957,287.14,4.785666667,1758022931,5,0.67,3.35,0,0,0,,-1,0
958,287.436,4.7906,1758022931,5,0.83,4.15,0,0,0,,-1,0
959,287.735,4.795583333,1758022932,5,0.7,3.5,0,0,0,,-1,0
960,288.035,4.800583333,1758022932,5,0.67,3.35,0,0,0,,-1,0
961,288.335,4.805583333,1758022932,5,0.72,3.6,0,0,0,,-1,0
962,288.637,4.810616667,1758022932,5,0.72,3.6,0,0,0,,-1,0
963,288.937,4.815616667,1758022933,5,0.67,3.35,0,0,0,,-1,0
964,289.234,4.820566667,1758022933,5,0.77,3.85,0,0,0,,-1,0
965,289.535,4.825583333,1758022933,5,0.67,3.35,0,0,0,,-1,0
966,289.835,4.830583333,1758022934,5,0.85,4.25,0,0,0,,-1,0
967,290.138,4.835633333,1758022934,5,0.75,3.75,0,0,0,,-1,0
968,290.437,4.840616667,1758022934,5,0.67,3.35,0,0,0,,-1,0
969,290.739,4.84565,1758022935,5,0.72,3.6,0,0,0,,-1,0
970,291.039,4.85065,1758022935,5,0.72,3.6,0,0,0,,-1,0
971,291.337,4.855616667,1758022935,5,0.66,3.3,0,0,0,,-1,0
972,291.639,4.86065,1758022935,5,0.8,4,0,0,0,,-1,0
973,291.939,4.86565,1758022936,5,0.68,3.4,0,0,0,,-1,0
974,292.237,4.870616667,1758022936,5,0.8,4,0,0,0,,-1,0
975,292.539,4.87565,1758022936,5,0.85,4.25,0,0,0,,-1,"end 00, 20 sec"
976,292.837,4.880616667,1758022937,5,0.67,3.35,0,0,0,,1,"start 30, 80 sec"
977,293.137,4.885616667,1758022937,5,0.67,3.35,0,0,0,,1,30
978,293.436,4.8906,1758022937,5,0.83,4.15,0,0,0,,1,30
979,293.736,4.8956,1758022938,5,0.67,3.35,0,0,0,,1,30
980,294.039,4.90065,1758022938,5,0.67,3.35,0,0,0,,1,30
981,294.338,4.905633333,1758022938,5,0.85,4.25,0,0,0,,1,30
982,294.639,4.91065,1758022938,5,0.67,3.35,0,0,0,,1,30
983,294.936,4.9156,1758022939,5,0.84,4.2,0,0,0,,1,30
984,295.237,4.920616667,1758022939,5,0.84,4.2,0,0,0,,1,30
985,295.537,4.925616667,1758022939,5,0.67,3.35,0,0,0,,1,30
986,295.837,4.930616667,1758022940,5,0.83,4.15,0,0,0,,1,30
987,296.138,4.935633333,1758022940,5,0.7,3.5,0,0,0,,1,30
988,296.436,4.9406,1758022940,5,0.68,3.4,0,0,0,,1,30
989,296.736,4.9456,1758022941,5,0.85,4.25,0,0,0,,1,30
990,297.036,4.9506,1758022941,5,0.8,4,0,0,0,,1,30
991,297.334,4.955566667,1758022941,5,0.67,3.35,0,0,0,,1,30
992,297.639,4.96065,1758022941,5,0.67,3.35,0,0,0,,1,30
993,297.935,4.965583333,1758022942,5,0.85,4.25,0,0,0,,1,30
994,298.237,4.970616667,1758022942,5,0.68,3.4,0,0,0,,1,30
995,298.539,4.97565,1758022942,5,0.68,3.4,0,0,0,,1,30
996,298.837,4.980616667,1758022943,5,0.67,3.35,0,0,0,,1,30
997,299.139,4.98565,1758022943,5,0.67,3.35,0,0,0,,1,30
998,299.438,4.990633333,1758022943,5,0.74,3.7,0,0,0,,1,30
999,299.739,4.99565,1758022944,5,0.74,3.7,0,0,0,,1,30
1000,300.035,5.000583333,1758022944,5,0.67,3.35,0,0,0,,1,30
1001,300.336,5.0056,1758022944,5,0.83,4.15,0,0,0,,1,30
1002,300.639,5.01065,1758022944,5,0.69,3.45,0,0,0,,1,30
1003,300.936,5.0156,1758022945,5,0.67,3.35,0,0,0,,1,30
1004,301.234,5.020566667,1758022945,5,0.79,3.95,0,0,0,,1,30
1005,301.535,5.025583333,1758022945,5,0.67,3.35,0,0,0,,1,30
1006,301.837,5.030616667,1758022946,5,0.67,3.35,0,0,0,,1,30
1007,302.137,5.035616667,1758022946,5,0.67,3.35,0,0,0,,1,30
1008,302.437,5.040616667,1758022946,5,0.83,4.15,0,0,0,,1,30
1009,302.738,5.045633333,1758022947,5,0.67,3.35,0,0,0,,1,30
1010,303.035,5.050583333,1758022947,5,0.67,3.35,0,0,0,,1,30
1011,303.339,5.05565,1758022947,5,0.67,3.35,0,0,0,,1,30
1012,303.636,5.0606,1758022947,5,0.67,3.35,0,0,0,,1,30
1013,303.935,5.065583333,1758022948,5,0.67,3.35,0,0,0,,1,30
1014,304.239,5.07065,1758022948,5,0.67,3.35,0,0,0,,1,30
1015,304.534,5.075566667,1758022948,5,0.67,3.35,0,0,0,,1,30
1016,304.839,5.08065,1758022949,5,0.67,3.35,0,0,0,,1,30
1017,305.139,5.08565,1758022949,5,0.67,3.35,0,0,0,,1,30
1018,305.439,5.09065,1758022949,5,0.67,3.35,0,0,0,,1,30
1019,305.735,5.095583333,1758022950,5,0.67,3.35,0,0,0,,1,30
1020,306.039,5.10065,1758022950,5,0.67,3.35,0,0,0,,1,30
1021,306.338,5.105633333,1758022950,5,0.67,3.35,0,0,0,,1,30
1022,306.634,5.110566667,1758022950,5,0.67,3.35,0,0,0,,1,30
1023,306.938,5.115633333,1758022951,5,0.53,2.65,0,0,0,,1,30
1024,307.235,5.120583333,1758022951,5,0.53,2.65,0,0,0,,1,30
1025,307.539,5.12565,1758022951,5,0.53,2.65,0,0,0,,1,30
1026,307.836,5.1306,1758022952,5,0.53,2.65,0,0,0,,1,30
1027,308.136,5.1356,1758022952,5,0.53,2.65,0,0,0,,1,30
1028,308.436,5.1406,1758022952,5,0.53,2.65,0,0,0,,1,30
1029,308.738,5.145633333,1758022953,5,0.53,2.65,0,0,0,,1,30
1030,309.035,5.150583333,1758022953,5,0.53,2.65,0,0,0,,1,30
1031,309.338,5.155633333,1758022953,5,0.53,2.65,0,0,0,,1,30
1032,309.634,5.160566667,1758022953,5,0.53,2.65,0,0,0,,1,30
1033,309.938,5.165633333,1758022954,5,0.53,2.65,0,0,0,,1,30
1034,310.236,5.1706,1758022954,5,0.53,2.65,0,0,0,,1,30
1035,310.537,5.175616667,1758022954,5,0.53,2.65,0,0,0,,1,30
1036,310.835,5.180583333,1758022955,5,0.53,2.65,0,0,0,,1,30
1037,311.136,5.1856,1758022955,5,0.53,2.65,0,0,0,,1,30
1038,311.438,5.190633333,1758022955,5,0.53,2.65,0,0,0,,1,30
1039,311.737,5.195616667,1758022956,5,0.53,2.65,0,0,0,,1,30
1040,312.034,5.200566667,1758022956,5,0.53,2.65,0,0,0,,1,30
1041,312.335,5.205583333,1758022956,5,0.53,2.65,0,0,0,,1,30
1042,312.639,5.21065,1758022956,5,0.53,2.65,0,0,0,,1,30
1043,312.939,5.21565,1758022957,5,0.53,2.65,0,0,0,,1,30
1044,313.239,5.22065,1758022957,5,0.59,2.95,0,0,0,,1,30
1045,313.537,5.225616667,1758022957,5,0.53,2.65,0,0,0,,1,30
1046,313.839,5.23065,1758022958,5,0.53,2.65,0,0,0,,1,30
1047,314.135,5.235583333,1758022958,5,0.53,2.65,0,0,0,,1,30
1048,314.436,5.2406,1758022958,5,0.53,2.65,0,0,0,,1,30
1049,314.736,5.2456,1758022959,5,0.53,2.65,0,0,0,,1,30
1050,315.039,5.25065,1758022959,5,0.53,2.65,0,0,0,,1,30
1051,315.337,5.255616667,1758022959,5,0.53,2.65,0,0,0,,1,30
1052,315.638,5.260633333,1758022959,5,0.53,2.65,0,0,0,,1,30
1053,315.937,5.265616667,1758022960,5,0.53,2.65,0,0,0,,1,30
1054,316.237,5.270616667,1758022960,5,0.53,2.65,0,0,0,,1,30
1055,316.539,5.27565,1758022960,5,0.53,2.65,0,0,0,,1,30
1056,316.839,5.28065,1758022961,5,0.53,2.65,0,0,0,,1,30
1057,317.136,5.2856,1758022961,5,0.53,2.65,0,0,0,,1,30
1058,317.437,5.290616667,1758022961,5,0.53,2.65,0,0,0,,1,30
1059,317.737,5.295616667,1758022962,5,0.53,2.65,0,0,0,,1,30
1060,318.036,5.3006,1758022962,5,0.53,2.65,0,0,0,,1,30
1061,318.336,5.3056,1758022962,5,0.53,2.65,0,0,0,,1,30
1062,318.639,5.31065,1758022962,5,0.53,2.65,0,0,0,,1,30
1063,318.935,5.315583333,1758022963,5,0.53,2.65,0,0,0,,1,30
1064,319.235,5.320583333,1758022963,5,0.53,2.65,0,0,0,,1,30
1065,319.536,5.3256,1758022963,5,0.53,2.65,0,0,0,,1,30
1066,319.839,5.33065,1758022964,5,0.53,2.65,0,0,0,,1,30
1067,320.138,5.335633333,1758022964,5,0.53,2.65,0,0,0,,1,30
1068,320.439,5.34065,1758022964,5,0.53,2.65,0,0,0,,1,30
1069,320.739,5.34565,1758022965,5,0.53,2.65,0,0,0,,1,30
1070,321.039,5.35065,1758022965,5,0.53,2.65,0,0,0,,1,30
1071,321.339,5.35565,1758022965,5,0.53,2.65,0,0,0,,1,30
1072,321.64,5.360666667,1758022965,5,0.53,2.65,0,0,0,,1,30
1073,321.939,5.36565,1758022966,5,0.53,2.65,0,0,0,,1,30
1074,322.239,5.37065,1758022966,5,0.53,2.65,0,0,0,,1,30
1075,322.538,5.375633333,1758022966,5,0.53,2.65,0,0,0,,1,30
1076,322.837,5.380616667,1758022967,5,0.61,3.05,0,0,0,,1,30
1077,323.138,5.385633333,1758022967,5,0.79,3.95,0,0,0,,1,30
1078,323.439,5.39065,1758022967,5,0.83,4.15,0,0,0,,1,30
1079,323.739,5.39565,1758022968,5,0.81,4.05,0,0,0,,1,30
1080,324.039,5.40065,1758022968,5,0.81,4.05,0,0,0,,1,30
1081,324.339,5.40565,1758022968,5,0.84,4.2,0,0,0,,1,30
1082,324.636,5.4106,1758022968,5,0.84,4.2,0,0,0,,1,30
1083,324.939,5.41565,1758022969,5,0.68,3.4,0,0,0,,1,30
1084,325.238,5.420633333,1758022969,5,0.68,3.4,0,0,0,,1,30
1085,325.538,5.425633333,1758022969,5,0.81,4.05,0,0,0,,1,30
1086,325.839,5.43065,1758022970,5,0.84,4.2,0,0,0,,1,30
1087,326.139,5.43565,1758022970,5,0.84,4.2,0,0,0,,1,30
1088,326.437,5.440616667,1758022970,5,0.84,4.2,0,0,0,,1,30
1089,326.738,5.445633333,1758022971,5,0.83,4.15,0,0,0,,1,30
1090,327.035,5.450583333,1758022971,5,0.71,3.55,0,0,0,,1,30
1091,327.339,5.45565,1758022971,5,0.78,3.9,0,0,0,,1,30
1092,327.635,5.460583333,1758022971,5,0.75,3.75,0,0,0,,1,30
1093,327.939,5.46565,1758022972,5,0.64,3.2,0,0,0,,1,30
1094,328.237,5.470616667,1758022972,5,0.64,4,0,0,0,,1,30
1095,328.535,5.475583333,1758022972,5,0.8,4,0,0,0,,1,30
1096,328.839,5.48065,1758022974,5,0.77,3.85,0,0,0,,1,30
1097,330.103,5.501716667,1758022974,5,0.68,3.4,0,0,0,,1,30
1098,330.504,5.5084,1758022974,5,0.69,3.45,0,0,0,,1,30
1099,330.907,5.515116667,1758022975,5,0.7,3.5,0,0,0,,1,30
1100,331.304,5.521733333,1758022975,5,0.81,4.05,0,0,0,,1,30
1101,331.707,5.52845,1758022976,5,0.81,4.05,0,0,0,,1,30
1102,332.104,5.535066667,1758022976,5,0.84,4.2,0,0,0,,1,30
1103,332.507,5.541783333,1758022976,5,0.69,3.45,0,0,0,,1,30
1104,332.907,5.54845,1758022977,5,0.68,3.4,0,0,0,,1,30
1105,333.307,5.555116667,1758022977,5,0.64,3.2,0,0,0,,1,30
1106,333.703,5.561716667,1758022977,5,0.78,3.9,0,0,0,,1,30
1107,334.108,5.568466667,1758022978,5,0.8,4,0,0,0,,1,30
1108,334.507,5.575116667,1758022978,5,0.76,3.8,0,0,0,,1,30
1109,334.904,5.581733333,1758022979,5,0.71,3.55,0,0,0,,1,30
1110,335.304,5.5884,1758022979,5,0.68,3.4,0,0,0,,1,30
1111,335.708,5.595133333,1758022979,5,0.68,3.4,0,0,0,,1,30
1112,336.108,5.6018,1758022980,5,0.78,3.9,0,0,0,,1,30
1113,336.508,5.608466667,1758022980,5,0.75,3.75,0,0,0,,1,30
1114,336.905,5.615083333,1758022981,5,0.81,4.05,0,0,0,,1,30
1115,337.308,5.6218,1758022981,5,0.74,3.7,0,0,0,,1,30
1116,337.708,5.628466667,1758022981,5,0.78,3.9,0,0,0,,1,30
1117,338.105,5.635083333,1758022982,5,0.76,3.8,0,0,0,,1,30
1118,338.504,5.641733333,1758022982,5,0.66,3.3,0,0,0,,1,30
1119,338.907,5.64845,1758022983,5,0.68,3.4,0,0,0,,1,30
1120,339.304,5.655066667,1758022983,5,0.82,4.1,0,0,0,,1,30
1121,339.708,5.6618,1758022983,5,0.68,3.4,0,0,0,,1,30
1122,340.105,5.668416667,1758022984,5,0.68,3.4,0,0,0,,1,30
1123,340.503,5.67505,1758022984,5,0.69,3.45,0,0,0,,1,30
1124,340.908,5.6818,1758022985,5,0.73,3.65,0,0,0,,1,30
1125,341.306,5.688433333,1758022985,5,0.79,3.95,0,0,0,,1,30
1126,341.708,5.695133333,1758022985,5,0.74,3.7,0,0,0,,1,30
1127,342.108,5.7018,1758022986,5,0.85,4.25,0,0,0,,1,30
1128,342.504,5.7084,1758022986,5,0.83,4.15,0,0,0,,1,30
1129,342.907,5.715116667,1758022987,5,0.7,3.5,0,0,0,,1,30
1130,343.307,5.721783333,1758022987,5,0.8,4,0,0,0,,1,30
1131,343.705,5.728416667,1758022987,5,0.83,4.15,0,0,0,,1,30
1132,344.108,5.735133333,1758022988,5,0.67,3.35,0,0,0,,1,30
1133,344.507,5.741783333,1758022988,5,0.68,3.4,0,0,0,,1,30
1134,344.908,5.748466667,1758022989,5,0.68,3.4,0,0,0,,1,30
1135,345.308,5.755133333,1758022989,5,0.77,3.85,0,0,0,,1,30
1136,345.705,5.76175,1758022989,5,0.79,3.95,0,0,0,,1,30
1137,346.104,5.7684,1758022990,5,0.79,3.95,0,0,0,,1,30
1138,346.507,5.775116667,1758022990,5,0.85,4.25,0,0,0,,1,30
1139,346.906,5.781766667,1758022991,5,0.87,4.35,0,0,0,,1,30
1140,347.306,5.788433333,1758022991,5,0.84,4.2,0,0,0,,1,30
1141,347.708,5.795133333,1758022991,5,0.69,3.45,0,0,0,,1,30
1142,348.108,5.8018,1758022992,5,0.83,4.15,0,0,0,,1,30
1143,348.508,5.808466667,1758022992,5,0.83,4.15,0,0,0,,1,30
1144,348.908,5.815133333,1758022993,5,0.8,4,0,0,0,,1,30
1145,349.307,5.821783333,1758022993,5,0.82,4.1,0,0,0,,1,30
1146,349.707,5.82845,1758022994,5,0.82,4.1,0,0,0,,1,30
1147,350.108,5.835133333,1758022994,5,0.85,4.25,0,0,0,,1,30
1148,350.508,5.8418,1758022994,5,0.85,4.25,0,0,0,,1,30
1149,350.907,5.84845,1758022995,5,0.68,3.4,0,0,0,,1,30
1150,351.304,5.855066667,1758022995,5,0.68,3.4,0,0,0,,1,30
1151,351.708,5.8618,1758022995,5,0.68,3.4,0,0,0,,1,30
1152,352.103,5.868383333,1758022996,5,0.68,3.4,0,0,0,,1,30
1153,352.507,5.875116667,1758022996,5,0.82,4.1,0,0,0,,1,30
1154,352.903,5.881716667,1758022997,5,0.74,3.7,0,0,0,,1,30
1155,353.308,5.888466667,1758022997,5,0.85,4.25,0,0,0,,1,30
1156,353.704,5.895066667,1758022997,5,0.85,4.25,0,0,0,,1,30
1157,354.104,5.901733333,1758022998,5,0.82,4.1,0,0,0,,1,30
1158,354.505,5.908416667,1758022998,5,0.85,4.25,0,0,0,,1,30
1159,354.906,5.9151,1758022999,5,0.79,4.25,0,0,0,,1,30
1160,355.308,5.9218,1758022999,5,0.83,4.15,0,0,0,,1,30
1161,355.708,5.928466667,1758022999,5,0.68,3.4,0,0,0,,1,30
1162,356.108,5.935133333,1758023000,5,0.69,3.45,0,0,0,,1,30
1163,356.508,5.9418,1758023000,5,0.68,3.4,0,0,0,,1,30
1164,356.904,5.9484,1758023001,5,0.68,3.4,0,0,0,,1,30
1165,357.304,5.955066667,1758023001,5,0.85,4.25,0,0,0,,1,30
1166,357.707,5.961783333,1758023001,5,0.81,4.05,0,0,0,,1,30
1167,358.108,5.968466667,1758023002,5,0.86,4.3,0,0,0,,1,30
1168,358.505,5.975083333,1758023002,5,0.85,4.25,0,0,0,,1,30
1169,358.905,5.98175,1758023003,5,0.85,4.25,0,0,0,,1,30
1170,359.308,5.988466667,1758023003,5,0.71,3.55,0,0,0,,1,30
1171,359.707,5.995116667,1758023003,5,0.8,4,0,0,0,,1,30
1172,360.108,6.0018,1758023004,5,0.68,3.4,0,0,0,,1,30
1173,360.504,6.0084,1758023004,5,0.7,3.5,0,0,0,,1,30
1174,360.906,6.0151,1758023005,5,0.79,3.95,0,0,0,,1,30
1175,361.307,6.021783333,1758023005,5,0.83,4.15,0,0,0,,1,30
1176,361.708,6.028466667,1758023005,5,0.84,4.2,0,0,0,,1,30
1177,362.106,6.0351,1758023006,5,0.84,4.2,0,0,0,,1,30
1178,362.508,6.0418,1758023006,5,0.81,4.05,0,0,0,,1,30
1179,362.905,6.048416667,1758023007,5,0.75,3.75,0,0,0,,1,30
1180,363.303,6.05505,1758023007,5,0.68,3.4,0,0,0,,1,30
1181,363.707,6.061783333,1758023007,5,0.69,3.45,0,0,0,,1,30
1182,364.108,6.068466667,1758023008,5,0.85,4.25,0,0,0,,1,30
1183,364.508,6.075133333,1758023008,5,0.72,3.6,0,0,0,,1,30
1184,364.905,6.08175,1758023009,5,0.68,3.4,0,0,0,,1,30
1185,365.307,6.08845,1758023009,5,0.73,3.65,0,0,0,,1,30
1186,365.704,6.095066667,1758023009,5,0.68,3.4,0,0,0,,1,30
1187,366.108,6.1018,1758023010,5,0.68,3.4,0,0,0,,1,30
1188,366.508,6.108466667,1758023010,5,0.85,4.25,0,0,0,,1,30
1189,366.907,6.115116667,1758023011,5,0.8,4,0,0,0,,1,30
1190,367.308,6.1218,1758023011,5,0.85,4.25,0,0,0,,1,30
1191,367.706,6.128433333,1758023011,5,0.85,4.25,0,0,0,,1,30
1192,368.107,6.135116667,1758023012,5,0.81,4.05,0,0,0,,1,30
1193,368.507,6.141783333,1758023012,5,0.76,3.8,0,0,0,,1,30
1194,368.908,6.148466667,1758023013,5,0.75,3.75,0,0,0,,1,30
1195,369.309,6.15515,1758023013,5,0.84,4.2,0,0,0,,1,30
1196,369.706,6.161766667,1758023013,5,0.83,4.15,0,0,0,,1,30
1197,370.108,6.168466667,1758023014,5,0.68,3.4,0,0,0,,1,30
1198,370.508,6.175133333,1758023014,5,0.76,3.8,0,0,0,,1,30
1199,370.905,6.18175,1758023015,5,0.81,4.05,0,0,0,,1,30
1200,371.304,6.1884,1758023015,5,0.81,4.05,0,0,0,,1,30
1201,371.707,6.195116667,1758023015,5,0.83,4.15,0,0,0,,1,30
1202,372.107,6.201783333,1758023016,5,0.79,3.95,0,0,0,,1,30
1203,372.506,6.208433333,1758023016,5,0.83,4.15,0,0,0,,1,30
1204,372.904,6.215066667,1758023017,5,0.77,3.85,0,0,0,,1,30
1205,373.307,6.221783333,1758023017,5,0.78,3.9,0,0,0,,1,30
1206,373.705,6.228416667,1758023017,5,0.83,4.15,0,0,0,,1,30
1207,374.106,6.2351,1758023018,5,0.82,4.1,0,0,0,,1,30
1208,374.507,6.241783333,1758023018,5,0.83,4.15,0,0,0,,1,30
1209,374.909,6.248483333,1758023019,5,0.83,4.15,0,0,0,,1,30
1210,375.308,6.255133333,1758023019,5,0.8,4,0,0,0,,1,30
1211,375.708,6.2618,1758023019,5,0.81,4.05,0,0,0,,1,30
1212,376.108,6.268466667,1758023020,5,0.75,3.75,0,0,0,,1,30
1213,376.508,6.275133333,1758023020,5,0.74,3.7,0,0,0,,1,30
1214,376.908,6.2818,1758023021,5,0.75,3.75,0,0,0,,1,30
1215,377.303,6.288383333,1758023021,5,0.73,3.65,0,0,0,,1,"end 30, 80 sec"
1216,377.707,6.295116667,1758023021,5,0.74,3.7,0,0,0,,-1,"start 00, 20 sec"
1217,378.108,6.3018,1758023022,5,0.81,4.05,0,0,0,,-1,0
1218,378.508,6.308466667,1758023022,5,0.78,3.9,0,0,0,,-1,0
1219,378.903,6.31505,1758023023,5,0.79,3.95,0,0,0,,-1,0
1220,379.307,6.321783333,1758023023,5,0.77,3.85,0,0,0,,-1,0
1221,379.708,6.328466667,1758023023,5,0.76,3.8,0,0,0,,-1,0
1222,380.108,6.335133333,1758023024,5,0.78,3.9,0,0,0,,-1,0
1223,380.503,6.341716667,1758023024,5,0.84,4.2,0,0,0,,-1,0
1224,380.905,6.348416667,1758023025,5,0.74,3.7,0,0,0,,-1,0
1225,381.305,6.355083333,1758023025,5,0.74,3.7,0,0,0,,-1,0
1226,381.706,6.361766667,1758023025,5,0.76,3.8,0,0,0,,-1,0
1227,382.103,6.368383333,1758023026,5,0.76,3.8,0,0,0,,-1,0
1228,382.506,6.3751,1758023026,5,0.76,3.8,0,0,0,,-1,0
1229,382.908,6.3818,1758023027,5,0.75,3.75,0,0,0,,-1,0
1230,383.304,6.3884,1758023027,5,0.85,4.25,0,0,0,,-1,0
1231,383.705,6.395083333,1758023027,5,0.84,4.2,0,0,0,,-1,0
1232,384.108,6.4018,1758023028,5,0.8,4,0,0,0,,-1,0
1233,384.505,6.408416667,1758023028,5,0.77,3.85,0,0,0,,-1,0
1234,384.908,6.415133333,1758023029,5,0.77,3.85,0,0,0,,-1,0
1235,385.308,6.4218,1758023029,5,0.68,3.4,0,0,0,,-1,0
1236,385.707,6.42845,1758023030,5,0.71,3.55,0,0,0,,-1,0
1237,386.106,6.4351,1758023030,5,0.72,3.6,0,0,0,,-1,0
1238,386.507,6.441783333,1758023030,5,0.77,3.85,0,0,0,,-1,0
1239,386.908,6.448466667,1758023031,5,0.84,4.2,0,0,0,,-1,0
1240,387.308,6.455133333,1758023031,5,0.83,4.15,0,0,0,,-1,0
1241,387.708,6.4618,1758023031,5,0.81,4.05,0,0,0,,-1,0
1242,388.107,6.46845,1758023032,5,0.82,4.1,0,0,0,,-1,0
1243,388.504,6.475066667,1758023032,5,0.79,3.95,0,0,0,,-1,0
1244,388.908,6.4818,1758023033,5,0.7,3.5,0,0,0,,-1,0
1245,389.308,6.488466667,1758023033,5,0.77,3.85,0,0,0,,-1,0
1246,389.708,6.495133333,1758023033,5,0.85,4.25,0,0,0,,-1,0
1247,390.107,6.501783333,1758023034,5,0.83,4.15,0,0,0,,-1,0
