,round,load,period,duration_elog,energy_elog,power_avg_elog,duration_sig,energy_sig,power_avg_sig
234,2,60,0.2,79.91037,233.87528568405824,2.92672009507725,80.022,307.50072500000124,3.842702319362191
235,4,40,0.1,79.91012,218.27374882189727,2.731490690064003,80.022,290.688174999994,3.632603221613981
236,26,40,1.0,79.51045,207.5024694814892,2.609750913011927,80.029,284.7395499999983,3.5579546164515152
237,26,0,0.05,79.959984,151.7724234184231,1.8981047247135905,80.025,197.4347750000103,2.46716369884424
238,32,10,0.5,79.510228,182.48987523505357,2.2951748451161977,80.023,254.2917000000145,3.1777326518627707
239,7,5,0.1,79.910878,181.7828496124243,2.2748198263123114,80.022,249.15505000003276,3.1135818899806647
240,35,50,0.03,79.979998,223.2167737302826,2.7909074682682866,80.022,299.0223250000005,3.7367514558496473
241,34,40,0.2,79.910317,215.01504543535148,2.6907044485301124,80.079,285.7892249999973,3.568841081931559
242,33,40,0.03,79.979998,216.37769885903347,2.7053976527860564,80.023,291.6147499999925,3.644136685702767
243,31,30,0.05,80.010086,209.58579083486836,2.619492132965191,80.049,284.17302499999585,3.549988444577644
244,30,80,0.1,79.910453,253.2453488659938,3.16911416915624,80.034,326.0018750000005,4.0732922882774885
245,14,15,0.2,79.910711,191.10663756514776,2.391502155013334,80.022,263.2570750000118,3.289808740096621
246,31,50,0.04,79.959997,224.68586777549692,2.809978441788797,80.022,299.6207250000014,3.7442293994151785
247,35,90,0.03,79.979993,260.7492574910645,3.26018104916644,80.027,336.28175000000635,4.202103665013137
248,34,40,0.1,79.910129,215.3699652077432,2.6951522654624074,80.023,287.63357499999535,3.5943863014382784
249,14,20,1.0,79.510301,196.14300919998237,2.4668880224712315,80.022,266.20305000000536,3.326623303591579
250,32,30,0.03,80.036969,207.57060976524284,2.5934341637205534,80.091,282.24195000000026,3.524015807019518
251,31,15,0.5,79.510517,197.16461153539396,2.479729964972986,80.022,264.3630499999986,3.303629626852598
252,13,100,0.5,79.51029799999999,264.0853648771978,3.3213982530564508,80.026,339.0958250000093,4.2373206832780514
253,30,5,0.04,79.959996,183.2560558134364,2.2918467356281056,80.022,252.5243750000036,3.1556868736098025
254,35,5,0.05,80.710109,179.8462179176291,2.2282985383854346,80.76,248.4425500000233,3.0763069588908287
255,13,80,1.0,79.510523,248.879427456407,3.1301445150399396,80.024,320.65409999999804,4.00697415775265
256,8,15,0.5,79.510692,186.72378785661022,2.348411052146423,80.021,257.7643750000131,3.221209120106136
257,24,50,1.0,79.510171,228.25056332096557,2.8707089979842397,80.073,294.7438749999952,3.680939580133069
258,26,90,0.04,79.999996,257.14549279454263,3.214318820647724,80.027,333.7587500000045,4.170576805328259
259,13,90,0.5,79.51039200000001,254.7836516185348,3.2044069361214413,80.023,329.69127499999814,4.119956450020596
260,12,40,2.0,79.510054,202.4683730904389,2.54644995072496,80.022,285.16532499999533,3.563586576191489
261,26,50,0.2,79.909949,221.1274109978041,2.767207510016107,80.023,298.2437000000015,3.7269747447609
262,31,90,2.0,79.51061299999999,249.60183316970353,3.139226623365406,80.025,332.9288000000008,4.160309903155273
263,15,20,0.1,79.910454,198.20740677284095,2.480368923605927,80.023,270.86775000001035,3.384873723804536
264,7,40,0.2,79.910453,214.39780056840843,2.6829756623755894,80.12,286.9672249999978,3.5817177358961287
265,23,80,1.0,79.510539,247.10381119507605,3.1078120498601582,80.035,322.9653500000017,4.035301430624124
266,17,40,1.0,79.510235,204.84923463333587,2.57638824276316,80.127,283.94559999999524,3.543694385163494
267,17,70,0.03,79.979997,240.5948414027942,3.008187677261281,80.021,316.06077499999674,3.949722885242583
268,30,80,2.0,79.510539,248.73847629750162,3.1283711496095084,80.036,323.3464499999941,4.040012619321232
269,35,15,0.04,79.959997,192.56588952230067,2.4082778482633094,80.023,264.9903250000009,3.311427027229683
270,20,40,1.0,79.51040699999999,212.60001484193566,2.6738639992364233,80.054,284.95802499999377,3.5595726009942514
271,25,5,0.04,79.95999,189.51086730078046,2.3700711731052047,80.021,256.72167500000427,3.2081787905675294
272,20,0,0.04,79.95999499999999,152.4454345713718,1.9065213119557076,80.025,197.48362500000923,2.467774133083527
273,6,20,1.0,79.510377,197.9648551992053,2.4897989755375614,80.025,267.592275000002,3.343858481724485
274,35,30,1.0,79.50973599999999,201.6437582324907,2.5360888914596664,80.024,276.5246249999996,3.4555211561531483
275,26,60,0.5,79.510351,225.9184961278811,2.841372139432275,80.024,305.3693499999975,3.815972083374956
276,10,20,0.03,80.036194,199.2017538843287,2.488895884833413,80.089,273.3986249999914,3.4136850878396707
277,10,15,0.2,79.910958,193.319823636645,2.419190414869573,80.022,263.9093250000042,3.297959623603561
278,5,20,0.1,80.010568,203.17197144276614,2.5393141996288056,80.051,272.78372499999097,3.4076242020710668
279,30,80,0.2,79.910325,252.58588252715265,3.1608666655673425,80.031,323.93717499999576,4.047646224587919
280,30,10,2.0,79.51012700000001,184.14578419456404,2.31600415120157,80.022,258.22955000000667,3.226981954962469
281,27,30,0.04,79.975938,206.27708116433632,2.579239285250225,80.022,281.6304250000009,3.519412474069642
282,16,5,0.5,79.510953,170.79251962435617,2.148037637334773,80.026,230.78377500001343,2.8838599330219363
283,9,15,0.04,79.958551,194.74557679151866,2.4355816151735747,80.022,269.0472250000053,3.3621657169279118
284,3,10,0.5,80.510753,193.36115473342429,2.401681111260061,80.677,259.89547500000555,3.221432068619378
285,31,5,2.0,79.509661,175.52686888881422,2.2076168692105758,80.022,241.2858250000196,3.015243620504606
286,24,40,0.5,79.51055699999999,212.21131698252594,2.6689703228028696,80.023,286.6484499999909,3.5820757782136496
287,1,70,2.0,79.51054,239.5056928991369,3.012250865094576,80.044,316.9834000000008,3.960114437059628
288,22,15,0.2,79.91037200000001,194.63118832148484,2.4356185993163044,80.023,264.53382500000646,3.305722417305106
289,25,100,0.1,79.91035000000001,265.50743017794787,3.3225662280036046,80.022,340.6538500000147,4.2570024493266185
290,15,0,0.03,79.97613299999999,151.672593264724,1.896473204883812,80.026,200.44424999999885,2.5047390847974262
291,16,70,0.5,79.51034499999999,240.47637716868374,3.0244665290873,80.022,312.27482500000326,3.902362162905242
292,1,30,0.5,79.510115,206.90719794434324,2.602275168943514,80.022,280.93277499999294,3.5106942465821014
293,18,0,0.1,79.91039500000001,151.8972902222775,1.9008451931976744,80.026,196.7934500000111,2.459118911353949
294,8,10,0.2,79.910479,189.00744770611925,2.365239829260932,80.022,258.03382500002,3.224536065082352
295,19,5,2.0,79.510241,169.10436817298637,2.126824998216096,80.022,232.83162500001112,2.9095951738273365
296,27,70,0.04,79.999991,240.4603000858467,3.005754089220419,80.037,317.46079999999586,3.966425528193159
297,34,5,0.04,79.959996,181.65714576755965,2.271850360867447,80.022,251.0401250000043,3.137138849316492
298,1,15,0.1,79.912139,195.14149278400598,2.441950562529755,80.022,265.9533249999986,3.3235025992851783
299,13,50,1.0,79.510502,214.36655363854,2.696078483299477,80.06,293.14734999999735,3.661595678241286
300,24,90,0.05,79.96012599999999,257.10583214711806,3.2154255503188938,80.027,334.5806250000023,4.1808467767128885
301,27,50,0.05,80.01020600000001,225.67482392774173,2.8205754641819283,80.046,296.9988249999968,3.710351860180357
302,32,15,0.04,79.959997,193.8043280809134,2.423766074940115,80.023,266.25382499999955,3.327216237831618
303,30,20,1.0,79.51020899999999,195.44310778999812,2.4580882159421584,80.023,267.3024000000029,3.3403196580983328
304,31,30,0.1,79.910601,208.22700049280863,2.60574939854111,80.023,280.9869999999937,3.511327993201876
305,12,90,1.0,79.510325,254.7141694602483,3.20353576042166,80.032,329.69140000000334,4.119494702119194
306,14,70,0.1,79.910447,240.57403940552615,3.0105455348726324,80.037,313.4329250000031,3.916100366080726
307,33,70,0.05,80.01037600000001,244.84248298147506,3.0601341378707563,80.045,316.6865499999947,3.956356424511146
308,28,0,0.05,79.960005,152.03551789025505,1.9013945520670623,80.026,198.42787500000728,2.479542586159589
309,26,50,0.1,79.910669,230.26911873404205,2.881581666323455,80.028,296.7014250000041,3.707470197930776
310,29,10,0.1,79.910226,188.80090579015356,2.3626626433286972,80.022,260.555925000005,3.256053647746932
311,30,15,0.2,79.909981,195.00843577659114,2.4403514221407603,80.022,265.44702500000614,3.317175589213043
312,35,40,0.5,79.510165,212.04392500271135,2.666878191017606,80.022,285.11442499999026,3.562950501112073
313,6,20,0.2,79.910455,197.80610598769175,2.475347011698178,80.025,268.12770000000955,3.350549203374065
314,26,40,2.0,79.510246,199.30389967945348,2.5066442339953707,80.022,285.0927999999996,3.5626802629276897
315,14,15,0.1,79.910437,193.35129308855713,2.4195999965380883,80.022,265.7248000000056,3.3206468221239858
316,33,40,0.5,79.510016,211.77908133945027,2.663552241511941,80.031,286.4565749999954,3.579320200922085
317,11,5,0.04,79.95749599999999,181.03996620773708,2.2642025484106845,80.026,253.52920000000785,3.168085372254115
318,11,0,0.03,79.97966699999999,151.95193878072925,1.8998821135468003,80.026,200.7219499999973,2.5082092070076887
319,11,70,0.2,79.910881,240.3388038386351,3.007585460591219,80.037,314.91107500000203,3.9345686994765177
320,30,100,2.0,79.50964499999999,267.7025302019185,3.3669189467758094,80.028,345.73635000001923,4.320192307692548
321,33,100,0.03,79.97999899999999,265.84345841232454,3.3238742402625507,80.024,344.03885000000594,4.2991958662402014
322,34,80,0.2,79.91048300000001,252.65685933505173,3.1617486198281606,80.029,323.00462499999435,4.036094728160971
323,10,0,0.03,79.979163,152.07823522799268,1.9014732028139965,80.025,200.30487499999805,2.503028741018408
324,23,50,0.05,79.96041199999999,224.33380942970751,2.805560949707307,80.04,299.55602499999907,3.7425790229884943
325,31,70,2.0,79.51011299999999,237.93206561513742,2.9924755057905332,80.022,318.283200000001,3.9774462022943817
326,11,50,0.1,79.91011,226.44396886078093,2.8337336647488147,80.022,297.30677499999376,3.7153129764314032
327,28,100,0.5,79.51042,267.2031857719866,3.3606058900454387,80.023,339.4092250000106,4.24139591117567
328,2,50,0.04,79.99999799999999,226.17841287353968,2.827230231600002,80.041,301.28154999999845,3.76409027873213
329,27,90,1.0,79.511258,254.32987992983655,3.1986650233836893,80.025,330.4016749999984,4.12873070915337
330,21,40,0.03,80.039992,216.0180485021491,2.698876437945535,80.093,292.02052499999587,3.646018066497645
