duration_s,active,3V7_WL_SW_A current(0),3V3_SYS_A current(1),1V8_SYS_A current(2),DDR_VDD2_A current(3),DDR_VDDQ_A current(4),1V1_SYS_A current(5),0V8_SW_A current(6),VDD_CORE_A current(7),3V3_DAC_A current(17),3V3_ADC_A current(18),0V8_AON_A current(16),HDMI_A current(22),3V7_WL_SW_V volt(8),3V3_SYS_V volt(9),1V8_SYS_V volt(10),DDR_VDD2_V volt(11),DDR_VDDQ_V volt(12),1V1_SYS_V volt(13),0V8_SW_V volt(14),VDD_CORE_V volt(15),3V3_DAC_V volt(20),3V3_ADC_V volt(21),0V8_AON_V volt(19),HDMI_V volt(23),EXT5V_V volt(24),BATT_V volt(25)
0.000001,0,0.000000,0.201042,0.147365,0.000000,0.000000,0.179571,0.282044,0.607240,0.000061,0.000672,0.003358,0.015507,3.699776,3.301682,1.798289,1.107691,0.615018,1.100732,0.800365,0.748913,3.304942,3.299447,0.797948,4.927180,4.935220,0.004274
0.489756,1,0.000000,0.198114,0.147365,0.006832,0.000000,0.179571,0.283020,1.098390,0.000305,0.000549,0.003297,0.016361,3.699776,3.301682,1.797800,1.103296,0.605494,1.102929,0.801831,0.749987,3.304026,3.300363,0.797948,4.909760,4.927180,0.004274
4.000087,1,0.000000,0.209825,0.153221,0.000000,0.000000,0.182499,0.278140,2.259290,0.000183,0.000427,0.003419,0.015995,3.719264,3.293330,1.796824,1.103296,0.603296,1.100732,0.800732,0.879462,3.305857,3.299447,0.797948,4.896360,4.907080,0.003419
6.000059,1,0.000000,0.203969,0.152245,0.000000,0.000000,0.178595,0.280092,0.937650,0.000244,0.000672,0.003419,0.016117,3.704416,3.307249,1.798289,1.101464,0.615018,1.102929,0.800732,0.879999,3.304942,3.299447,0.797362,4.907080,4.892340,0.004274
8.000059,1,0.000000,0.201042,0.153221,0.000000,0.000000,0.181523,0.280092,1.696700,0.000183,0.000427,0.003297,0.016117,3.726687,3.294258,1.797312,1.108790,0.605494,1.100732,0.799633,0.879193,3.303110,3.299447,0.797655,4.881620,4.900380,0.004274
10.000061,1,0.000000,0.206897,0.151269,0.000000,0.000000,0.178595,0.281068,0.991230,0.000183,0.000672,0.003297,0.015873,3.715552,3.298898,1.795847,1.110622,0.602930,1.106226,0.800732,0.879193,3.305857,3.300363,0.797362,4.896360,4.899040,0.004274
12.000060,1,0.000000,0.202017,0.154197,0.000000,0.000000,0.178595,0.283020,2.348590,0.000122,0.000549,0.003419,0.015873,3.700704,3.293330,1.796824,1.101464,0.611721,1.104761,0.800365,0.879193,3.305857,3.300363,0.797362,4.909760,4.921820,0.004274
14.000060,1,0.000000,0.209825,0.156149,0.022446,0.000000,0.178595,0.281068,1.455590,0.000244,0.000549,0.003419,0.015263,3.711840,3.355503,1.798289,1.110622,0.606959,1.100732,0.801098,0.879462,3.304942,3.300363,0.797362,4.901720,4.905740,0.004274
16.000058,1,0.000000,0.204945,0.155173,0.023422,0.000000,0.179571,0.281068,1.464520,0.000183,0.000672,0.003297,0.015751,3.711840,3.301682,1.796335,1.104761,0.604395,1.101098,0.800732,0.878925,3.304942,3.299447,0.797655,4.911100,4.920480,0.004274
18.000060,1,0.000000,0.200066,0.155173,0.000000,0.000000,0.179571,0.280092,2.375380,0.000183,0.000427,0.003297,0.015873,3.704416,3.292402,1.797800,1.101830,0.612820,1.104761,0.802930,0.879462,3.303110,3.299447,0.797655,4.892340,4.884300,0.004274
20.000059,1,0.000000,0.208849,0.153221,0.000000,0.000000,0.179571,0.279116,0.955510,0.000183,0.000427,0.003236,0.015385,3.700704,3.293330,1.798289,1.105494,0.614651,1.104394,0.801831,0.879462,3.305857,3.300363,0.797362,4.912440,4.893680,0.004274
