,Load (%),Mean Voltage Siglent,Mean Current Siglent,Mean Power Siglent,Mean Voltage Pi,Mean Current Pi,Mean Power Pi,Mean Voltage Abs Error (%),Mean Current Abs Error (%),Mean Power Abs Error (%)
0,0,5.0,0.40643391521197014,2.03216957605985,0.7963016433333333,0.9084340166666668,0.7541746374999999,84.07396713333334,123.51333947928171,62.88820350503129
1,0,5.0,0.40643391521197014,2.03216957605985,0.7963016433333333,0.9084340166666668,0.7541746374999999,84.07396713333334,123.51333947928171,62.88820350503129
2,0,5.0,0.40643391521197014,2.03216957605985,0.7963016433333333,0.9084340166666668,0.7541746374999999,84.07396713333334,123.51333947928171,62.88820350503129
3,0,5.0,0.40643391521197014,2.03216957605985,0.7963016433333333,0.9084340166666668,0.7541746374999999,84.07396713333334,123.51333947928171,62.88820350503129
4,25,5.0,0.5738103161397671,2.869051580698835,0.7542102266666666,0.5452806833333332,0.41355175666666666,84.91579546666668,4.97196233737364,85.58576780393976
5,50,5.0,0.6545091514143095,3.2725457570715477,0.8740868033333333,1.0746064333333334,0.9409419383333333,82.51826393333333,64.18508908718053,71.24740161997492
6,75,5.0,0.395324459234609,1.9766222961730446,0.8418054233333333,1.0317424333333334,0.8856101883333334,83.16389153333333,160.98623781865118,55.195780698822894
7,100,5.0,0.39114808652246263,1.9557404326123127,0.876671375,1.3266110333333336,1.1637356083333332,82.4665725,239.15825720322164,40.49641818884351
