Timestamp (ISO ms),Voltage (V),Current (A),Power (W),dt (s),Energy So Far (J),ts,PowerSmooth,SegmentIndex,LoadLabel
2025-09-16T11:03:38.131,0.749181,0.52687,0.394721,0,0,03:38.1,0.3948062,0,0
2025-09-16T11:03:38.229,0.808815,0.66082,0.534481,0.099945,0.053419,03:38.2,0.39478025,0,0
2025-09-16T11:03:38.333,0.74945,0.52687,0.394863,0.099999,0.092904,03:38.3,0.39475164285714287,0,0
2025-09-16T11:03:38.431,0.748644,0.52687,0.394438,0.100001,0.132349,03:38.4,0.394730188,0,0
2025-09-16T11:03:38.530,0.752136,0.52687,0.396278,0.099999,0.171976,03:38.5,0.3947135,0,0
2025-09-16T11:03:38.630,0.748107,0.52687,0.394155,0.099998,0.211391,03:38.6,0.3947072,0,0
2025-09-16T11:03:38.729,0.74945,0.5358,0.401555,0.1,0.251546,03:38.7,0.3946789,0,0
2025-09-16T11:03:38.830,0.74945,0.51794,0.38817,0.100007,0.290366,03:38.8,0.39466475,0,0
2025-09-16T11:03:38.929,0.748107,0.51794,0.387474,0.099993,0.329111,03:38.9,0.39464350000000004,0,0
2025-09-16T11:03:39.029,0.748913,0.52687,0.39458,0.100001,0.368569,03:39.0,0.39462935000000005,0,0
2025-09-16T11:03:39.129,0.748913,0.52687,0.39458,0.099999,0.408027,03:39.1,0.3946223,0,0
2025-09-16T11:03:39.229,0.749181,0.52687,0.394721,0.1,0.447499,03:39.2,0.39462935,0,0
2025-09-16T11:03:39.329,0.749181,0.52687,0.394721,0.099999,0.48697,03:39.3,0.39465055000000004,0,0
2025-09-16T11:03:39.429,0.74945,0.52687,0.394863,0.1,0.526457,03:39.4,0.39467885,0,0
2025-09-16T11:03:39.530,0.748913,0.51794,0.387892,0.1,0.565246,03:39.5,0.39470715,0,0
2025-09-16T11:03:39.629,0.749987,0.52687,0.395146,0.1,0.60476,03:39.6,0.39472840000000003,0,0
2025-09-16T11:03:39.729,0.74945,0.52687,0.394863,0.1,0.644247,03:39.7,0.3947567,0,0
2025-09-16T11:03:39.829,0.748913,0.52687,0.39458,0.1,0.683705,03:39.8,0.39477795000000004,0,0
2025-09-16T11:03:39.929,0.74945,0.51794,0.38817,0.1,0.722522,03:39.9,0.3947992,0,0
2025-09-16T11:03:40.029,0.749718,0.5358,0.401699,0.100001,0.762692,03:40.0,0.39482045000000004,0,0
2025-09-16T11:03:40.129,0.74945,0.52687,0.394863,0.099999,0.802178,03:40.1,0.3948417,0,0
2025-09-16T11:03:40.229,0.749718,0.52687,0.395004,0.1,0.841678,03:40.2,0.39485590000000004,0,0
2025-09-16T11:03:40.329,0.74945,0.51794,0.38817,0.099999,0.880495,03:40.3,0.394863,0,0
2025-09-16T11:03:40.429,0.74945,0.52687,0.394863,0.1,0.919982,03:40.4,0.394863,0,0
2025-09-16T11:03:40.529,0.748644,0.5358,0.401123,0.1,0.960094,03:40.5,0.394863,0,0
2025-09-16T11:03:40.630,0.748644,0.52687,0.394438,0.100001,0.999538,03:40.6,0.39485590000000004,0,0
2025-09-16T11:03:40.729,0.74945,0.52687,0.394863,0.1,1.039024,03:40.7,0.3948417,0,0
2025-09-16T11:03:40.829,0.74945,0.52687,0.394863,0.1,1.07851,03:40.8,0.39483460000000004,0,0
2025-09-16T11:03:40.929,0.749987,0.5358,0.401843,0.100003,1.118696,03:40.9,0.3948275,0,0
2025-09-16T11:03:41.029,0.749181,0.52687,0.394721,0.099998,1.158167,03:41.0,0.3948204,0,0
2025-09-16T11:03:41.129,0.749181,0.52687,0.394721,0.099999,1.197639,03:41.1,0.3948062,0,0
2025-09-16T11:03:41.229,0.74945,0.52687,0.394863,0.1,1.237125,03:41.2,0.39478495,0,0
2025-09-16T11:03:41.329,0.748913,0.52687,0.39458,0.099999,1.276583,03:41.3,0.39475665000000004,0,0
2025-09-16T11:03:41.429,0.748644,0.52687,0.394438,0.1,1.316027,03:41.4,0.39472835,0,0
2025-09-16T11:03:41.529,0.749718,0.51794,0.388309,0.100001,1.354858,03:41.5,0.39470005,0,0
2025-09-16T11:03:41.630,0.749987,0.52687,0.395146,0.1,1.394372,03:41.6,0.39467884999999997,0,0
2025-09-16T11:03:41.729,0.749718,0.52687,0.395004,0.1,1.433873,03:41.7,0.3946789,0,0
2025-09-16T11:03:41.829,0.74945,0.52687,0.394863,0.100002,1.47336,03:41.8,0.3946577,0,0
2025-09-16T11:03:41.929,0.748644,0.52687,0.394438,0.1,1.512803,03:41.9,0.39463649999999995,0,0
2025-09-16T11:03:42.030,0.74945,0.51794,0.38817,0.100006,1.551622,03:42.0,0.3946153,0,0
2025-09-16T11:03:42.129,0.748913,0.52687,0.39458,0.099997,1.591079,03:42.1,0.3946012,0,0
2025-09-16T11:03:42.229,0.74945,0.52687,0.394863,0.099996,1.630564,03:42.2,0.3946012,0,0
2025-09-16T11:03:42.329,0.748913,0.52687,0.39458,0.1,1.670022,03:42.3,0.39460825,0,0
2025-09-16T11:03:42.429,0.748644,0.52687,0.394438,0.1,1.709466,03:42.4,0.3946153,0,0
2025-09-16T11:03:42.529,0.749718,0.5358,0.401699,0.099999,1.749636,03:42.5,0.3946294,0,0
2025-09-16T11:03:42.629,0.748644,0.52687,0.394438,0.1,1.789079,03:42.6,0.39464350000000004,0,0
2025-09-16T11:03:42.730,0.749181,0.52687,0.394721,0.1,1.828551,03:42.7,0.39464345,0,0
2025-09-16T11:03:42.829,0.74945,0.52687,0.394863,0.1,1.868038,03:42.8,0.39465754999999997,0,0
2025-09-16T11:03:42.929,0.749181,0.51794,0.388031,0.100002,1.906841,03:42.9,0.39467165,0,0
2025-09-16T11:03:43.029,0.748644,0.5358,0.401123,0.1,1.946954,03:43.0,0.39468575,0,0
2025-09-16T11:03:43.129,0.748644,0.52687,0.394438,0.1,1.986397,03:43.1,0.39469985,0,0
2025-09-16T11:03:43.229,0.749987,0.52687,0.395146,0.099999,2.025912,03:43.2,0.39470689999999997,0,0
2025-09-16T11:03:43.329,0.749181,0.52687,0.394721,0.1,2.065384,03:43.3,0.39471395,0,0
2025-09-16T11:03:43.429,0.748375,0.52687,0.394297,0.1,2.104813,03:43.4,0.394721,0,0
2025-09-16T11:03:43.529,0.749181,0.52687,0.394721,0.1,2.144286,03:43.5,0.39472809999999997,0,0
2025-09-16T11:03:43.629,0.74945,0.51794,0.38817,0.1,2.183103,03:43.6,0.3947423,0,0
2025-09-16T11:03:43.729,0.749181,0.52687,0.394721,0.1,2.222575,03:43.7,0.3947565,0,0
2025-09-16T11:03:43.830,0.74945,0.52687,0.394863,0.1,2.262061,03:43.8,0.39477070000000003,0,0
2025-09-16T11:03:43.929,0.749181,0.52687,0.394721,0.100001,2.301533,03:43.9,0.3947849,0,0
2025-09-16T11:03:44.029,0.749718,0.52687,0.395004,0.1,2.341034,03:44.0,0.3947991,0,0
2025-09-16T11:03:44.129,0.74945,0.52687,0.394863,0.1,2.38052,03:44.1,0.3948133,0,0
2025-09-16T11:03:44.229,0.74945,0.52687,0.394863,0.099999,2.420006,03:44.2,0.39482040000000007,0,0
2025-09-16T11:03:44.329,0.74945,0.52687,0.394863,0.1,2.459492,03:44.3,0.39481335000000006,0,0
2025-09-16T11:03:44.429,0.749718,0.52687,0.395004,0.099999,2.498992,03:44.4,0.39480630000000005,0,0
2025-09-16T11:03:44.529,0.748913,0.52687,0.39458,0.100001,2.538451,03:44.5,0.39478510000000006,0,0
2025-09-16T11:03:44.629,0.748644,0.52687,0.394438,0.1,2.577894,03:44.6,0.3947497,0,0
2025-09-16T11:03:44.729,0.749987,0.52687,0.395146,0.1,2.617409,03:44.7,0.3947143,0,0
2025-09-16T11:03:44.830,0.749181,0.52687,0.394721,0.100003,2.656882,03:44.8,0.394686,0,0
2025-09-16T11:03:44.929,0.74945,0.51794,0.38817,0.1,2.695699,03:44.9,0.39465059999999996,0,0
2025-09-16T11:03:45.029,0.748644,0.52687,0.394438,0.099998,2.735142,03:45.0,0.3946081,0,0
2025-09-16T11:03:45.129,0.748913,0.52687,0.39458,0.1,2.7746,03:45.1,0.3945727,0,0
2025-09-16T11:03:45.229,0.74945,0.52687,0.394863,0.1,2.814086,03:45.2,0.3945515,0,0
2025-09-16T11:03:45.329,0.748644,0.52687,0.394438,0.1,2.85353,03:45.3,0.39454445,0,0
2025-09-16T11:03:45.429,0.749718,0.51794,0.388309,0.099999,2.89236,03:45.4,0.3945374,0,0
2025-09-16T11:03:45.529,0.748913,0.52687,0.39458,0.100001,2.931819,03:45.5,0.3945374,0,0
2025-09-16T11:03:45.629,0.749181,0.52687,0.394721,0.1,2.971291,03:45.6,0.39455155,0,0
2025-09-16T11:03:45.729,0.748644,0.52687,0.394438,0.1,3.010735,03:45.7,0.39456569999999996,0,0
2025-09-16T11:03:45.830,0.748644,0.52687,0.394438,0.099999,3.050178,03:45.8,0.39457985,0,0
2025-09-16T11:03:45.929,0.748913,0.52687,0.39458,0.100001,3.089636,03:45.9,0.39461525000000003,0,0
2025-09-16T11:03:46.029,0.748913,0.52687,0.39458,0.1,3.129094,03:46.0,0.39465775000000003,0,0
2025-09-16T11:03:46.129,0.749987,0.52687,0.395146,0.1,3.168609,03:46.1,0.3947002,0,0
2025-09-16T11:03:46.229,0.74945,0.52687,0.394863,0.100001,3.208095,03:46.2,0.39473555,0,0
2025-09-16T11:03:46.329,0.749718,0.52687,0.395004,0.099999,3.247595,03:46.3,0.39476385,0,0
2025-09-16T11:03:46.429,0.749718,0.52687,0.395004,0.100001,3.287096,03:46.4,0.39479215,0,0
2025-09-16T11:03:46.529,0.748913,0.51794,0.387892,0.099999,3.325885,03:46.5,0.39481335000000006,0,0
2025-09-16T11:03:46.629,0.749987,0.52687,0.395146,0.1,3.3654,03:46.6,0.3948275,0,0
2025-09-16T11:03:46.729,0.74945,0.52687,0.394863,0.1,3.404886,03:46.7,0.39484165000000004,0,0
2025-09-16T11:03:46.830,0.74945,0.52687,0.394863,0.1,3.444372,03:46.8,0.3948487,0,0
2025-09-16T11:03:46.929,0.749718,0.52687,0.395004,0.100001,3.483873,03:46.9,0.3948416,0,0
2025-09-16T11:03:47.029,0.748913,0.51794,0.387892,0.1,3.522662,03:47.0,0.39482740000000005,0,0
2025-09-16T11:03:47.129,0.749181,0.52687,0.394721,0.100002,3.562135,03:47.1,0.39479910000000007,0,0
2025-09-16T11:03:47.229,0.74945,0.51794,0.38817,0.099997,3.600951,03:47.2,0.39477080000000003,0,0
2025-09-16T11:03:47.329,0.749181,0.52687,0.394721,0.1,3.640423,03:47.3,0.39474955000000006,0,0
2025-09-16T11:03:47.429,0.749718,0.52687,0.395004,0.099999,3.679923,03:47.4,0.39473535000000004,0,0
2025-09-16T11:03:47.529,0.748913,0.52687,0.39458,0.100001,3.719382,03:47.5,0.3947212,0,0
2025-09-16T11:03:47.629,0.749987,0.52687,0.395146,0.1,3.758896,03:47.6,0.39470705,0,0
2025-09-16T11:03:47.729,0.749718,0.52687,0.395004,0.1,3.798397,03:47.7,0.3946929,0,0
2025-09-16T11:03:47.829,0.748913,0.52687,0.39458,0.099999,3.837854,03:47.8,0.39467170000000007,0,0
2025-09-16T11:03:47.930,0.748644,0.52687,0.394438,0.100001,3.877298,03:47.9,0.3946505,0,0
2025-09-16T11:03:48.029,0.748913,0.52687,0.39458,0.100001,3.916757,03:48.0,0.3946364,0,0
2025-09-16T11:03:48.129,0.749181,0.52687,0.394721,0.099999,3.956229,03:48.1,0.3946364,0,0
2025-09-16T11:03:48.229,0.749987,0.52687,0.395146,0.1,3.995743,03:48.2,0.39464344999999995,0,0
2025-09-16T11:03:48.329,0.748913,0.52687,0.39458,0.1,4.035201,03:48.3,0.39465049999999996,0,0
2025-09-16T11:03:48.429,0.749181,0.52687,0.394721,0.100003,4.074674,03:48.4,0.3946505,0,0
2025-09-16T11:03:48.529,0.748913,0.52687,0.39458,0.099996,4.114131,03:48.5,0.39465755,0,0
2025-09-16T11:03:48.629,0.748913,0.52687,0.39458,0.100001,4.153589,03:48.6,0.39466460000000003,0,0
2025-09-16T11:03:48.729,0.74945,0.52687,0.394863,0.1,4.193075,03:48.7,0.39467165,0,0
2025-09-16T11:03:48.829,0.748913,0.51794,0.387892,0.1,4.231864,03:48.8,0.39469285,0,0
2025-09-16T11:03:48.930,0.74945,0.52687,0.394863,0.100002,4.271352,03:48.9,0.39470694999999995,0,0
2025-09-16T11:03:49.029,0.749181,0.52687,0.394721,0.099999,4.310823,03:49.0,0.39472815,0,0
2025-09-16T11:03:49.129,0.74945,0.52687,0.394863,0.099999,4.350309,03:49.1,0.3947423,0,0
2025-09-16T11:03:49.229,0.749181,0.52687,0.394721,0.1,4.389781,03:49.2,0.39474940000000003,0,0
2025-09-16T11:03:49.329,0.74945,0.52687,0.394863,0.1,4.429267,03:49.3,0.3947565,0,0
2025-09-16T11:03:49.429,0.74945,0.51794,0.38817,0.1,4.468084,03:49.4,0.39474945000000006,0,0
2025-09-16T11:03:49.529,0.748913,0.51794,0.387892,0.1,4.506873,03:49.5,0.3947353,0,0
2025-09-16T11:03:49.629,0.74945,0.52687,0.394863,0.100001,4.54636,03:49.6,0.3947424,0,0
2025-09-16T11:03:49.729,0.748644,0.52687,0.394438,0.1,4.585804,03:49.7,0.39474950000000003,0,0
2025-09-16T11:03:49.829,0.749987,0.52687,0.395146,0.1,4.625318,03:49.8,0.3947495,0,0
2025-09-16T11:03:49.929,0.74945,0.52687,0.394863,0.1,4.664804,03:49.9,0.39475660000000007,0,0
2025-09-16T11:03:50.030,0.748644,0.52687,0.394438,0.1,4.704248,03:50.0,0.3947495,0,0
2025-09-16T11:03:50.129,0.74945,0.52687,0.394863,0.1,4.743734,03:50.1,0.39474240000000005,0,0
2025-09-16T11:03:50.229,0.749718,0.51794,0.388309,0.1,4.782565,03:50.2,0.3947353,0,0
2025-09-16T11:03:50.329,0.749181,0.52687,0.394721,0.1,4.822037,03:50.3,0.3947282,0,0
2025-09-16T11:03:50.429,0.749718,0.52687,0.395004,0.1,4.861538,03:50.4,0.39473525,0,0
2025-09-16T11:03:50.529,0.749181,0.52687,0.394721,0.1,4.90101,03:50.5,0.3947494,0,0
2025-09-16T11:03:50.629,0.74945,0.52687,0.394863,0.1,4.940496,03:50.6,0.3947423,0,0
2025-09-16T11:03:50.729,0.749181,0.52687,0.394721,0.1,4.979968,03:50.7,0.3947352,0,0
2025-09-16T11:03:50.829,0.748644,0.52687,0.394438,0.1,5.019412,03:50.8,0.3947281,0,0
2025-09-16T11:03:50.929,0.749181,0.52687,0.394721,0.1,5.058884,03:50.9,0.394721,0,0
2025-09-16T11:03:51.030,0.749181,0.52687,0.394721,0.099999,5.098356,03:51.0,0.394721,0,0
2025-09-16T11:03:51.129,0.749718,0.52687,0.395004,0.100001,5.137857,03:51.1,0.39470685,0,0
2025-09-16T11:03:51.229,0.749181,0.52687,0.394721,0.099999,5.177329,03:51.2,0.39467854999999996,0,0
2025-09-16T11:03:51.329,0.749181,0.52687,0.394721,0.1,5.216801,03:51.3,0.39465025,0,0
2025-09-16T11:03:51.429,0.749987,0.51794,0.388448,0.1,5.255646,03:51.4,0.39462195,0,0
2025-09-16T11:03:51.529,0.74945,0.51794,0.38817,0.099999,5.294463,03:51.5,0.39429415,0,0
2025-09-16T11:03:51.629,0.749181,0.52687,0.394721,0.100001,5.333935,03:51.6,0.39426585,0,0
2025-09-16T11:03:51.729,0.749987,0.51794,0.388448,0.1,5.37278,03:51.7,0.39424465,0,0
2025-09-16T11:03:51.829,0.748644,0.52687,0.394438,0.100001,5.412224,03:51.8,0.39422345000000003,0,0
2025-09-16T11:03:51.929,0.748644,0.52687,0.394438,0.099999,5.451667,03:51.9,0.39420935,0,0
2025-09-16T11:03:52.029,0.74945,0.51794,0.38817,0.1,5.490485,03:52.0,0.3942023,0,0
2025-09-16T11:03:52.130,0.74945,0.52687,0.394863,0.100003,5.529972,03:52.1,0.3942094,0,0
2025-09-16T11:03:52.230,0.748913,0.52687,0.39458,0.099997,5.569429,03:52.2,0.3942448,0,0
2025-09-16T11:03:52.329,0.748913,0.51794,0.387892,0.100001,5.608218,03:52.3,0.39426605000000003,0,0
2025-09-16T11:03:52.429,0.748913,0.52687,0.39458,0.099999,5.647676,03:52.4,0.3942873,0,0
2025-09-16T11:03:52.529,0.749718,0.52687,0.395004,0.099999,5.687176,03:52.5,0.39462220000000003,0,0
2025-09-16T11:03:52.629,0.749181,0.52687,0.394721,0.099999,5.726648,03:52.6,0.39465760000000005,0,0
2025-09-16T11:03:52.729,0.74945,0.52687,0.394863,0.1,5.766134,03:52.7,0.3946859,0,0
2025-09-16T11:03:52.829,0.74945,0.52687,0.394863,0.1,5.805621,03:52.8,0.39472130000000005,0,0
2025-09-16T11:03:52.929,0.748913,0.52687,0.39458,0.100003,5.84508,03:52.9,0.39474250000000005,0,0
2025-09-16T11:03:53.029,0.749987,0.52687,0.395146,0.099998,5.884593,03:53.0,0.39475665000000004,0,0
2025-09-16T11:03:53.129,0.749987,0.51794,0.388448,0.1,5.923438,03:53.1,0.39477790000000007,0,0
2025-09-16T11:03:53.230,0.748913,0.52687,0.39458,0.100002,5.962897,03:53.2,0.3947779,0,0
2025-09-16T11:03:53.329,0.749987,0.52687,0.395146,0.099997,6.00241,03:53.3,0.39479205000000006,0,0
2025-09-16T11:03:53.429,0.749181,0.52687,0.394721,0.100001,6.041883,03:53.4,0.39481330000000003,0,0
2025-09-16T11:03:53.529,0.749718,0.52687,0.395004,0.1,6.081383,03:53.5,0.39482040000000007,0,0
2025-09-16T11:03:53.629,0.74945,0.52687,0.394863,0.099999,6.120869,03:53.6,0.3948275,0,0
2025-09-16T11:03:53.729,0.749181,0.52687,0.394721,0.100001,6.160341,03:53.7,0.39482750000000005,0,0
2025-09-16T11:03:53.829,0.749718,0.52687,0.395004,0.1,6.199842,03:53.8,0.39481330000000003,0,0
2025-09-16T11:03:53.929,0.74945,0.52687,0.394863,0.099999,6.239328,03:53.9,0.3948062,0,0
2025-09-16T11:03:54.029,0.749181,0.52687,0.394721,0.1,6.2788,03:54.0,0.39479205000000006,0,0
2025-09-16T11:03:54.129,0.747569,0.52687,0.393872,0.1,6.318187,03:54.1,0.3947708,0,0
2025-09-16T11:03:54.229,0.749987,0.52687,0.395146,0.100001,6.357702,03:54.2,0.39474960000000003,0,0
2025-09-16T11:03:54.329,0.794041,0.63403,0.503446,0.099999,6.408046,03:54.3,0.39473545,0,0
2025-09-16T11:03:54.429,0.749181,0.52687,0.394721,0.100001,6.447519,03:54.4,0.39470715,0,0
2025-09-16T11:03:54.529,0.748913,0.52687,0.39458,0.1,6.486976,03:54.5,0.39467884999999997,0,0
2025-09-16T11:03:54.629,0.749718,0.51794,0.388309,0.1,6.525807,03:54.6,0.39465055,0,0
2025-09-16T11:03:54.729,0.748644,0.52687,0.394438,0.1,6.565251,03:54.7,0.39462225,0,0
2025-09-16T11:03:54.829,0.748913,0.52687,0.39458,0.1,6.604709,03:54.8,0.39460815,0,0
2025-09-16T11:03:54.929,0.74945,0.52687,0.394863,0.100002,6.644196,03:54.9,0.39459405,0,0
2025-09-16T11:03:55.030,0.749181,0.51794,0.388031,0.099999,6.682999,03:55.0,0.39459405,0,0
2025-09-16T11:03:55.129,0.74945,0.52687,0.394863,0.1,6.722485,03:55.1,0.39459405,0,0
2025-09-16T11:03:55.229,0.749718,0.51794,0.388309,0.1,6.761316,03:55.2,0.39461525000000003,0,0
2025-09-16T11:03:55.329,0.749181,0.52687,0.394721,0.099999,6.800788,03:55.3,0.3946294,0,0
2025-09-16T11:03:55.429,0.748913,0.52687,0.39458,0.1,6.840246,03:55.4,0.3946506,0,0
2025-09-16T11:03:55.529,0.748644,0.52687,0.394438,0.1,6.87969,03:55.5,0.39467890000000005,0,0
2025-09-16T11:03:55.629,0.74945,0.52687,0.394863,0.100001,6.919176,03:55.6,0.39470720000000004,0,0
2025-09-16T11:03:55.729,0.748913,0.52687,0.39458,0.1,6.958634,03:55.7,0.39474965,0,0
2025-09-16T11:03:55.829,0.74945,0.52687,0.394863,0.099999,6.99812,03:55.8,0.39478500000000005,0,0
2025-09-16T11:03:55.929,0.751062,0.52687,0.395712,0.100001,7.037692,03:55.9,0.39482035000000004,0,0
2025-09-16T11:03:56.030,0.749718,0.52687,0.395004,0.099999,7.077192,03:56.0,0.3948345000000001,0,0
2025-09-16T11:03:56.130,0.769059,0.57152,0.439533,0.100005,7.121147,03:56.1,0.39484865,0,0
2025-09-16T11:03:56.230,0.748913,0.52687,0.39458,0.099998,7.160604,03:56.2,0.39484865,0,0
2025-09-16T11:03:56.330,0.749987,0.52687,0.395146,0.099999,7.200119,03:56.3,0.3948274500000001,0,0
2025-09-16T11:03:56.429,0.748913,0.52687,0.39458,0.1,7.239577,03:56.4,0.39480625,0,0
2025-09-16T11:03:56.529,0.749718,0.52687,0.395004,0.099999,7.279076,03:56.5,0.39477795000000004,0,0
2025-09-16T11:03:56.629,0.748913,0.52687,0.39458,0.1,7.318535,03:56.6,0.39474965,0,0
2025-09-16T11:03:56.729,0.748644,0.52687,0.394438,0.099999,7.357978,03:56.7,0.3947143,0,0
2025-09-16T11:03:56.829,0.749718,0.51794,0.388309,0.100001,7.396809,03:56.8,0.39467895,0,0
2025-09-16T11:03:56.929,0.749987,0.52687,0.395146,0.100003,7.436325,03:56.9,0.3946436,0,0
2025-09-16T11:03:57.029,0.749181,0.5358,0.401411,0.1,7.476466,03:57.0,0.3946224,0,0
2025-09-16T11:03:57.129,0.749987,0.51794,0.388448,0.100002,7.515312,03:57.1,0.3946012,0,0
2025-09-16T11:03:57.229,0.752136,0.51794,0.389561,0.099994,7.554265,03:57.2,0.39458,0,0
2025-09-16T11:03:57.331,0.749181,0.52687,0.394721,0.100001,7.593738,03:57.3,0.39458,0,0
2025-09-16T11:03:57.429,0.748913,0.52687,0.39458,0.1,7.633196,03:57.4,0.39458705,0,0
2025-09-16T11:03:57.529,0.748913,0.52687,0.39458,0.1,7.672654,03:57.5,0.3945941,0,0
2025-09-16T11:03:57.629,0.74945,0.52687,0.394863,0.1,7.71214,03:57.6,0.3946082,0,0
2025-09-16T11:03:57.729,0.748913,0.52687,0.39458,0.099999,7.751597,03:57.7,0.3946223,0,0
2025-09-16T11:03:57.829,0.749718,0.51794,0.388309,0.100001,7.790429,03:57.8,0.39462935,0,0
2025-09-16T11:03:57.929,0.748644,0.52687,0.394438,0.1,7.829873,03:57.9,0.3946364,0,0
2025-09-16T11:03:58.029,0.74945,0.52687,0.394863,0.1,7.869359,03:58.0,0.39465049999999996,0,0
2025-09-16T11:03:58.129,0.74945,0.5358,0.401555,0.100001,7.909515,03:58.1,0.3946717,0,0
2025-09-16T11:03:58.229,0.749181,0.52687,0.394721,0.099998,7.948986,03:58.2,0.3946858,0,0
2025-09-16T11:03:58.329,0.74945,0.52687,0.394863,0.100001,7.988472,03:58.3,0.3946999,0,0
2025-09-16T11:03:58.430,0.749181,0.52687,0.394721,0.1,8.027944,03:58.4,0.3946999,0,0
2025-09-16T11:03:58.529,0.748913,0.52687,0.39458,0.1,8.067403,03:58.5,0.39469285,0,0
2025-09-16T11:03:58.629,0.749718,0.51794,0.388309,0.1,8.106233,03:58.6,0.39467874999999997,0,0
2025-09-16T11:03:58.729,0.748644,0.52687,0.394438,0.100001,8.145678,03:58.7,0.39465755,0,0
2025-09-16T11:03:58.829,0.749987,0.52687,0.395146,0.1,8.185192,03:58.8,0.3946434,0,0
2025-09-16T11:03:58.929,0.749987,0.52687,0.395146,0.1,8.224706,03:58.9,0.3946505,0,0
2025-09-16T11:03:59.029,0.74945,0.51794,0.38817,0.1,8.263524,03:59.0,0.39464345,0,0
2025-09-16T11:03:59.129,0.749718,0.52687,0.395004,0.1,8.303024,03:59.1,0.39462929999999996,0,0
2025-09-16T11:03:59.229,0.749987,0.51794,0.388448,0.1,8.341869,03:59.2,0.39462225,0,0
2025-09-16T11:03:59.329,0.748913,0.52687,0.39458,0.1,8.381327,03:59.3,0.3946152,0,0
2025-09-16T11:03:59.430,0.74945,0.52687,0.394863,0.1,8.420813,03:59.4,0.39462935000000005,0,0
2025-09-16T11:03:59.529,0.748644,0.52687,0.394438,0.1,8.460257,03:59.5,0.39466470000000003,0,0
2025-09-16T11:03:59.629,0.749987,0.51794,0.388448,0.1,8.499102,03:59.6,0.39470710000000003,0,0
2025-09-16T11:03:59.729,0.749718,0.52687,0.395004,0.1,8.538602,03:59.7,0.3947566,0,0
2025-09-16T11:03:59.829,0.749181,0.52687,0.394721,0.1,8.578074,03:59.8,0.39480610000000005,0,0
2025-09-16T11:03:59.929,0.749987,0.52687,0.395146,0.1,8.617589,03:59.9,0.39482730000000005,0,0
2025-09-16T11:04:00.029,0.748913,0.52687,0.39458,0.100003,8.657048,04:00.0,0.39485560000000003,0,0
2025-09-16T11:04:00.129,0.749718,0.52687,0.395004,0.1,8.696548,04:00.1,0.39488390000000007,0,0
2025-09-16T11:04:00.229,0.749987,0.52687,0.395146,0.099996,8.736061,04:00.2,0.39491925000000005,0,0
2025-09-16T11:04:00.329,0.749718,0.52687,0.395004,0.100001,8.775562,04:00.3,0.39495460000000004,0,0
2025-09-16T11:04:00.429,0.749718,0.52687,0.395004,0.1,8.815063,04:00.4,0.39496875,0,0
2025-09-16T11:04:00.530,0.749181,0.52687,0.394721,0.1,8.854535,04:00.5,0.39496169999999997,0,0
2025-09-16T11:04:00.629,0.749718,0.51794,0.388309,0.099999,8.893365,04:00.6,0.39494760000000007,0,0
2025-09-16T11:04:00.729,0.74945,0.52687,0.394863,0.100001,8.932852,04:00.7,0.39493350000000005,0,0
2025-09-16T11:04:00.829,0.74945,0.52687,0.394863,0.099999,8.972338,04:00.8,0.39491940000000003,0,0
2025-09-16T11:04:00.930,0.879193,0.7144,0.628096,0.100047,9.035177,04:00.9,0.39491235,0,0
2025-09-16T11:04:01.030,0.749987,0.52687,0.395146,0.099954,9.074673,04:01.0,0.3949053,0,0
2025-09-16T11:04:01.129,0.749987,0.52687,0.395146,0.1,9.114188,04:01.1,0.39489825,0,0
2025-09-16T11:04:01.229,0.74945,0.52687,0.394863,0.1,9.153674,04:01.2,0.39488415000000004,0,0
2025-09-16T11:04:01.329,0.748913,0.52687,0.39458,0.1,9.193132,04:01.3,0.39485590000000004,0,0
2025-09-16T11:04:01.429,0.749987,0.52687,0.395146,0.1,9.232647,04:01.4,0.3948347,0,0
2025-09-16T11:04:01.530,0.74945,0.52687,0.394863,0.1,9.272133,04:01.5,0.39483470000000004,0,0
2025-09-16T11:04:01.629,0.748913,0.52687,0.39458,0.099999,9.311591,04:01.6,0.39482055,0,0
2025-09-16T11:04:01.729,0.748644,0.52687,0.394438,0.1,9.351034,04:01.7,0.3948064,0,0
2025-09-16T11:04:01.829,0.74945,0.52687,0.394863,0.099999,9.39052,04:01.8,0.39479224999999996,0,0
2025-09-16T11:04:01.929,0.748913,0.52687,0.39458,0.100002,9.429979,04:01.9,0.39478515000000003,0,0
2025-09-16T11:04:02.029,0.74945,0.52687,0.394863,0.1,9.469465,04:02.0,0.39477805000000005,0,0
2025-09-16T11:04:02.129,0.749718,0.51794,0.388309,0.100003,9.508297,04:02.1,0.39477805000000005,0,0
2025-09-16T11:04:02.229,0.74945,0.52687,0.394863,0.099997,9.547782,04:02.2,0.39477805000000005,0,0
2025-09-16T11:04:02.329,0.749718,0.52687,0.395004,0.099999,9.587282,04:02.3,0.39479925000000005,0,0
2025-09-16T11:04:02.429,0.749181,0.51794,0.388031,0.100001,9.626085,04:02.4,0.39482045000000004,0,0
2025-09-16T11:04:02.529,0.749718,0.52687,0.395004,0.1,9.665586,04:02.5,0.3948275,0,0
2025-09-16T11:04:02.630,0.74945,0.51794,0.38817,0.100001,9.704403,04:02.6,0.39484870000000005,0,0
