time_datetime,time,voltage,current,cpuload
0 days 00:02:12.422500,94.0713154993515,0.7700351618028534,0.6524054150453956,0
0 days 00:02:12.722500,132.77233333333334,0.7490023333333333,0.6131933333333334,0
0 days 00:02:13.022500,133.07333333333335,0.832364,0.74119,0
0 days 00:02:13.322500,133.37199999999999,0.7489126666666666,0.6131933333333334,0
0 days 00:02:13.622500,133.67233333333334,0.7900113333333333,0.6727266666666667,0
0 days 00:02:13.922500,133.97233333333335,0.74945,0.6102166666666666,0
0 days 00:02:14.222500,134.27233333333334,0.7904593333333333,0.6757033333333333,0
0 days 00:02:14.522500,134.697,0.7492036666666666,0.6146816666666667,0
0 days 00:02:15.122500,135.12275,0.7800055,0.665285,0
0 days 00:02:35.522500,155.57233333333332,0.7906383333333333,0.6757033333333333,10
0 days 00:02:35.822500,155.87266666666667,0.8326323333333333,0.9436033333333333,10
0 days 00:02:36.122500,156.172,0.874089,0.9168133333333334,10
0 days 00:02:36.422500,156.472,0.8740893333333334,0.95551,10
0 days 00:02:36.722500,156.77200000000002,0.874,0.9168133333333334,10
0 days 00:02:37.022500,157.07233333333332,0.8737313333333333,1.2085266666666667,10
0 days 00:02:37.322500,157.37199999999999,0.8737313333333333,1.0864833333333335,10
0 days 00:02:37.622500,157.6726666666667,0.8742683333333333,0.9168133333333334,10
0 days 00:02:37.922500,157.97233333333335,0.8736416666666665,1.08946,10
0 days 00:02:38.222500,158.27200000000002,0.8738206666666667,0.95551,10
0 days 00:02:38.522500,158.573,0.8738206666666667,1.3424766666666665,10
0 days 00:02:38.822500,158.87199999999999,0.8739996666666666,0.91979,10
0 days 00:02:39.122500,159.17233333333334,0.8739103333333333,0.91086,10
0 days 00:02:39.422500,159.472,0.8742683333333333,1.1043433333333332,10
0 days 00:02:39.722500,159.77200000000002,0.8739103333333333,0.91979,10
0 days 00:02:40.022500,160.07233333333332,0.8739996666666666,0.91979,10
0 days 00:02:40.322500,160.37199999999999,0.8742683333333333,0.9287199999999999,10
0 days 00:02:40.622500,160.672,0.8742683333333333,0.9227666666666666,10
0 days 00:02:40.922500,160.972,0.7841913333333334,0.91086,10
0 days 00:02:41.222500,161.273,0.790638,0.69654,10
0 days 00:02:41.522500,161.57333333333335,0.7909963333333333,0.8602566666666666,10
0 days 00:02:41.822500,161.87199999999999,0.874089,0.9346733333333334,10
0 days 00:02:42.122500,162.17233333333334,0.8733733333333333,0.9287199999999999,10
0 days 00:02:42.422500,162.47266666666667,0.8739996666666666,1.1132733333333333,10
0 days 00:02:42.722500,162.77200000000002,0.8739103333333333,1.0120666666666667,10
0 days 00:02:43.022500,163.072,0.8739996666666666,0.9227666666666666,10
0 days 00:02:43.322500,163.37233333333333,0.8741789999999999,1.1817366666666667,10
0 days 00:02:43.622500,163.672,0.8739103333333333,0.9257433333333333,10
0 days 00:02:43.922500,163.972,0.8739103333333333,0.9227666666666666,10
0 days 00:02:44.222500,164.27233333333334,0.8742683333333333,1.4764266666666668,10
0 days 00:02:44.522500,164.572,0.8738206666666667,0.9316966666666667,10
0 days 00:02:44.822500,164.87199999999999,0.8741786666666668,1.0954133333333333,10
0 days 00:02:45.122500,165.172,0.8739103333333333,1.1906666666666668,10
0 days 00:02:45.422500,165.47233333333335,0.8737313333333333,0.9257433333333333,10
0 days 00:02:45.722500,165.77200000000002,0.873821,0.9316966666666667,10
0 days 00:02:46.022500,166.072,0.8741789999999999,0.9257433333333333,10
0 days 00:02:46.322500,166.37233333333333,0.8738206666666667,0.9257433333333333,10
0 days 00:02:46.622500,166.67233333333334,0.8325429999999999,0.8007233333333333,10
0 days 00:02:46.922500,167.09699999999998,0.7627465,0.8587683333333332,10
0 days 00:02:47.222500,167.5225,0.79169025,0.790305,10
0 days 00:02:47.822500,167.87233333333333,0.8106059999999999,0.7352366666666666,10
0 days 00:02:48.122500,168.172,0.7488230000000001,0.6251,10
0 days 00:02:48.422500,168.472,0.8323636666666667,1.0209966666666668,10
0 days 00:02:48.722500,168.77200000000002,0.874,0.9346733333333334,10
0 days 00:02:49.022500,169.072,0.874,0.9287199999999999,10
0 days 00:02:49.322500,169.37199999999999,0.874,1.3186633333333333,10
0 days 00:02:49.622500,169.672,0.8741789999999999,0.9346733333333334,10
0 days 00:02:49.922500,169.972,0.8739103333333333,1.1013666666666666,10
0 days 00:02:50.222500,170.27200000000002,0.8741786666666668,0.9168133333333334,10
0 days 00:02:50.522500,170.57333333333335,0.8741786666666668,1.1013666666666666,10
0 days 00:02:50.822500,170.87199999999999,0.8740893333333334,0.93765,10
0 days 00:02:51.122500,171.172,0.8740896666666668,1.0567166666666667,10
0 days 00:02:51.422500,171.47233333333335,0.873821,0.9316966666666667,10
0 days 00:02:51.722500,171.77200000000002,0.874358,0.93765,10
0 days 00:02:52.022500,172.072,0.8739996666666666,1.06267,10
0 days 00:02:52.322500,172.37199999999999,0.8738206666666667,0.9316966666666667,10
0 days 00:02:52.622500,172.67233333333334,0.8743583333333333,0.94658,10
0 days 00:02:52.922500,172.97266666666667,0.8741789999999999,1.2115033333333334,10
0 days 00:02:53.222500,173.27200000000002,0.8740893333333334,0.9257433333333333,10
0 days 00:02:53.522500,173.5726666666667,0.8743583333333333,1.08053,10
0 days 00:02:53.822500,173.87199999999999,0.8737313333333333,0.9346733333333334,10
0 days 00:02:54.122500,174.17333333333332,0.8738206666666667,1.20555,10
0 days 00:02:54.422500,174.472,0.874089,0.9316966666666667,10
0 days 00:02:54.722500,174.77233333333334,0.874,1.17876,10
0 days 00:02:55.022500,175.072,0.8739996666666666,1.1638766666666667,10
0 days 00:02:55.322500,175.37199999999999,0.8742683333333333,0.93765,10
0 days 00:02:55.622500,175.67233333333334,0.8741789999999999,1.5121466666666665,10
0 days 00:02:55.922500,175.972,0.8739103333333333,0.9406266666666667,10
0 days 00:02:56.222500,176.27200000000002,0.8739996666666666,1.4228466666666666,10
0 days 00:02:56.522500,176.572,0.8741786666666668,0.9436033333333333,10
0 days 00:02:56.822500,176.87199999999999,0.874089,1.1073199999999999,10
0 days 00:02:57.122500,177.172,0.8737313333333333,1.4168933333333333,10
0 days 00:02:57.422500,177.472,0.874358,1.12518,10
0 days 00:02:57.722500,177.773,0.8740896666666668,0.9346733333333334,10
0 days 00:02:58.022500,178.072,0.8739103333333333,1.5151233333333334,10
0 days 00:02:58.322500,178.37199999999999,0.8738206666666667,1.1906666666666668,10
0 days 00:02:58.622500,178.6726666666667,0.7592993333333333,0.6578433333333332,10
0 days 00:02:58.922500,178.97266666666667,0.7958316666666666,0.8394199999999999,10
0 days 00:02:59.222500,179.27200000000002,0.8736416666666665,0.9406266666666667,10
0 days 00:02:59.522500,179.572,0.874089,0.94658,10
0 days 00:02:59.822500,179.87233333333333,0.8739103333333333,0.9287199999999999,10
0 days 00:03:00.122500,180.172,0.87391,0.9287199999999999,10
0 days 00:03:00.422500,180.472,0.8739103333333333,0.9346733333333334,10
0 days 00:03:00.722500,180.77200000000002,0.8740893333333334,1.1043433333333332,10
0 days 00:03:01.022500,181.07233333333332,0.8735523333333334,0.9614633333333332,10
0 days 00:03:01.322500,181.37199999999999,0.87391,1.1847133333333335,10
0 days 00:03:01.622500,181.672,0.8738206666666667,0.93765,10
0 days 00:03:01.922500,181.97233333333335,0.8738206666666667,1.1043433333333332,10
0 days 00:03:02.222500,182.27200000000002,0.8741789999999999,1.1876900000000001,10
0 days 00:03:02.522500,182.572,0.8739106666666666,1.1073199999999999,10
0 days 00:03:02.822500,182.87199999999999,0.8739996666666666,1.1013666666666666,10
0 days 00:03:03.122500,183.172,0.8733733333333333,0.93765,10
0 days 00:03:03.422500,183.472,0.8739106666666666,1.1757833333333334,10
0 days 00:03:03.722500,183.77200000000002,0.8736419999999999,0.93765,10
0 days 00:03:04.022500,184.0726666666667,0.8371096666666666,0.8543033333333333,10
0 days 00:03:04.322500,184.37233333333333,0.8325426666666665,0.9614633333333332,10
0 days 00:03:04.622500,184.672,0.8738206666666667,0.9346733333333334,10
0 days 00:03:04.922500,184.97233333333335,0.8737313333333333,1.26806,10
0 days 00:03:05.222500,185.27200000000002,0.8740893333333334,0.9287199999999999,10
0 days 00:03:05.522500,185.572,0.874,1.23234,10
0 days 00:03:05.822500,185.87199999999999,0.8741786666666668,1.1817366666666667,10
0 days 00:03:06.122500,186.17233333333334,0.8738206666666667,0.9346733333333334,10
0 days 00:03:06.422500,186.472,0.874,1.2085266666666667,10
0 days 00:03:06.722500,186.77200000000002,0.8737313333333333,0.9436033333333333,10
0 days 00:03:07.022500,187.0225,0.874358,0.9331849999999999,10
0 days 00:03:07.322500,187.3225,0.873888,0.942115,10
0 days 00:03:07.622500,187.672,0.8740893333333334,0.9644400000000001,10
0 days 00:03:07.922500,187.97233333333335,0.8739103333333333,0.93765,10
0 days 00:03:08.222500,188.27200000000002,0.8739103333333333,0.9495566666666666,10
0 days 00:03:08.522500,188.572,0.8740896666666668,1.3067566666666668,10
0 days 00:03:08.822500,188.87199999999999,0.8740893333333334,0.9346733333333334,10
0 days 00:03:09.122500,189.17233333333334,0.87391,0.9674166666666667,10
0 days 00:03:09.422500,189.472,0.7546430000000001,0.93765,10
0 days 00:03:09.722500,189.77200000000002,0.8740896666666668,0.93765,10
0 days 00:03:10.022500,190.072,0.874089,1.1132733333333333,10
