"index","time","minutes","dateTime","SPD33.CH1_Voltage","SPD33.CH1_Current","SPD33.CH1_Power","SPD33.CH2_Voltage","SPD33.CH2_Current","SPD33.CH2_Power"
232,69.617,1.1602833333,1758013599.204,5,0.38,1.9,0,0,0
233,69.919,1.1653166667,1758013599.509,5,0.38,1.9,0,0,0
234,70.216,1.1702666667,1758013599.806,5,0.39,1.95,0,0,0
235,70.519,1.1753166667,1758013600.11,5,0.39,1.95,0,0,0
236,70.818,1.1803,1758013600.408,5,0.39,1.95,0,0,0
237,71.116,1.1852666667,1758013600.705,5,0.39,1.95,0,0,0
238,71.418,1.1903,1758013601.007,5,0.39,1.95,0,0,0
239,71.716,1.1952666667,1758013601.306,5,0.39,1.95,0,0,0
240,72.019,1.2003166667,1758013601.61,5,0.39,1.95,0,0,0
241,72.316,1.2052666667,1758013601.906,5,0.39,1.95,0,0,0
242,72.618,1.2103,1758013602.207,5,0.39,1.95,0,0,0
243,72.918,1.2153,1758013602.507,5,0.38,1.9,0,0,0
244,73.219,1.2203166667,1758013602.808,5,0.39,1.95,0,0,0
245,73.516,1.2252666667,1758013603.105,5,0.39,1.95,0,0,0
246,73.818,1.2303,1758013603.407,5,0.39,1.95,0,0,0
247,74.118,1.2353,1758013603.707,5,0.39,1.95,0,0,0
248,74.418,1.2403,1758013604.008,5,0.38,1.9,0,0,0
249,74.716,1.2452666667,1758013604.304,5,0.4,2,0,0,0
250,75.018,1.2503,1758013604.606,5,0.39,1.95,0,0,0
251,75.317,1.2552833333,1758013604.907,5,0.38,1.9,0,0,0
252,75.619,1.2603166667,1758013605.209,5,0.39,1.95,0,0,0
253,75.917,1.2652833333,1758013605.506,5,0.38,1.9,0,0,0
254,76.216,1.2702666667,1758013605.806,5,0.39,1.95,0,0,0
255,76.519,1.2753166667,1758013606.109,5,0.39,1.95,0,0,0
256,76.818,1.2803,1758013606.407,5,0.44,2.2,0,0,0
257,77.118,1.2853,1758013606.709,5,0.44,2.2,0,0,0
258,77.416,1.2902666667,1758013607.005,5,0.39,1.95,0,0,0
259,77.719,1.2953166667,1758013607.307,5,0.39,1.95,0,0,0
260,78.019,1.3003166667,1758013607.606,5,0.38,1.9,0,0,0
261,78.319,1.3053166667,1758013607.91,5,0.4,2,0,0,0
262,78.618,1.3103,1758013608.207,5,0.39,1.95,0,0,0
263,78.919,1.3153166667,1758013608.509,5,0.39,1.95,0,0,0
264,79.216,1.3202666667,1758013608.803,5,0.39,1.95,0,0,0
265,79.518,1.3253,1758013609.108,5,0.39,1.95,0,0,0
266,79.818,1.3303,1758013609.406,5,0.39,1.95,0,0,0
267,80.118,1.3353,1758013609.707,5,0.38,1.9,0,0,0
268,80.415,1.34025,1758013609.995,5,0.39,1.95,0,0,0
269,80.719,1.3453166667,1758013610.307,5,0.39,1.95,0,0,0
270,81.017,1.3502833333,1758013610.605,5,0.39,1.95,0,0,0
271,81.319,1.3553166667,1758013610.908,5,0.39,1.95,0,0,0
272,81.615,1.36025,1758013611.205,5,0.38,1.9,0,0,0
273,81.918,1.3653,1758013611.507,5,0.38,1.9,0,0,0
274,82.218,1.3703,1758013611.809,5,0.39,1.95,0,0,0
275,82.518,1.3753,1758013612.107,5,0.39,1.95,0,0,0
276,82.819,1.3803166667,1758013612.407,5,0.39,1.95,0,0,0
277,83.117,1.3852833333,1758013612.706,5,0.39,1.95,0,0,0
278,83.415,1.39025,1758013613.004,5,0.39,1.95,0,0,0
279,83.716,1.3952666667,1758013613.305,5,0.39,1.95,0,0,0
280,84.019,1.4003166667,1758013613.609,5,0.39,1.95,0,0,0
281,84.315,1.40525,1758013613.905,5,0.39,1.95,0,0,0
282,84.619,1.4103166667,1758013614.207,5,0.39,1.95,0,0,0
