Timestamp (ISO ms),Voltage (V),Current (A),Power (W),dt (s),Energy So Far (J),,CPU  load
2025-09-16T11:03:38.131,0.749181,0.52687,0.394721,0,0,,
2025-09-16T11:03:38.229,0.808815,0.66082,0.534481,0.099945,0.053419,,
2025-09-16T11:03:38.333,0.74945,0.52687,0.394863,0.099999,0.092904,,
2025-09-16T11:03:38.431,0.748644,0.52687,0.394438,0.100001,0.132349,,
2025-09-16T11:03:38.530,0.752136,0.52687,0.396278,0.099999,0.171976,,
2025-09-16T11:03:38.630,0.748107,0.52687,0.394155,0.099998,0.211391,,
2025-09-16T11:03:38.729,0.74945,0.5358,0.401555,0.1,0.251546,,
2025-09-16T11:03:38.830,0.74945,0.51794,0.38817,0.100007,0.290366,,
2025-09-16T11:03:38.929,0.748107,0.51794,0.387474,0.099993,0.329111,,
2025-09-16T11:03:39.029,0.748913,0.52687,0.39458,0.100001,0.368569,,
2025-09-16T11:03:39.129,0.748913,0.52687,0.39458,0.099999,0.408027,,
2025-09-16T11:03:39.229,0.749181,0.52687,0.394721,0.1,0.447499,,
2025-09-16T11:03:39.329,0.749181,0.52687,0.394721,0.099999,0.48697,,
2025-09-16T11:03:39.429,0.74945,0.52687,0.394863,0.1,0.526457,,
2025-09-16T11:03:39.530,0.748913,0.51794,0.387892,0.1,0.565246,,
2025-09-16T11:03:39.629,0.749987,0.52687,0.395146,0.1,0.60476,,
2025-09-16T11:03:39.729,0.74945,0.52687,0.394863,0.1,0.644247,,
2025-09-16T11:03:39.829,0.748913,0.52687,0.39458,0.1,0.683705,,
2025-09-16T11:03:39.929,0.74945,0.51794,0.38817,0.1,0.722522,,
2025-09-16T11:03:40.029,0.749718,0.5358,0.401699,0.100001,0.762692,,
2025-09-16T11:03:40.129,0.74945,0.52687,0.394863,0.099999,0.802178,,
2025-09-16T11:03:40.229,0.749718,0.52687,0.395004,0.1,0.841678,,
2025-09-16T11:03:40.329,0.74945,0.51794,0.38817,0.099999,0.880495,,
2025-09-16T11:03:40.429,0.74945,0.52687,0.394863,0.1,0.919982,,
2025-09-16T11:03:40.529,0.748644,0.5358,0.401123,0.1,0.960094,,
2025-09-16T11:03:40.630,0.748644,0.52687,0.394438,0.100001,0.999538,,
2025-09-16T11:03:40.729,0.74945,0.52687,0.394863,0.1,1.039024,,
2025-09-16T11:03:40.829,0.74945,0.52687,0.394863,0.1,1.07851,,
2025-09-16T11:03:40.929,0.749987,0.5358,0.401843,0.100003,1.118696,,
2025-09-16T11:03:41.029,0.749181,0.52687,0.394721,0.099998,1.158167,,
2025-09-16T11:03:41.129,0.749181,0.52687,0.394721,0.099999,1.197639,,
2025-09-16T11:03:41.229,0.74945,0.52687,0.394863,0.1,1.237125,,
2025-09-16T11:03:41.329,0.748913,0.52687,0.39458,0.099999,1.276583,,
2025-09-16T11:03:41.429,0.748644,0.52687,0.394438,0.1,1.316027,,
2025-09-16T11:03:41.529,0.749718,0.51794,0.388309,0.100001,1.354858,,
2025-09-16T11:03:41.630,0.749987,0.52687,0.395146,0.1,1.394372,,
2025-09-16T11:03:41.729,0.749718,0.52687,0.395004,0.1,1.433873,,
2025-09-16T11:03:41.829,0.74945,0.52687,0.394863,0.100002,1.47336,,
2025-09-16T11:03:41.929,0.748644,0.52687,0.394438,0.1,1.512803,,
2025-09-16T11:03:42.030,0.74945,0.51794,0.38817,0.100006,1.551622,,
2025-09-16T11:03:42.129,0.748913,0.52687,0.39458,0.099997,1.591079,,
2025-09-16T11:03:42.229,0.74945,0.52687,0.394863,0.099996,1.630564,,
2025-09-16T11:03:42.329,0.748913,0.52687,0.39458,0.1,1.670022,,
2025-09-16T11:03:42.429,0.748644,0.52687,0.394438,0.1,1.709466,,
2025-09-16T11:03:42.529,0.749718,0.5358,0.401699,0.099999,1.749636,,
2025-09-16T11:03:42.629,0.748644,0.52687,0.394438,0.1,1.789079,,
2025-09-16T11:03:42.730,0.749181,0.52687,0.394721,0.1,1.828551,,
2025-09-16T11:03:42.829,0.74945,0.52687,0.394863,0.1,1.868038,,
2025-09-16T11:03:42.929,0.749181,0.51794,0.388031,0.100002,1.906841,,
2025-09-16T11:03:43.029,0.748644,0.5358,0.401123,0.1,1.946954,,
2025-09-16T11:03:43.129,0.748644,0.52687,0.394438,0.1,1.986397,,
2025-09-16T11:03:43.229,0.749987,0.52687,0.395146,0.099999,2.025912,,
2025-09-16T11:03:43.329,0.749181,0.52687,0.394721,0.1,2.065384,,
2025-09-16T11:03:43.429,0.748375,0.52687,0.394297,0.1,2.104813,,
2025-09-16T11:03:43.529,0.749181,0.52687,0.394721,0.1,2.144286,,
2025-09-16T11:03:43.629,0.74945,0.51794,0.38817,0.1,2.183103,,
2025-09-16T11:03:43.729,0.749181,0.52687,0.394721,0.1,2.222575,,
2025-09-16T11:03:43.830,0.74945,0.52687,0.394863,0.1,2.262061,,
2025-09-16T11:03:43.929,0.749181,0.52687,0.394721,0.100001,2.301533,,
2025-09-16T11:03:44.029,0.749718,0.52687,0.395004,0.1,2.341034,,
2025-09-16T11:03:44.129,0.74945,0.52687,0.394863,0.1,2.38052,,
2025-09-16T11:03:44.229,0.74945,0.52687,0.394863,0.099999,2.420006,,
2025-09-16T11:03:44.329,0.74945,0.52687,0.394863,0.1,2.459492,,
2025-09-16T11:03:44.429,0.749718,0.52687,0.395004,0.099999,2.498992,,
2025-09-16T11:03:44.529,0.748913,0.52687,0.39458,0.100001,2.538451,,
2025-09-16T11:03:44.629,0.748644,0.52687,0.394438,0.1,2.577894,,
2025-09-16T11:03:44.729,0.749987,0.52687,0.395146,0.1,2.617409,,
2025-09-16T11:03:44.830,0.749181,0.52687,0.394721,0.100003,2.656882,,
2025-09-16T11:03:44.929,0.74945,0.51794,0.38817,0.1,2.695699,,
2025-09-16T11:03:45.029,0.748644,0.52687,0.394438,0.099998,2.735142,,
2025-09-16T11:03:45.129,0.748913,0.52687,0.39458,0.1,2.7746,,
2025-09-16T11:03:45.229,0.74945,0.52687,0.394863,0.1,2.814086,,
2025-09-16T11:03:45.329,0.748644,0.52687,0.394438,0.1,2.85353,,
2025-09-16T11:03:45.429,0.749718,0.51794,0.388309,0.099999,2.89236,,
2025-09-16T11:03:45.529,0.748913,0.52687,0.39458,0.100001,2.931819,,
2025-09-16T11:03:45.629,0.749181,0.52687,0.394721,0.1,2.971291,,
2025-09-16T11:03:45.729,0.748644,0.52687,0.394438,0.1,3.010735,,
2025-09-16T11:03:45.830,0.748644,0.52687,0.394438,0.099999,3.050178,,
2025-09-16T11:03:45.929,0.748913,0.52687,0.39458,0.100001,3.089636,,
2025-09-16T11:03:46.029,0.748913,0.52687,0.39458,0.1,3.129094,,
2025-09-16T11:03:46.129,0.749987,0.52687,0.395146,0.1,3.168609,,
2025-09-16T11:03:46.229,0.74945,0.52687,0.394863,0.100001,3.208095,,
2025-09-16T11:03:46.329,0.749718,0.52687,0.395004,0.099999,3.247595,,
2025-09-16T11:03:46.429,0.749718,0.52687,0.395004,0.100001,3.287096,,
2025-09-16T11:03:46.529,0.748913,0.51794,0.387892,0.099999,3.325885,,
2025-09-16T11:03:46.629,0.749987,0.52687,0.395146,0.1,3.3654,,
2025-09-16T11:03:46.729,0.74945,0.52687,0.394863,0.1,3.404886,,
2025-09-16T11:03:46.830,0.74945,0.52687,0.394863,0.1,3.444372,,
2025-09-16T11:03:46.929,0.749718,0.52687,0.395004,0.100001,3.483873,,
2025-09-16T11:03:47.029,0.748913,0.51794,0.387892,0.1,3.522662,,
2025-09-16T11:03:47.129,0.749181,0.52687,0.394721,0.100002,3.562135,,
2025-09-16T11:03:47.229,0.74945,0.51794,0.38817,0.099997,3.600951,,
2025-09-16T11:03:47.329,0.749181,0.52687,0.394721,0.1,3.640423,,
2025-09-16T11:03:47.429,0.749718,0.52687,0.395004,0.099999,3.679923,,
2025-09-16T11:03:47.529,0.748913,0.52687,0.39458,0.100001,3.719382,,
2025-09-16T11:03:47.629,0.749987,0.52687,0.395146,0.1,3.758896,,
2025-09-16T11:03:47.729,0.749718,0.52687,0.395004,0.1,3.798397,,
2025-09-16T11:03:47.829,0.748913,0.52687,0.39458,0.099999,3.837854,,
2025-09-16T11:03:47.930,0.748644,0.52687,0.394438,0.100001,3.877298,,
2025-09-16T11:03:48.029,0.748913,0.52687,0.39458,0.100001,3.916757,,
2025-09-16T11:03:48.129,0.749181,0.52687,0.394721,0.099999,3.956229,,
2025-09-16T11:03:48.229,0.749987,0.52687,0.395146,0.1,3.995743,,
2025-09-16T11:03:48.329,0.748913,0.52687,0.39458,0.1,4.035201,,
2025-09-16T11:03:48.429,0.749181,0.52687,0.394721,0.100003,4.074674,,
2025-09-16T11:03:48.529,0.748913,0.52687,0.39458,0.099996,4.114131,,
2025-09-16T11:03:48.629,0.748913,0.52687,0.39458,0.100001,4.153589,,
2025-09-16T11:03:48.729,0.74945,0.52687,0.394863,0.1,4.193075,,
2025-09-16T11:03:48.829,0.748913,0.51794,0.387892,0.1,4.231864,,
2025-09-16T11:03:48.930,0.74945,0.52687,0.394863,0.100002,4.271352,,
2025-09-16T11:03:49.029,0.749181,0.52687,0.394721,0.099999,4.310823,,
2025-09-16T11:03:49.129,0.74945,0.52687,0.394863,0.099999,4.350309,,
2025-09-16T11:03:49.229,0.749181,0.52687,0.394721,0.1,4.389781,,
2025-09-16T11:03:49.329,0.74945,0.52687,0.394863,0.1,4.429267,,
2025-09-16T11:03:49.429,0.74945,0.51794,0.38817,0.1,4.468084,,
2025-09-16T11:03:49.529,0.748913,0.51794,0.387892,0.1,4.506873,,
2025-09-16T11:03:49.629,0.74945,0.52687,0.394863,0.100001,4.54636,,
2025-09-16T11:03:49.729,0.748644,0.52687,0.394438,0.1,4.585804,,
2025-09-16T11:03:49.829,0.749987,0.52687,0.395146,0.1,4.625318,,
2025-09-16T11:03:49.929,0.74945,0.52687,0.394863,0.1,4.664804,,
2025-09-16T11:03:50.030,0.748644,0.52687,0.394438,0.1,4.704248,,
2025-09-16T11:03:50.129,0.74945,0.52687,0.394863,0.1,4.743734,,
2025-09-16T11:03:50.229,0.749718,0.51794,0.388309,0.1,4.782565,,
2025-09-16T11:03:50.329,0.749181,0.52687,0.394721,0.1,4.822037,,
2025-09-16T11:03:50.429,0.749718,0.52687,0.395004,0.1,4.861538,,
2025-09-16T11:03:50.529,0.749181,0.52687,0.394721,0.1,4.90101,,
2025-09-16T11:03:50.629,0.74945,0.52687,0.394863,0.1,4.940496,,
2025-09-16T11:03:50.729,0.749181,0.52687,0.394721,0.1,4.979968,,
2025-09-16T11:03:50.829,0.748644,0.52687,0.394438,0.1,5.019412,,
2025-09-16T11:03:50.929,0.749181,0.52687,0.394721,0.1,5.058884,,
2025-09-16T11:03:51.030,0.749181,0.52687,0.394721,0.099999,5.098356,,
2025-09-16T11:03:51.129,0.749718,0.52687,0.395004,0.100001,5.137857,,
2025-09-16T11:03:51.229,0.749181,0.52687,0.394721,0.099999,5.177329,,
2025-09-16T11:03:51.329,0.749181,0.52687,0.394721,0.1,5.216801,,
2025-09-16T11:03:51.429,0.749987,0.51794,0.388448,0.1,5.255646,,
2025-09-16T11:03:51.529,0.74945,0.51794,0.38817,0.099999,5.294463,,
2025-09-16T11:03:51.629,0.749181,0.52687,0.394721,0.100001,5.333935,,
2025-09-16T11:03:51.729,0.749987,0.51794,0.388448,0.1,5.37278,,
2025-09-16T11:03:51.829,0.748644,0.52687,0.394438,0.100001,5.412224,,
2025-09-16T11:03:51.929,0.748644,0.52687,0.394438,0.099999,5.451667,,
2025-09-16T11:03:52.029,0.74945,0.51794,0.38817,0.1,5.490485,,
2025-09-16T11:03:52.130,0.74945,0.52687,0.394863,0.100003,5.529972,,
2025-09-16T11:03:52.230,0.748913,0.52687,0.39458,0.099997,5.569429,,
2025-09-16T11:03:52.329,0.748913,0.51794,0.387892,0.100001,5.608218,,
2025-09-16T11:03:52.429,0.748913,0.52687,0.39458,0.099999,5.647676,,
2025-09-16T11:03:52.529,0.749718,0.52687,0.395004,0.099999,5.687176,,
2025-09-16T11:03:52.629,0.749181,0.52687,0.394721,0.099999,5.726648,,
2025-09-16T11:03:52.729,0.74945,0.52687,0.394863,0.1,5.766134,,
2025-09-16T11:03:52.829,0.74945,0.52687,0.394863,0.1,5.805621,,
2025-09-16T11:03:52.929,0.748913,0.52687,0.39458,0.100003,5.84508,,
2025-09-16T11:03:53.029,0.749987,0.52687,0.395146,0.099998,5.884593,,
2025-09-16T11:03:53.129,0.749987,0.51794,0.388448,0.1,5.923438,,
2025-09-16T11:03:53.230,0.748913,0.52687,0.39458,0.100002,5.962897,,
2025-09-16T11:03:53.329,0.749987,0.52687,0.395146,0.099997,6.00241,,
2025-09-16T11:03:53.429,0.749181,0.52687,0.394721,0.100001,6.041883,,
2025-09-16T11:03:53.529,0.749718,0.52687,0.395004,0.1,6.081383,,
2025-09-16T11:03:53.629,0.74945,0.52687,0.394863,0.099999,6.120869,,
2025-09-16T11:03:53.729,0.749181,0.52687,0.394721,0.100001,6.160341,,
2025-09-16T11:03:53.829,0.749718,0.52687,0.395004,0.1,6.199842,,
2025-09-16T11:03:53.929,0.74945,0.52687,0.394863,0.099999,6.239328,,
2025-09-16T11:03:54.029,0.749181,0.52687,0.394721,0.1,6.2788,,
2025-09-16T11:03:54.129,0.747569,0.52687,0.393872,0.1,6.318187,,
2025-09-16T11:03:54.229,0.749987,0.52687,0.395146,0.100001,6.357702,,
2025-09-16T11:03:54.329,0.794041,0.63403,0.503446,0.099999,6.408046,,
2025-09-16T11:03:54.429,0.749181,0.52687,0.394721,0.100001,6.447519,,
2025-09-16T11:03:54.529,0.748913,0.52687,0.39458,0.1,6.486976,,
2025-09-16T11:03:54.629,0.749718,0.51794,0.388309,0.1,6.525807,,
2025-09-16T11:03:54.729,0.748644,0.52687,0.394438,0.1,6.565251,,
2025-09-16T11:03:54.829,0.748913,0.52687,0.39458,0.1,6.604709,,
2025-09-16T11:03:54.929,0.74945,0.52687,0.394863,0.100002,6.644196,,
2025-09-16T11:03:55.030,0.749181,0.51794,0.388031,0.099999,6.682999,,
2025-09-16T11:03:55.129,0.74945,0.52687,0.394863,0.1,6.722485,,
2025-09-16T11:03:55.229,0.749718,0.51794,0.388309,0.1,6.761316,,
2025-09-16T11:03:55.329,0.749181,0.52687,0.394721,0.099999,6.800788,,
2025-09-16T11:03:55.429,0.748913,0.52687,0.39458,0.1,6.840246,,
2025-09-16T11:03:55.529,0.748644,0.52687,0.394438,0.1,6.87969,,
2025-09-16T11:03:55.629,0.74945,0.52687,0.394863,0.100001,6.919176,,
2025-09-16T11:03:55.729,0.748913,0.52687,0.39458,0.1,6.958634,,
2025-09-16T11:03:55.829,0.74945,0.52687,0.394863,0.099999,6.99812,,
2025-09-16T11:03:55.929,0.751062,0.52687,0.395712,0.100001,7.037692,,
2025-09-16T11:03:56.030,0.749718,0.52687,0.395004,0.099999,7.077192,,
2025-09-16T11:03:56.130,0.769059,0.57152,0.439533,0.100005,7.121147,,
2025-09-16T11:03:56.230,0.748913,0.52687,0.39458,0.099998,7.160604,,
2025-09-16T11:03:56.330,0.749987,0.52687,0.395146,0.099999,7.200119,,
2025-09-16T11:03:56.429,0.748913,0.52687,0.39458,0.1,7.239577,,
2025-09-16T11:03:56.529,0.749718,0.52687,0.395004,0.099999,7.279076,,
2025-09-16T11:03:56.629,0.748913,0.52687,0.39458,0.1,7.318535,,
2025-09-16T11:03:56.729,0.748644,0.52687,0.394438,0.099999,7.357978,,
2025-09-16T11:03:56.829,0.749718,0.51794,0.388309,0.100001,7.396809,,
2025-09-16T11:03:56.929,0.749987,0.52687,0.395146,0.100003,7.436325,,
2025-09-16T11:03:57.029,0.749181,0.5358,0.401411,0.1,7.476466,,
2025-09-16T11:03:57.129,0.749987,0.51794,0.388448,0.100002,7.515312,,
2025-09-16T11:03:57.229,0.752136,0.51794,0.389561,0.099994,7.554265,,
2025-09-16T11:03:57.331,0.749181,0.52687,0.394721,0.100001,7.593738,,
2025-09-16T11:03:57.429,0.748913,0.52687,0.39458,0.1,7.633196,,
2025-09-16T11:03:57.529,0.748913,0.52687,0.39458,0.1,7.672654,,
2025-09-16T11:03:57.629,0.74945,0.52687,0.394863,0.1,7.71214,,
2025-09-16T11:03:57.729,0.748913,0.52687,0.39458,0.099999,7.751597,,
2025-09-16T11:03:57.829,0.749718,0.51794,0.388309,0.100001,7.790429,,
2025-09-16T11:03:57.929,0.748644,0.52687,0.394438,0.1,7.829873,,
2025-09-16T11:03:58.029,0.74945,0.52687,0.394863,0.1,7.869359,,
2025-09-16T11:03:58.129,0.74945,0.5358,0.401555,0.100001,7.909515,,
2025-09-16T11:03:58.229,0.749181,0.52687,0.394721,0.099998,7.948986,,
2025-09-16T11:03:58.329,0.74945,0.52687,0.394863,0.100001,7.988472,,
2025-09-16T11:03:58.430,0.749181,0.52687,0.394721,0.1,8.027944,,
2025-09-16T11:03:58.529,0.748913,0.52687,0.39458,0.1,8.067403,,
2025-09-16T11:03:58.629,0.749718,0.51794,0.388309,0.1,8.106233,,
2025-09-16T11:03:58.729,0.748644,0.52687,0.394438,0.100001,8.145678,,
2025-09-16T11:03:58.829,0.749987,0.52687,0.395146,0.1,8.185192,,
2025-09-16T11:03:58.929,0.749987,0.52687,0.395146,0.1,8.224706,,
2025-09-16T11:03:59.029,0.74945,0.51794,0.38817,0.1,8.263524,,
2025-09-16T11:03:59.129,0.749718,0.52687,0.395004,0.1,8.303024,,
2025-09-16T11:03:59.229,0.749987,0.51794,0.388448,0.1,8.341869,,
2025-09-16T11:03:59.329,0.748913,0.52687,0.39458,0.1,8.381327,,
2025-09-16T11:03:59.430,0.74945,0.52687,0.394863,0.1,8.420813,,
2025-09-16T11:03:59.529,0.748644,0.52687,0.394438,0.1,8.460257,,
2025-09-16T11:03:59.629,0.749987,0.51794,0.388448,0.1,8.499102,,
2025-09-16T11:03:59.729,0.749718,0.52687,0.395004,0.1,8.538602,,
2025-09-16T11:03:59.829,0.749181,0.52687,0.394721,0.1,8.578074,,
2025-09-16T11:03:59.929,0.749987,0.52687,0.395146,0.1,8.617589,,
2025-09-16T11:04:00.029,0.748913,0.52687,0.39458,0.100003,8.657048,,
2025-09-16T11:04:00.129,0.749718,0.52687,0.395004,0.1,8.696548,,
2025-09-16T11:04:00.229,0.749987,0.52687,0.395146,0.099996,8.736061,,
2025-09-16T11:04:00.329,0.749718,0.52687,0.395004,0.100001,8.775562,,
2025-09-16T11:04:00.429,0.749718,0.52687,0.395004,0.1,8.815063,,
2025-09-16T11:04:00.530,0.749181,0.52687,0.394721,0.1,8.854535,,
2025-09-16T11:04:00.629,0.749718,0.51794,0.388309,0.099999,8.893365,,
2025-09-16T11:04:00.729,0.74945,0.52687,0.394863,0.100001,8.932852,,
2025-09-16T11:04:00.829,0.74945,0.52687,0.394863,0.099999,8.972338,,
2025-09-16T11:04:00.930,0.879193,0.7144,0.628096,0.100047,9.035177,,
2025-09-16T11:04:01.030,0.749987,0.52687,0.395146,0.099954,9.074673,,
2025-09-16T11:04:01.129,0.749987,0.52687,0.395146,0.1,9.114188,,
2025-09-16T11:04:01.229,0.74945,0.52687,0.394863,0.1,9.153674,,
2025-09-16T11:04:01.329,0.748913,0.52687,0.39458,0.1,9.193132,,
2025-09-16T11:04:01.429,0.749987,0.52687,0.395146,0.1,9.232647,,
2025-09-16T11:04:01.530,0.74945,0.52687,0.394863,0.1,9.272133,,
2025-09-16T11:04:01.629,0.748913,0.52687,0.39458,0.099999,9.311591,,
2025-09-16T11:04:01.729,0.748644,0.52687,0.394438,0.1,9.351034,,
2025-09-16T11:04:01.829,0.74945,0.52687,0.394863,0.099999,9.39052,,
2025-09-16T11:04:01.929,0.748913,0.52687,0.39458,0.100002,9.429979,,
2025-09-16T11:04:02.029,0.74945,0.52687,0.394863,0.1,9.469465,,
2025-09-16T11:04:02.129,0.749718,0.51794,0.388309,0.100003,9.508297,,
2025-09-16T11:04:02.229,0.74945,0.52687,0.394863,0.099997,9.547782,,
2025-09-16T11:04:02.329,0.749718,0.52687,0.395004,0.099999,9.587282,,
2025-09-16T11:04:02.429,0.749181,0.51794,0.388031,0.100001,9.626085,,
2025-09-16T11:04:02.529,0.749718,0.52687,0.395004,0.1,9.665586,,
2025-09-16T11:04:02.630,0.74945,0.51794,0.38817,0.100001,9.704403,,
2025-09-16T11:04:02.729,0.749181,0.52687,0.394721,0.099999,9.743875,,
2025-09-16T11:04:02.829,0.749987,0.52687,0.395146,0.100001,9.78339,,
2025-09-16T11:04:02.929,0.74945,0.52687,0.394863,0.1,9.822876,,
2025-09-16T11:04:03.029,0.749718,0.52687,0.395004,0.1,9.862376,,
2025-09-16T11:04:03.129,0.749718,0.52687,0.395004,0.099999,9.901877,,
2025-09-16T11:04:03.229,0.748913,0.51794,0.387892,0.1,9.940666,,
2025-09-16T11:04:03.329,0.749987,0.52687,0.395146,0.1,9.980181,,
2025-09-16T11:04:03.429,0.749987,0.51794,0.388448,0.099999,10.019025,,
2025-09-16T11:04:03.529,0.74945,0.5358,0.401555,0.100001,10.059181,,
2025-09-16T11:04:03.631,0.749987,0.52687,0.395146,0.100001,10.098696,,
2025-09-16T11:04:03.729,0.74945,0.52687,0.394863,0.100002,10.138183,,
2025-09-16T11:04:03.830,0.74945,0.52687,0.394863,0.100004,10.177671,,
2025-09-16T11:04:03.929,0.749987,0.52687,0.395146,0.099994,10.217183,,
2025-09-16T11:04:04.029,0.748913,0.52687,0.39458,0.1,10.256641,,
2025-09-16T11:04:04.129,0.74945,0.52687,0.394863,0.099999,10.296127,,
2025-09-16T11:04:04.229,0.74945,0.52687,0.394863,0.1,10.335613,,
2025-09-16T11:04:04.329,0.749718,0.52687,0.395004,0.1,10.375113,,
2025-09-16T11:04:04.429,0.74945,0.52687,0.394863,0.100001,10.4146,,
2025-09-16T11:04:04.529,0.74945,0.52687,0.394863,0.1,10.454086,,
2025-09-16T11:04:04.629,0.749987,0.52687,0.395146,0.1,10.493601,,
2025-09-16T11:04:04.730,0.74945,0.52687,0.394863,0.1,10.533087,,
2025-09-16T11:04:04.829,0.748913,0.52687,0.39458,0.1,10.572545,,
2025-09-16T11:04:04.929,0.749987,0.52687,0.395146,0.100002,10.61206,,
2025-09-16T11:04:05.029,0.74945,0.51794,0.38817,0.099999,10.650877,,
2025-09-16T11:04:05.129,0.749181,0.52687,0.394721,0.100002,10.690349,,
2025-09-16T11:04:05.229,0.749181,0.52687,0.394721,0.099997,10.729821,,
2025-09-16T11:04:05.329,0.749718,0.51794,0.388309,0.100001,10.768652,,
2025-09-16T11:04:05.429,0.748913,0.52687,0.39458,0.099998,10.808109,,
2025-09-16T11:04:05.529,0.74945,0.52687,0.394863,0.100001,10.847596,,
2025-09-16T11:04:05.629,0.74945,0.52687,0.394863,0.1,10.887082,,
2025-09-16T11:04:05.730,0.74945,0.52687,0.394863,0.1,10.926568,,
2025-09-16T11:04:05.829,0.74945,0.52687,0.394863,0.099999,10.966054,,
2025-09-16T11:04:05.929,0.749718,0.52687,0.395004,0.1,11.005555,,
2025-09-16T11:04:06.029,0.749181,0.52687,0.394721,0.100001,11.045027,,
2025-09-16T11:04:06.129,0.749181,0.52687,0.394721,0.1,11.084499,,
2025-09-16T11:04:06.229,0.748644,0.52687,0.394438,0.1,11.123943,,
2025-09-16T11:04:06.329,0.749181,0.52687,0.394721,0.099999,11.163415,,
2025-09-16T11:04:06.429,0.749181,0.52687,0.394721,0.099999,11.202887,,
2025-09-16T11:04:06.529,0.74945,0.52687,0.394863,0.100001,11.242373,,
2025-09-16T11:04:06.629,0.74945,0.52687,0.394863,0.1,11.28186,,
2025-09-16T11:04:06.729,0.749718,0.52687,0.395004,0.1,11.32136,,
2025-09-16T11:04:06.830,0.748913,0.51794,0.387892,0.1,11.360149,,
2025-09-16T11:04:06.929,0.748913,0.5358,0.401267,0.100002,11.400277,,
2025-09-16T11:04:07.029,0.74945,0.52687,0.394863,0.1,11.439763,,
2025-09-16T11:04:07.129,0.749718,0.52687,0.395004,0.100003,11.479265,,
2025-09-16T11:04:07.229,0.749181,0.52687,0.394721,0.099995,11.518735,,
2025-09-16T11:04:07.329,0.74945,0.51794,0.38817,0.1,11.557552,,
2025-09-16T11:04:07.429,0.749181,0.52687,0.394721,0.1,11.597024,,
2025-09-16T11:04:07.529,0.749718,0.52687,0.395004,0.1,11.636524,,
2025-09-16T11:04:07.629,0.749718,0.52687,0.395004,0.100001,11.676025,,
2025-09-16T11:04:07.729,0.74945,0.52687,0.394863,0.099999,11.715511,,
2025-09-16T11:04:07.830,0.749987,0.52687,0.395146,0.1,11.755025,,
2025-09-16T11:04:07.929,0.749181,0.52687,0.394721,0.1,11.794498,,
2025-09-16T11:04:08.029,0.749718,0.52687,0.395004,0.1,11.833998,,
2025-09-16T11:04:08.129,0.747569,0.51794,0.387196,0.099999,11.872718,,
2025-09-16T11:04:08.229,0.74945,0.52687,0.394863,0.1,11.912204,,
2025-09-16T11:04:08.329,0.74945,0.52687,0.394863,0.1,11.95169,,
2025-09-16T11:04:08.429,0.748644,0.52687,0.394438,0.099999,11.991134,,
2025-09-16T11:04:08.529,0.748913,0.52687,0.39458,0.100001,12.030592,,
2025-09-16T11:04:08.629,0.748913,0.52687,0.39458,0.099999,12.07005,,
2025-09-16T11:04:08.729,0.749987,0.52687,0.395146,0.1,12.109565,,
2025-09-16T11:04:08.829,0.749718,0.52687,0.395004,0.1,12.149065,,
2025-09-16T11:04:08.930,0.74945,0.52687,0.394863,0.100003,12.188552,,
2025-09-16T11:04:09.029,0.749718,0.52687,0.395004,0.099998,12.228052,,
2025-09-16T11:04:09.129,0.74945,0.5358,0.401555,0.099999,12.268207,,
2025-09-16T11:04:09.229,0.749181,0.5358,0.401411,0.100001,12.308348,,
2025-09-16T11:04:09.329,0.749718,0.52687,0.395004,0.099999,12.347848,,
2025-09-16T11:04:09.429,0.74945,0.51794,0.38817,0.1,12.386666,,
2025-09-16T11:04:09.529,0.749718,0.52687,0.395004,0.1,12.426166,,
2025-09-16T11:04:09.629,0.749718,0.52687,0.395004,0.100001,12.465666,,
2025-09-16T11:04:09.729,0.749718,0.52687,0.395004,0.1,12.505167,,
2025-09-16T11:04:09.829,0.749181,0.5358,0.401411,0.1,12.545308,,
2025-09-16T11:04:09.930,0.74945,0.52687,0.394863,0.100001,12.584795,,
2025-09-16T11:04:10.029,0.749718,0.52687,0.395004,0.099999,12.624295,,
2025-09-16T11:04:10.129,0.74945,0.52687,0.394863,0.100001,12.663781,,
2025-09-16T11:04:10.230,0.748913,0.52687,0.39458,0.100472,12.703425,,
2025-09-16T11:04:10.333,0.78437,0.59831,0.469297,0.099531,12.750135,,
2025-09-16T11:04:10.433,0.748644,0.52687,0.394438,0.099996,12.789577,,
2025-09-16T11:04:10.529,0.749181,0.52687,0.394721,0.100001,12.829049,,
2025-09-16T11:04:10.629,0.74945,0.52687,0.394863,0.1,12.868536,,
2025-09-16T11:04:10.729,0.749181,0.51794,0.388031,0.100002,12.907339,,
2025-09-16T11:04:10.829,0.749718,0.52687,0.395004,0.099998,12.946839,,
2025-09-16T11:04:10.929,0.749718,0.52687,0.395004,0.1,12.98634,,
2025-09-16T11:04:11.030,0.74945,0.51794,0.38817,0.099999,13.025156,,
2025-09-16T11:04:11.129,0.749181,0.52687,0.394721,0.1,13.064629,,
2025-09-16T11:04:11.229,0.752136,0.52687,0.396278,0.1,13.104256,,
2025-09-16T11:04:11.329,0.749181,0.51794,0.388031,0.100001,13.14306,,
2025-09-16T11:04:11.429,0.74945,0.51794,0.38817,0.099999,13.181877,,
2025-09-16T11:04:11.529,0.749718,0.52687,0.395004,0.1,13.221377,,
2025-09-16T11:04:11.629,0.749181,0.51794,0.388031,0.1,13.26018,,
