index,time,minutes,dateTime,SPD33.CH1_Voltage,SPD33.CH1_Current,SPD33.CH1_Power,
481,144.325,2.405416667,1756803495,5,0.71,3.55,50
482,144.627,2.41045,1756803495,5,0.71,3.55,50
483,144.927,2.41545,1756803495,5,0.71,3.55,50
484,145.225,2.420416667,1756803496,5,0.67,3.35,50
485,145.527,2.42545,1756803496,5,0.72,3.6,50
486,145.825,2.430416667,1756803496,5,0.67,3.35,50
487,146.125,2.435416667,1756803497,5,0.69,3.45,50
488,146.427,2.44045,1756803497,5,0.7,3.5,50
489,146.725,2.445416667,1756803497,5,0.7,3.5,50
490,147.027,2.45045,1756803497,5,0.7,3.5,50
491,147.325,2.455416667,1756803498,5,0.7,3.5,50
492,147.627,2.46045,1756803498,5,0.68,3.4,50
493,147.925,2.465416667,1756803498,5,0.72,3.6,50
494,148.227,2.47045,1756803499,5,0.7,3.5,50
495,148.527,2.47545,1756803499,5,0.68,3.4,50
496,148.823,2.480383333,1756803499,5,0.68,3.4,50
497,149.127,2.48545,1756803500,5,0.69,3.45,50
498,149.427,2.49045,1756803500,5,0.73,3.65,50
499,149.727,2.49545,1756803500,5,0.69,3.45,50
500,150.024,2.5004,1756803500,5,0.74,3.7,50
501,150.326,2.505433333,1756803501,5,0.7,3.5,50
502,150.627,2.51045,1756803501,5,0.71,3.55,50
503,150.926,2.515433333,1756803501,5,0.68,3.4,50
504,151.226,2.520433333,1756803502,5,0.68,3.4,50
505,151.523,2.525383333,1756803502,5,0.72,3.6,50
506,151.827,2.53045,1756803502,5,0.72,3.6,50
507,152.127,2.53545,1756803503,5,0.67,3.35,50
508,152.427,2.54045,1756803503,5,0.71,3.55,50
509,152.725,2.545416667,1756803503,5,0.7,3.5,50
510,153.024,2.5504,1756803503,5,0.72,3.6,50
511,153.324,2.5554,1756803504,5,0.72,3.6,50
512,153.626,2.560433333,1756803504,5,0.67,3.35,50
513,153.927,2.56545,1756803504,5,0.63,3.15,50
514,154.227,2.57045,1756803505,5,0.67,3.35,50
515,154.524,2.5754,1756803505,5,0.69,3.45,50
516,154.824,2.5804,1756803505,5,0.73,3.65,50
517,155.127,2.58545,1756803506,5,0.7,3.5,50
518,155.427,2.59045,1756803506,5,0.7,3.5,50
519,155.724,2.5954,1756803506,5,0.71,3.55,50
520,156.025,2.600416667,1756803506,5,0.68,3.4,50
521,156.327,2.60545,1756803507,5,0.74,3.7,50
522,156.624,2.6104,1756803507,5,0.68,3.4,50
523,156.927,2.61545,1756803507,5,0.74,3.7,50
524,157.227,2.62045,1756803508,5,0.7,3.5,50
525,157.527,2.62545,1756803508,5,0.7,3.5,50
526,157.823,2.630383333,1756803508,5,0.7,3.5,50
527,158.127,2.63545,1756803509,5,0.69,3.45,50
528,158.427,2.64045,1756803509,5,0.71,3.55,50
529,158.727,2.64545,1756803509,5,0.71,3.55,50
530,159.027,2.65045,1756803509,5,0.68,3.4,50
531,159.327,2.65545,1756803510,5,0.67,3.35,50
532,159.627,2.66045,1756803510,5,0.75,3.75,50
533,159.926,2.665433333,1756803510,5,0.75,3.75,50
534,160.227,2.67045,1756803511,5,0.69,3.45,50
535,160.524,2.6754,1756803511,5,0.7,3.5,50
536,160.823,2.680383333,1756803511,5,0.69,3.45,50
537,161.125,2.685416667,1756803512,5,0.69,3.45,50
538,161.427,2.69045,1756803512,5,0.7,3.5,50
539,161.727,2.69545,1756803512,5,0.69,3.45,50
540,162.022,2.700366667,1756803512,5,0.69,3.45,50
541,162.327,2.70545,1756803513,5,0.71,3.55,50
542,162.627,2.71045,1756803513,5,0.66,3.3,50
543,162.927,2.71545,1756803513,5,0.73,3.65,50
544,163.225,2.720416667,1756803514,5,0.79,3.95,50
545,163.522,2.725366667,1756803514,5,0.72,3.6,50
546,163.824,2.7304,1756803514,5,0.68,3.4,50
547,164.124,2.7354,1756803515,5,0.68,3.4,50
548,164.427,2.74045,1756803515,5,0.63,3.15,50
549,164.723,2.745383333,1756803515,5,0.7,3.5,50
550,165.026,2.750433333,1756803515,5,0.73,3.65,50
551,165.325,2.755416667,1756803516,5,0.72,3.6,50
552,165.623,2.760383333,1756803516,5,0.67,3.35,50
553,165.927,2.76545,1756803516,5,0.71,3.55,50
554,166.222,2.770366667,1756803517,5,0.71,3.55,50
555,166.525,2.775416667,1756803517,5,0.71,3.55,50
556,166.827,2.78045,1756803517,5,0.73,3.65,50
557,167.125,2.785416667,1756803518,5,0.65,3.25,50
558,167.423,2.790383333,1756803518,5,0.73,3.65,50
559,167.726,2.795433333,1756803518,5,0.67,3.35,50
560,168.026,2.800433333,1756803518,5,0.71,3.55,50
561,168.328,2.805466667,1756803519,5,0.7,3.5,50
562,168.627,2.81045,1756803519,5,0.7,3.5,50
563,168.927,2.81545,1756803519,5,0.72,3.6,50
564,169.227,2.82045,1756803520,5,0.67,3.35,50
565,169.525,2.825416667,1756803520,5,0.71,3.55,50
566,169.827,2.83045,1756803520,5,0.71,3.55,50
567,170.127,2.83545,1756803521,5,0.72,3.6,50
568,170.424,2.8404,1756803521,5,0.67,3.35,50
569,170.727,2.84545,1756803521,5,0.67,3.35,50
570,171.024,2.8504,1756803521,5,0.7,3.5,50
571,171.327,2.85545,1756803522,5,0.73,3.65,50
572,171.627,2.86045,1756803522,5,0.71,3.55,50
573,171.926,2.865433333,1756803522,5,0.7,3.5,50
574,172.224,2.8704,1756803523,5,0.69,3.45,50
575,172.526,2.875433333,1756803523,5,0.74,3.7,50
576,172.825,2.880416667,1756803523,5,0.71,3.55,50
577,173.127,2.88545,1756803524,5,0.71,3.55,50
578,173.424,2.8904,1756803524,5,0.7,3.5,50
579,173.727,2.89545,1756803524,5,0.69,3.45,50
580,174.026,2.900433333,1756803524,5,0.74,3.7,50
581,174.325,2.905416667,1756803525,5,0.69,3.45,50
582,174.624,2.9104,1756803525,5,0.67,3.35,50
583,174.927,2.91545,1756803525,5,0.71,3.55,50
584,175.227,2.92045,1756803526,5,0.71,3.55,50
585,175.524,2.9254,1756803526,5,0.71,3.55,50
586,175.827,2.93045,1756803526,5,0.71,3.55,50
587,176.123,2.935383333,1756803527,5,0.7,3.5,50
588,176.426,2.940433333,1756803527,5,0.68,3.4,50
589,176.727,2.94545,1756803527,5,0.72,3.6,50
590,177.024,2.9504,1756803527,5,0.67,3.35,50
591,177.324,2.9554,1756803528,5,0.67,3.35,50
592,177.624,2.9604,1756803528,5,0.74,3.7,50
593,177.923,2.965383333,1756803528,5,0.7,3.5,50
594,178.227,2.97045,1756803529,5,0.7,3.5,50
595,178.527,2.97545,1756803529,5,0.7,3.5,50
596,178.827,2.98045,1756803529,5,0.7,3.5,50
597,179.124,2.9854,1756803530,5,0.71,3.55,50
598,179.426,2.990433333,1756803530,5,0.71,3.55,50
599,179.727,2.99545,1756803530,5,0.65,3.25,50
600,180.024,3.0004,1756803530,5,0.69,3.45,50
601,180.324,3.0054,1756803531,5,0.68,3.4,50
602,180.627,3.01045,1756803531,5,0.73,3.65,50
603,180.926,3.015433333,1756803531,5,0.68,3.4,50
604,181.226,3.020433333,1756803532,5,0.72,3.6,50
605,181.526,3.025433333,1756803532,5,0.72,3.6,50
606,181.825,3.030416667,1756803532,5,0.7,3.5,50
607,182.124,3.0354,1756803533,5,0.71,3.55,50
608,182.424,3.0404,1756803533,5,0.7,3.5,50
609,182.727,3.04545,1756803533,5,0.71,3.55,50
610,183.027,3.05045,1756803533,5,0.72,3.6,50
611,183.326,3.055433333,1756803534,5,0.67,3.35,50
612,183.627,3.06045,1756803534,5,0.71,3.55,50
613,183.927,3.06545,1756803534,5,0.71,3.55,50
614,184.226,3.070433333,1756803535,5,0.7,3.5,50
615,184.527,3.07545,1756803535,5,0.79,3.95,75
616,184.827,3.08045,1756803535,5,0.75,3.75,75
617,185.127,3.08545,1756803536,5,0.78,3.9,75
618,185.427,3.09045,1756803536,5,0.77,3.85,75
619,185.723,3.095383333,1756803536,5,0.7,3.5,75
620,186.027,3.10045,1756803536,5,0.7,3.5,75
621,186.326,3.105433333,1756803537,5,0.78,3.9,75
622,186.624,3.1104,1756803537,5,0.71,3.55,75
623,186.927,3.11545,1756803537,5,0.7,3.5,75
624,187.227,3.12045,1756803538,5,0.8,4,75
625,187.523,3.125383333,1756803538,5,0.76,3.8,75
626,187.827,3.13045,1756803538,5,0.75,3.75,75
627,188.123,3.135383333,1756803539,5,0.75,3.8,75
628,188.427,3.14045,1756803539,5,0.76,3.8,75
629,188.727,3.14545,1756803539,5,0.79,3.95,75
630,189.026,3.150433333,1756803539,5,0.71,3.55,75
631,189.327,3.15545,1756803540,5,0.79,3.95,75
632,189.626,3.160433333,1756803540,5,0.8,4,75
633,189.927,3.16545,1756803540,5,0.72,3.6,75
634,190.223,3.170383333,1756803541,5,0.71,3.55,75
635,190.527,3.17545,1756803541,5,0.71,3.55,75
636,190.827,3.18045,1756803541,5,0.78,3.9,75
637,191.123,3.185383333,1756803542,5,0.69,3.45,75
638,191.423,3.190383333,1756803542,5,0.76,3.8,75
639,191.725,3.195416667,1756803542,5,0.76,3.8,75
640,192.027,3.20045,1756803542,5,0.7,3.5,75
641,192.326,3.205433333,1756803543,5,0.71,3.55,75
642,192.624,3.2104,1756803543,5,0.71,3.55,75
643,192.926,3.215433333,1756803543,5,0.76,3.8,75
644,193.224,3.2204,1756803544,5,0.71,3.55,75
645,193.524,3.2254,1756803544,5,0.78,3.9,75
646,193.823,3.230383333,1756803544,5,0.76,3.8,75
647,194.124,3.2354,1756803545,5,0.7,3.5,75
648,194.427,3.24045,1756803545,5,0.76,3.8,75
649,194.726,3.245433333,1756803545,5,0.76,3.8,75
650,195.023,3.250383333,1756803545,5,0.79,3.95,75
651,195.326,3.255433333,1756803546,5,0.75,3.75,75
652,195.627,3.26045,1756803546,5,0.79,3.95,75
653,195.927,3.26545,1756803546,5,0.78,3.9,75
654,196.227,3.27045,1756803547,5,0.75,3.75,75
655,196.527,3.27545,1756803547,5,0.79,3.95,75
656,196.827,3.28045,1756803547,5,0.79,3.95,75
657,197.127,3.28545,1756803548,5,0.73,3.65,75
658,197.426,3.290433333,1756803548,5,0.8,4,75
659,197.725,3.295416667,1756803548,5,0.8,4,75
660,198.025,3.300416667,1756803548,5,0.71,3.55,75
661,198.326,3.305433333,1756803549,5,0.8,4,75
662,198.627,3.31045,1756803549,5,0.79,3.95,75
663,198.927,3.31545,1756803549,5,0.69,3.45,75
664,199.225,3.320416667,1756803550,5,0.69,3.45,75
665,199.527,3.32545,1756803550,5,0.78,3.9,75
666,199.826,3.330433333,1756803550,5,0.74,3.7,75
667,200.126,3.335433333,1756803551,5,0.72,3.6,75
668,200.426,3.340433333,1756803551,5,0.77,3.85,75
669,200.727,3.34545,1756803551,5,0.77,3.85,75
670,201.027,3.35045,1756803551,5,0.73,3.65,75
671,201.326,3.355433333,1756803552,5,0.73,3.65,75
672,201.627,3.36045,1756803552,5,0.76,3.8,75
673,201.927,3.36545,1756803552,5,0.76,3.8,75
674,202.225,3.370416667,1756803553,5,0.69,3.45,75
675,202.527,3.37545,1756803553,5,0.79,3.95,75
676,202.826,3.380433333,1756803553,5,0.76,3.8,75
677,203.126,3.385433333,1756803554,5,0.73,3.65,75
678,203.423,3.390383333,1756803554,5,0.73,3.65,75
679,203.725,3.395416667,1756803554,5,0.79,3.95,75
680,204.027,3.40045,1756803554,5,0.78,3.9,75
681,204.327,3.40545,1756803555,5,0.71,3.55,75
682,204.627,3.41045,1756803555,5,0.79,3.95,75
683,204.923,3.415383333,1756803555,5,0.76,3.8,75
684,205.223,3.420383333,1756803556,5,0.74,3.7,75
685,205.527,3.42545,1756803556,5,0.74,3.7,75
686,205.825,3.430416667,1756803556,5,0.8,4,75
687,206.127,3.43545,1756803557,5,0.72,3.6,75
688,206.423,3.440383333,1756803557,5,0.78,3.9,75
689,206.727,3.44545,1756803557,5,0.76,3.8,75
690,207.027,3.45045,1756803557,5,0.72,3.6,75
691,207.324,3.4554,1756803558,5,0.76,3.8,75
692,207.626,3.460433333,1756803558,5,0.76,3.8,75
693,207.927,3.46545,1756803558,5,0.75,3.75,75
694,208.225,3.470416667,1756803559,5,0.75,3.75,75
695,208.522,3.475366667,1756803559,5,0.76,3.8,75
696,208.826,3.480433333,1756803559,5,0.7,3.5,75
697,209.123,3.485383333,1756803560,5,0.75,3.75,75
698,209.427,3.49045,1756803560,5,0.77,3.85,75
699,209.727,3.49545,1756803560,5,0.77,3.85,75
700,210.027,3.50045,1756803560,5,0.72,3.6,75
701,210.327,3.50545,1756803561,5,0.72,3.6,75
702,210.627,3.51045,1756803561,5,0.77,3.85,75
703,210.926,3.515433333,1756803561,5,0.72,3.6,75
704,211.227,3.52045,1756803562,5,0.76,3.8,75
705,211.527,3.52545,1756803562,5,0.78,3.9,75
706,211.827,3.53045,1756803562,5,0.76,3.8,75
707,212.127,3.53545,1756803563,5,0.76,3.8,75
708,212.427,3.54045,1756803563,5,0.77,3.85,75
709,212.727,3.54545,1756803563,5,0.78,3.9,75
710,213.027,3.55045,1756803563,5,0.77,3.85,75
711,213.322,3.555366667,1756803564,5,0.75,3.75,75
712,213.627,3.56045,1756803564,5,0.8,4,75
713,213.924,3.5654,1756803564,5,0.78,3.9,75
714,214.226,3.570433333,1756803565,5,0.78,3.9,75
715,214.523,3.575383333,1756803565,5,0.78,3.9,75
716,214.827,3.58045,1756803565,5,0.79,3.95,75
717,215.127,3.58545,1756803566,5,0.73,3.65,75
718,215.426,3.590433333,1756803566,5,0.77,3.85,75
719,215.727,3.59545,1756803566,5,0.8,4,75
720,216.022,3.600366667,1756803566,5,0.72,3.6,75
721,216.326,3.605433333,1756803567,5,0.72,3.6,75
722,216.626,3.610433333,1756803567,5,0.74,3.7,75
723,216.927,3.61545,1756803567,5,0.77,3.85,75
724,217.225,3.620416667,1756803569,5,0.7,3.5,75
725,218.459,3.640983333,1756803569,5,0.72,3.6,75
726,218.864,3.647733333,1756803569,5,0.79,3.95,75
727,219.26,3.654333333,1756803570,5,0.77,3.85,75
728,219.661,3.661016667,1756803570,5,0.72,3.6,75
729,220.064,3.667733333,1756803570,5,0.8,4,75
730,220.464,3.6744,1756803571,5,0.79,3.95,75
731,220.864,3.681066667,1756803571,5,0.72,3.6,75
732,221.262,3.6877,1756803572,5,0.76,3.8,75
733,221.662,3.694366667,1756803572,5,0.72,3.6,75
734,222.06,3.701,1756803572,5,0.73,3.65,75
735,222.46,3.707666667,1756803573,5,0.76,3.8,75
736,222.86,3.714333333,1756803573,5,0.7,3.5,75
737,223.261,3.721016667,1756803574,5,0.77,3.85,75
738,223.663,3.727716667,1756803574,5,0.72,3.6,75
739,224.064,3.7344,1756803574,5,0.79,3.95,75
740,224.464,3.741066667,1756803575,5,0.78,3.9,75
741,224.861,3.747683333,1756803575,5,0.75,3.75,75
742,225.264,3.7544,1756803576,5,0.75,3.75,75
743,225.664,3.761066667,1756803576,5,0.77,3.85,75
744,226.064,3.767733333,1756803576,5,0.71,3.55,75
745,226.461,3.77435,1756803577,5,0.78,3.9,75
746,226.859,3.780983333,1756803577,5,0.78,3.9,75
747,227.264,3.787733333,1756803578,5,0.71,3.55,75
748,227.664,3.7944,1756803578,5,0.77,3.85,75
749,228.064,3.801066667,1756803578,5,0.74,3.7,75
750,228.464,3.807733333,1756803579,5,0.7,3.5,75
751,228.864,3.8144,1756803579,5,0.75,3.75,75
752,229.264,3.821066667,1756803580,5,0.7,3.5,75
753,229.663,3.827716667,1756803580,5,0.8,4,75
754,230.06,3.834333333,1756803580,5,0.8,4,75
755,230.464,3.841066667,1756803581,5,0.78,3.9,75
756,230.864,3.847733333,1756803581,5,0.78,3.9,75
757,231.264,3.8544,1756803582,5,0.73,3.65,75
758,231.66,3.861,1756803582,5,0.8,4,75
759,232.061,3.867683333,1756803582,5,0.73,3.65,75
760,232.464,3.8744,1756803583,5,0.72,3.6,75
761,232.86,3.881,1756803583,5,0.78,3.9,75
762,233.263,3.887716667,1756803584,5,0.71,3.55,75
763,233.664,3.8944,1756803584,5,0.71,3.55,75
764,234.064,3.901066667,1756803584,5,0.74,3.7,75
765,234.464,3.907733333,1756803585,5,0.71,3.55,75
766,234.861,3.91435,1756803585,5,0.8,4,75
767,235.264,3.921066667,1756803586,5,0.73,3.65,75
768,235.664,3.927733333,1756803586,5,0.71,3.55,75
769,236.064,3.9344,1756803586,5,0.79,3.95,75
770,236.46,3.941,1756803587,5,0.71,3.55,75
771,236.864,3.947733333,1756803587,5,0.79,3.95,75
772,237.264,3.9544,1756803588,5,0.8,4,75
773,237.663,3.96105,1756803588,5,0.72,3.6,75
774,238.064,3.967733333,1756803588,5,0.75,3.75,75
775,238.463,3.974383333,1756803589,5,0.79,3.95,75
776,238.864,3.981066667,1756803589,5,0.75,3.75,75
777,239.264,3.987733333,1756803590,5,0.8,4,75
778,239.659,3.994316667,1756803590,5,0.75,3.75,75
779,240.064,4.001066667,1756803590,5,0.7,3.5,75
780,240.463,4.007716667,1756803591,5,0.79,3.95,75
781,240.864,4.0144,1756803591,5,0.78,3.9,75
782,241.261,4.021016667,1756803592,5,0.74,3.7,75
783,241.663,4.027716667,1756803592,5,0.8,4,75
784,242.062,4.034366667,1756803592,5,0.71,3.55,75
785,242.464,4.041066667,1756803593,5,0.79,3.95,75
786,242.863,4.047716667,1756803593,5,0.78,3.9,75
787,243.265,4.054416667,1756803594,5,0.73,3.65,75
788,243.663,4.06105,1756803594,5,0.79,3.95,75
789,244.064,4.067733333,1756803594,5,0.77,3.85,75
790,244.464,4.0744,1756803595,5,0.82,4.1,100
791,244.865,4.081083333,1756803595,5,0.8,4,100
792,245.26,4.087666667,1756803596,5,0.8,4,100
793,245.661,4.09435,1756803596,5,0.8,4,100
794,246.062,4.101033333,1756803596,5,0.8,4,100
795,246.463,4.107716667,1756803597,5,0.8,4,100
796,246.864,4.1144,1756803597,5,0.8,4,100
797,247.264,4.121066667,1756803598,5,0.8,4,100
798,247.664,4.127733333,1756803598,5,0.8,4,100
799,248.064,4.1344,1756803598,5,0.8,4,100
800,248.461,4.141016667,1756803599,5,0.8,4,100
801,248.864,4.147733333,1756803599,5,0.8,4,100
802,249.264,4.1544,1756803600,5,0.8,4,100
803,249.664,4.161066667,1756803600,5,0.81,4.05,100
804,250.064,4.167733333,1756803600,5,0.8,4,100
805,250.464,4.1744,1756803601,5,0.8,4,100
806,250.861,4.181016667,1756803601,5,0.8,4,100
807,251.263,4.187716667,1756803602,5,0.8,4,100
808,251.66,4.194333333,1756803602,5,0.79,3.95,100
809,252.064,4.201066667,1756803602,5,0.8,4,100
810,252.464,4.207733333,1756803603,5,0.81,4.05,100
811,252.864,4.2144,1756803603,5,0.8,4,100
812,253.264,4.221066667,1756803604,5,0.81,4.05,100
813,253.66,4.227666667,1756803604,5,0.8,4,100
814,254.064,4.2344,1756803604,5,0.8,4,100
815,254.463,4.24105,1756803605,5,0.8,4,100
816,254.862,4.2477,1756803605,5,0.81,4.05,100
817,255.259,4.254316667,1756803606,5,0.8,4,100
818,255.662,4.261033333,1756803606,5,0.8,4,100
819,256.063,4.267716667,1756803606,5,0.8,4,100
820,256.461,4.27435,1756803607,5,0.8,4,100
821,256.859,4.280983333,1756803607,5,0.8,4,100
822,257.263,4.287716667,1756803608,5,0.8,4,100
823,257.664,4.2944,1756803608,5,0.8,4,100
824,258.06,4.301,1756803608,5,0.8,4,100
825,258.464,4.307733333,1756803609,5,0.8,4,100
826,258.863,4.314383333,1756803609,5,0.8,4,100
827,259.26,4.321,1756803610,5,0.8,4,100
828,259.663,4.327716667,1756803610,5,0.79,3.95,100
829,260.06,4.334333333,1756803610,5,0.8,4,100
830,260.463,4.34105,1756803611,5,0.8,4,100
831,260.864,4.347733333,1756803611,5,0.81,4.05,100
832,261.262,4.354366667,1756803612,5,0.81,4.05,100
833,261.663,4.36105,1756803612,5,0.8,4,100
834,262.063,4.367716667,1756803612,5,0.8,4,100
835,262.463,4.374383333,1756803613,5,0.81,4.05,100
836,262.864,4.381066667,1756803613,5,0.81,4.05,100
837,263.264,4.387733333,1756803614,5,0.8,4,100
838,263.664,4.3944,1756803614,5,0.8,4,100
839,264.063,4.40105,1756803614,5,0.8,4,100
840,264.463,4.407716667,1756803615,5,0.81,4.05,100
841,264.862,4.414366667,1756803615,5,0.81,4.05,100
842,265.263,4.42105,1756803616,5,0.8,4,100
843,265.664,4.427733333,1756803616,5,0.81,4.05,100
844,266.064,4.4344,1756803616,5,0.8,4,100
845,266.464,4.441066667,1756803617,5,0.8,4,100
846,266.861,4.447683333,1756803617,5,0.81,4.05,100
847,267.264,4.4544,1756803618,5,0.81,4.05,100
848,267.663,4.46105,1756803618,5,0.81,4.05,100
849,268.063,4.467716667,1756803618,5,0.8,4,100
850,268.463,4.474383333,1756803619,5,0.8,4,100
851,268.864,4.481066667,1756803619,5,0.81,4.05,100
852,269.264,4.487733333,1756803620,5,0.85,4.25,100
853,269.664,4.4944,1756803620,5,0.8,4,100
854,270.06,4.501,1756803620,5,0.8,4,100
855,270.462,4.5077,1756803621,5,0.81,4.05,100
856,270.863,4.514383333,1756803621,5,0.8,4,100
857,271.263,4.52105,1756803622,5,0.8,4,100
858,271.661,4.527683333,1756803622,5,0.81,4.05,100
859,272.061,4.53435,1756803622,5,0.8,4,100
860,272.461,4.541016667,1756803623,5,0.81,4.05,100
861,272.862,4.5477,1756803623,5,0.8,4,100
862,273.263,4.554383333,1756803624,5,0.81,4.05,100
863,273.662,4.561033333,1756803624,5,0.8,4,100
864,274.064,4.567733333,1756803624,5,0.81,4.05,100
865,274.46,4.574333333,1756803625,5,0.8,4,100
866,274.863,4.58105,1756803625,5,0.8,4,100
867,275.262,4.5877,1756803626,5,0.81,4.05,100
868,275.662,4.594366667,1756803626,5,0.81,4.05,100
869,276.064,4.601066667,1756803626,5,0.81,4.05,100
870,276.464,4.607733333,1756803627,5,0.81,4.05,100
871,276.864,4.6144,1756803627,5,0.8,4,100
872,277.264,4.621066667,1756803628,5,0.8,4,100
873,277.664,4.627733333,1756803628,5,0.8,4,100
874,278.064,4.6344,1756803628,5,0.8,4,100
875,278.46,4.641,1756803629,5,0.81,4.05,100
876,278.86,4.647666667,1756803629,5,0.81,4.05,100
877,279.26,4.654333333,1756803630,5,0.81,4.05,100
878,279.662,4.661033333,1756803630,5,0.81,4.05,100
879,280.064,4.667733333,1756803630,5,0.81,4.05,100
880,280.464,4.6744,1756803631,5,0.81,4.05,100
881,280.864,4.681066667,1756803631,5,0.8,4,100
882,281.261,4.687683333,1756803632,5,0.81,4.05,100
883,281.664,4.6944,1756803632,5,0.81,4.05,100
884,282.064,4.701066667,1756803632,5,0.81,4.05,100
885,282.464,4.707733333,1756803633,5,0.81,4.05,100
886,282.863,4.714383333,1756803633,5,0.8,4,100
887,283.263,4.72105,1756803634,5,0.81,4.05,100
888,283.66,4.727666667,1756803634,5,0.81,4.05,100
889,284.063,4.734383333,1756803634,5,0.8,4,100
890,284.461,4.741016667,1756803635,5,0.8,4,100
891,284.865,4.74775,1756803635,5,0.8,4,100
892,285.264,4.7544,1756803636,5,0.8,4,100
893,285.664,4.761066667,1756803636,5,0.8,4.1,100
894,286.064,4.767733333,1756803636,5,0.8,4,100
895,286.464,4.7744,1756803637,5,0.81,4.05,100
896,286.86,4.781,1756803637,5,0.81,4.05,100
897,287.264,4.787733333,1756803638,5,0.8,4,100
898,287.663,4.794383333,1756803638,5,0.81,4.05,100
899,288.064,4.801066667,1756803638,5,0.81,4.05,100
900,288.464,4.807733333,1756803639,5,0.8,4,100
901,288.864,4.8144,1756803639,5,0.81,4.05,100
902,289.263,4.82105,1756803640,5,0.8,4,100
903,289.663,4.827716667,1756803640,5,0.8,4,100
904,290.06,4.834333333,1756803640,5,0.81,4.05,100
905,290.464,4.841066667,1756803641,5,0.81,4.05,100
906,290.864,4.847733333,1756803641,5,0.81,4.05,100
907,291.262,4.854366667,1756803642,5,0.81,4.05,100
908,291.664,4.861066667,1756803642,5,0.81,4.05,100
909,292.061,4.867683333,1756803642,5,0.81,4.05,100
910,292.46,4.874333333,1756803643,5,0.81,4.05,100
911,292.864,4.881066667,1756803643,5,0.81,4.05,100
912,293.264,4.887733333,1756803644,5,0.8,4,100
913,293.664,4.8944,1756803644,5,0.81,4.05,100
914,294.059,4.900983333,1756803644,5,0.81,4.05,100
915,294.464,4.907733333,1756803645,5,0.81,4.05,100
916,294.859,4.914316667,1756803645,5,0.81,4.05,100
917,295.265,4.921083333,1756803646,5,0.81,4.05,100
918,295.664,4.927733333,1756803646,5,0.81,4.05,100
919,296.064,4.9344,1756803646,5,0.81,4.05,100
920,296.464,4.941066667,1756803647,5,0.8,4,100
921,296.863,4.947716667,1756803647,5,0.8,4,100
922,297.264,4.9544,1756803648,5,0.81,4.05,100
923,297.661,4.961016667,1756803648,5,0.81,4.05,100
924,298.064,4.967733333,1756803648,5,0.8,4,100
925,298.464,4.9744,1756803649,5,0.81,4.05,100
926,298.859,4.980983333,1756803649,5,0.81,4,100
927,299.259,4.98765,1756803650,5,0.8,4,100
928,299.663,4.994383333,1756803650,5,0.81,4.05,100
929,300.062,5.001033333,1756803650,5,0.8,4,100
930,300.464,5.007733333,1756803651,5,0.8,4,100
931,300.863,5.014383333,1756803651,5,0.8,4,100
932,301.264,5.021066667,1756803652,5,0.81,4.05,100
933,301.661,5.027683333,1756803652,5,0.81,4.05,100
934,302.064,5.0344,1756803652,5,0.81,4.05,100
935,302.46,5.041,1756803653,5,0.81,4.05,100
936,302.863,5.047716667,1756803653,5,0.81,4.05,100
937,303.261,5.05435,1756803654,5,0.86,4.3,100
938,303.667,5.061116667,1756803654,5,0.81,4.05,100
939,304.067,5.067783333,1756803654,5,0.81,4.05,100
940,304.464,5.0744,1756803655,5,0.7,3.5,100
941,304.864,5.081066667,1756803655,5,0.63,3.15,0
942,305.264,5.087733333,1756803656,5,0.63,3.15,0
943,305.663,5.094383333,1756803656,5,0.63,3.15,0
944,306.064,5.101066667,1756803656,5,0.63,3.15,0
945,306.46,5.107666667,1756803657,5,0.63,3.15,0
946,306.864,5.1144,1756803657,5,0.63,3.15,0
947,307.262,5.121033333,1756803658,5,0.63,3.15,0
948,307.663,5.127716667,1756803658,5,0.63,3.15,0
949,308.063,5.134383333,1756803658,5,0.62,3.1,0
950,308.462,5.141033333,1756803659,5,0.63,3.15,0
951,308.864,5.147733333,1756803659,5,0.63,3.15,0
952,309.259,5.154316667,1756803660,5,0.63,3.15,0
953,309.664,5.161066667,1756803660,5,0.61,3.05,0
954,310.064,5.167733333,1756803660,5,0.49,2.45,0
955,310.464,5.1744,1756803661,5,0.48,2.4,0
956,310.864,5.181066667,1756803661,5,0.48,2.4,0
957,311.26,5.187666667,1756803662,5,0.48,2.4,0
958,311.659,5.194316667,1756803662,5,0.48,2.4,0
959,312.063,5.20105,1756803662,5,0.49,2.4,0
960,312.46,5.207666667,1756803663,5,0.48,2.4,0
961,312.861,5.21435,1756803663,5,0.48,2.4,0
962,313.264,5.221066667,1756803664,5,0.48,2.4,0
963,313.664,5.227733333,1756803664,5,0.48,2.4,0
964,314.06,5.234333333,1756803664,5,0.48,2.4,0
965,314.463,5.24105,1756803665,5,0.58,2.9,0
966,314.864,5.247733333,1756803665,5,0.48,2.4,0
967,315.264,5.2544,1756803666,5,0.48,2.4,0
968,315.661,5.261016667,1756803666,5,0.48,2.4,0
969,316.062,5.2677,1756803666,5,0.48,2.4,0
970,316.463,5.274383333,1756803667,5,0.48,2.4,0
971,316.864,5.281066667,1756803667,5,0.48,2.4,0
972,317.262,5.2877,1756803668,5,0.47,2.35,0
973,317.663,5.294383333,1756803668,5,0.47,2.35,0
974,318.059,5.300983333,1756803668,5,0.48,2.4,0
975,318.464,5.307733333,1756803669,5,0.48,2.4,0
