 Timestamp ;Voltage (V);Current (A);Power (W);dt (s);Energy So Far (J);cpuload
 37,073 ;0,748644;0,6251;0,467977;0;0;-1
 37,173 ;0,874627;0,88407;0,773231;0,099939;0,077276;-1
 37,273 ;0,764224;0,66975;0,511839;0,099994;0,128457;-1
 37,372 ;0,748913;0,6251;0,468145;0,099999;0,175271;-1
 37,472 ;0,74945;0,63403;0,475174;0,099999;0,222788;-1
 37,573 ;0,749987;0,63403;0,475514;0,099999;0,270338;-1
 37,673 ;0,873552;0,82156;0,717676;0,100003;0,342108;-1
 37,772 ;0,748644;0,6251;0,467977;0,100004;0,388908;-1
 37,872 ;0,748913;0,6251;0,468145;0,099993;0,435719;-1
 37,972 ;0,749181;0,6251;0,468313;0,099999;0,48255;-1
 38,072 ;0,749987;0,63403;0,475514;0,1;0,530102;-1
 38,172 ;0,748913;0,6251;0,468145;0,1;0,576916;-1
 38,273 ;0,873821;0,82156;0,717896;0,100002;0,648707;-1
 38,372 ;0,748375;0,6251;0,467809;0,099998;0,695487;-1
 38,472 ;0,748913;0,6251;0,468145;0,1;0,742302;-1
 38,572 ;0,749718;0,63403;0,475344;0,1;0,789836;-1
 38,673 ;0,749718;0,6251;0,468649;0,1;0,836701;-1
 38,772 ;0,748644;0,6251;0,467977;0,1;0,883498;-1
 38,872 ;0,748913;0,6251;0,468145;0,100001;0,930313;-1
 38,973 ;0,874627;0,82156;0,718558;0,100002;1,002171;-1
 39,072 ;0,748913;0,6251;0,468145;0,099998;1,048984;-1
 39,172 ;0,748913;0,6251;0,468145;0,100003;1,0958;-1
 39,272 ;0,749181;0,6251;0,468313;0,099999;1,142631;-1
 39,372 ;0,748644;0,6251;0,467977;0,099996;1,189427;-1
 39,472 ;0,74945;0,6251;0,468481;0,100001;1,236276;-1
 39,572 ;0,748913;0,6251;0,468145;0,099999;1,28309;-1
 39,674 ;0,874089;0,82156;0,718117;0,100001;1,354903;-1
 39,772 ;0,748644;0,63403;0,474663;0,1;1,402369;-1
 39,872 ;0,752136;0,6251;0,47016;0,099998;1,449384;-1
 39,972 ;0,749181;0,63403;0,475003;0,1;1,496885;-1
 40,072 ;0,748375;0,6251;0,467809;0,1;1,543666;-1
 40,172 ;0,749181;0,63403;0,475003;0,100001;1,591167;-1
 40,272 ;0,74945;0,6251;0,468481;0,099999;1,638014;-1
 40,373 ;0,874358;0,82156;0,718338;0,100001;1,709849;-1
 40,472 ;0,748913;0,6251;0,468145;0,1;1,756664;-1
 40,572 ;0,748644;0,6251;0,467977;0,099998;1,80346;-1
 40,672 ;0,748644;0,6251;0,467977;0,1;1,850258;-1
 40,773 ;0,748644;0,6251;0,467977;0,1;1,897056;-1
 40,872 ;0,748913;0,6251;0,468145;0,1;1,94387;-1
 40,972 ;0,74945;0,6251;0,468481;0,100001;1,990719;-1
 41,073 ;0,874627;0,81263;0,710748;0,100002;2,061795;-1
 41,172 ;0,748913;0,6251;0,468145;0,100003;2,108611;-1
 41,272 ;0,749181;0,6251;0,468313;0,099995;2,15544;-1
 41,372 ;0,749181;0,63403;0,475003;0,100001;2,20294;-1
 41,472 ;0,749718;0,6251;0,468649;0,099999;2,249805;-1
 41,572 ;0,748644;0,6251;0,467977;0,1;2,296603;-1
 41,672 ;0,748913;0,6251;0,468145;0,1;2,343417;-1
 41,773 ;0,873552;0,82156;0,717676;0,100003;2,415187;-1
 41,872 ;0,74945;0,6251;0,468481;0,099998;2,462034;-1
 41,972 ;0,748913;0,6251;0,468145;0,1;2,508848;-1
 42,072 ;0,748644;0,63403;0,474663;0,099999;2,556314;-1
 42,172 ;0,749181;0,6251;0,468313;0,1;2,603145;-1
 42,272 ;0,74945;0,6251;0,468481;0,1;2,649994;-1
 42,372 ;0,74945;0,6251;0,468481;0,1;2,696842;-1
 42,472 ;0,873821;0,82156;0,717896;0,100002;2,768633;-1
 42,572 ;0,749181;0,6251;0,468313;0,100005;2,815467;-1
 42,672 ;0,748644;0,6251;0,467977;0,099995;2,862262;-1
 42,772 ;0,748375;0,6251;0,467809;0,099997;2,909042;-1
 42,873 ;0,749181;0,63403;0,475003;0,1;2,956542;-1
 42,972 ;0,749181;0,6251;0,468313;0,100001;3,003374;-1
 43,073 ;0,874089;0,81263;0,710311;0,100002;3,074407;-1
 43,172 ;0,874627;0,82156;0,718558;0,099998;3,146261;-1
 43,272 ;0,748913;0,6251;0,468145;0,1;3,193076;-1
 43,372 ;0,748644;0,63403;0,474663;0,099999;3,240542;-1
 43,472 ;0,74945;0,6251;0,468481;0,1;3,28739;-1
 43,572 ;0,749181;0,6251;0,468313;0,1;3,334221;-1
 43,672 ;0,748913;0,6251;0,468145;0,100001;3,381036;-1
 43,773 ;0,874627;0,81263;0,710748;0,1;3,45211;-1
 43,873 ;0,749181;0,70547;0,528525;0,099999;3,504963;-1
 43,972 ;0,748644;0,6251;0,467977;0,100001;3,551761;-1
 44,072 ;0,749181;0,63403;0,475003;0,099999;3,599261;-1
 44,172 ;0,748644;0,6251;0,467977;0,100001;3,646059;-1
 44,272 ;0,74945;0,6251;0,468481;0,099999;3,692907;-1
 44,372 ;0,748375;0,6251;0,467809;0,099999;3,739688;-1
 44,473 ;0,874627;0,82156;0,718558;0,100002;3,811545;-1
 44,572 ;0,748375;0,6251;0,467809;0,099998;3,858325;-1
 44,672 ;0,748913;0,6251;0,468145;0,099999;3,905139;-1
 44,772 ;0,74945;0,6251;0,468481;0,1;3,951988;-1
 44,872 ;0,748644;0,6251;0,467977;0,1;3,998785;-1
 44,973 ;0,749181;0,6251;0,468313;0,1;4,045616;-1
 45,072 ;0,748644;0,6251;0,467977;0,100001;4,092414;-1
 45,173 ;0,873821;0,81263;0,710093;0,100002;4,163425;-1
 45,272 ;0,748913;0,66082;0,494896;0,099999;4,212914;-1
 45,372 ;0,748913;0,6251;0,468145;0,099999;4,259728;-1
 45,472 ;0,747569;0,61617;0,46063;0,1;4,305791;-1
 45,572 ;0,748913;0,6251;0,468145;0,1;4,352606;-1
 45,672 ;0,749181;0,6251;0,468313;0,1;4,399437;-1
 45,772 ;0,748375;0,6251;0,467809;0,1;4,446218;-1
 45,873 ;0,874089;0,81263;0,710311;0,100003;4,517251;-1
 45,973 ;0,748913;0,6251;0,468145;0,099999;4,564065;-1
 46,072 ;0,749181;0,6251;0,468313;0,099999;4,610896;-1
 46,172 ;0,794041;0,73226;0,581444;0,099999;4,66904;-1
 46,272 ;0,748913;0,6251;0,468145;0,100001;4,715855;-1
 46,372 ;0,74945;0,6251;0,468481;0,1;4,762703;-1
 46,472 ;0,749181;0,6251;0,468313;0,100001;4,809534;-1
 46,573 ;0,874089;0,81263;0,710311;0,100001;4,880567;-1
 46,672 ;0,749181;0,6251;0,468313;0,099998;4,927397;-1
 46,772 ;0,749181;0,6251;0,468313;0,100002;4,974229;-1
 46,872 ;0,749181;0,6251;0,468313;0,099997;5,021059;-1
 46,972 ;0,74945;0,6251;0,468481;0,1;5,067907;-1
 47,073 ;0,748913;0,6251;0,468145;0,1;5,114722;-1
 47,172 ;0,748913;0,6251;0,468145;0,1;5,161537;-1
 47,272 ;0,874089;0,82156;0,718117;0,100002;5,23335;-1
 47,372 ;0,748913;0,6251;0,468145;0,099999;5,280164;-1
 47,472 ;0,749181;0,61617;0,461623;0,099999;5,326326;-1
 47,572 ;0,749181;0,6251;0,468313;0,1;5,373157;-1
 47,672 ;0,74945;0,61617;0,461788;0,1;5,419336;-1
 47,772 ;0,748913;0,6251;0,468145;0,1;5,46615;-1
 47,875 ;0,874089;0,81263;0,710311;0,100002;5,537182;-1
 47,972 ;0,874089;0,81263;0,710311;0,099999;5,608213;-1
 48,073 ;0,74945;0,6251;0,468481;0,1;5,655061;-1
 48,172 ;0,749181;0,6251;0,468313;0,1;5,701893;-1
 48,272 ;0,748107;0,6251;0,467641;0,1;5,748657;-1
 48,372 ;0,748375;0,6251;0,467809;0,1;5,795438;-1
 48,472 ;0,748913;0,6251;0,468145;0,099999;5,842252;-1
 48,573 ;0,874089;0,81263;0,710311;0,100002;5,913284;-1
 48,673 ;0,874627;0,84835;0,74199;0,100012;5,987492;-1
 48,772 ;0,748644;0,6251;0,467977;0,099989;6,034285;-1
 48,872 ;0,74945;0,6251;0,468481;0,099997;6,081132;-1
 48,972 ;0,748644;0,6251;0,467977;0,100001;6,12793;-1
 49,072 ;0,748913;0,6251;0,468145;0,099999;6,174744;-1
 49,173 ;0,749181;0,6251;0,468313;0,100001;6,221576;-1
 49,273 ;0,873821;0,81263;0,710093;0,1;6,292585;-1
 49,372 ;0,748913;0,6251;0,468145;0,099999;6,339399;-1
 49,472 ;0,748644;0,6251;0,467977;0,100001;6,386197;-1
 49,572 ;0,748644;0,6251;0,467977;0,099999;6,432995;-1
 49,672 ;0,748913;0,6251;0,468145;0,099999;6,479809;-1
 49,772 ;0,749181;0,6251;0,468313;0,1;6,52664;-1
 49,872 ;0,74945;0,6251;0,468481;0,1;6,573488;-1
 49,973 ;0,874358;0,82156;0,718338;0,100002;6,645323;-1
 50,072 ;0,749987;0,6251;0,468817;0,099999;6,692205;-1
 50,172 ;0,749181;0,6251;0,468313;0,1;6,739036;-1
 50,273 ;0,74945;0,6251;0,468481;0,100001;6,785885;-1
 50,372 ;0,749181;0,61617;0,461623;0,1;6,832047;-1
 50,472 ;0,752136;0,61617;0,463444;0,1;6,878392;-1
 50,572 ;0,749181;0,6251;0,468313;0,1;6,925223;-1
 50,673 ;0,873821;0,81263;0,710093;0,100008;6,996238;-1
 50,772 ;0,749181;0,61617;0,461623;0,099993;7,042397;-1
 50,872 ;0,748644;0,6251;0,467977;0,099996;7,089193;-1
 50,972 ;0,748913;0,6251;0,468145;0,1;7,136007;-1
 51,072 ;0,748913;0,6251;0,468145;0,100001;7,182822;-1
 51,172 ;0,748913;0,61617;0,461457;0,1;7,228968;-1
 51,272 ;0,747569;0,6251;0,467306;0,1;7,275699;-1
 51,373 ;0,874089;0,82156;0,718117;0,100003;7,347512;-1
 51,472 ;0,748644;0,6251;0,467977;0,1;7,39431;-1
 51,572 ;0,748644;0,6251;0,467977;0,099997;7,441106;-1
 51,672 ;0,749181;0,6251;0,468313;0,1;7,487938;-1
 51,772 ;0,748913;0,6251;0,468145;0,1;7,534752;-1
 51,872 ;0,749987;0,61617;0,462119;0,1;7,580964;-1
 51,972 ;0,74945;0,61617;0,461788;0,1;7,627143;-1
 52,073 ;0,874089;0,82156;0,718117;0,100002;7,698956;-1
 52,172 ;0,749181;0,6251;0,468313;0,099999;7,745787;-1
 52,272 ;0,749181;0,61617;0,461623;0,099998;7,791949;-1
 52,373 ;0,748375;0,6251;0,467809;0,1;7,838729;-1
 52,472 ;0,748644;0,6251;0,467977;0,100002;7,885528;-1
 52,572 ;0,748913;0,61617;0,461457;0,099999;7,931673;-1
 52,672 ;0,747569;0,6251;0,467306;0,1;7,978404;-1
 52,772 ;0,874089;0,81263;0,710311;0,100002;8,049437;-1
 52,872 ;0,749987;0,6251;0,468817;0,099998;8,096318;-1
 52,972 ;0,747569;0,6251;0,467306;0,099999;8,143048;-1
 53,072 ;0,748644;0,6251;0,467977;0,1;8,189845;-1
 53,172 ;0,748644;0,6251;0,467977;0,1;8,236643;-1
 53,272 ;0,748913;0,6251;0,468145;0,1;8,283458;-1
 53,374 ;0,874089;0,8037;0,702506;0,100002;8,35371;-1
 53,476 ;0,748644;0,6251;0,467977;0,099999;8,400507;-1
 53,572 ;0,749181;0,6251;0,468313;0,099999;8,447338;-1
 53,672 ;0,748913;0,6251;0,468145;0,100002;8,494153;-1
 53,772 ;0,74945;0,61617;0,461788;0,099997;8,540331;-1
 53,872 ;0,748913;0,61617;0,461457;0,1;8,586477;-1
 53,972 ;0,748913;0,6251;0,468145;0,100001;8,633291;-1
 54,073 ;0,874089;0,82156;0,718117;0,100001;8,705104;-1
 54,172 ;0,748644;0,6251;0,467977;0,1;8,751902;-1
 54,272 ;0,748913;0,6251;0,468145;0,1;8,798716;-1
 54,372 ;0,749181;0,6251;0,468313;0,099999;8,845547;-1
 54,473 ;0,748644;0,6251;0,467977;0,100003;8,892346;-1
 54,572 ;0,748644;0,6251;0,467977;0,099998;8,939143;-1
 54,672 ;0,748913;0,61617;0,461457;0,1;8,985288;-1
 54,773 ;0,874089;0,81263;0,710311;0,100001;9,05632;-1
 54,872 ;0,747569;0,6251;0,467306;0,099999;9,10305;-1
 54,973 ;0,748913;0,6251;0,468145;0,100012;9,149871;-1
 55,073 ;0,764493;0,66082;0,505192;0,09999;9,200385;-1
 55,172 ;0,74945;0,61617;0,461788;0,1;9,246563;-1
 55,272 ;0,74945;0,6251;0,468481;0,100002;9,293413;-1
 55,372 ;0,749181;0,6251;0,468313;0,099996;9,340242;
 55,474 ;0,874089;0,81263;0,710311;0,100005;9,411277;0
 55,572 ;0,747569;0,6251;0,467306;0,099994;9,458005;0
 55,672 ;0,747569;0,63403;0,473981;0,100001;9,505404;0
 55,772 ;0,748913;0,6251;0,468145;0,099999;9,552218;0
 55,872 ;0,749987;0,61617;0,462119;0,1;9,598429;0
 55,972 ;0,748913;0,61617;0,461457;0,100001;9,644576;0
 56,072 ;0,748913;0,6251;0,468145;0,099998;9,691389;0
 56,173 ;0,873552;0,82156;0,717676;0,100003;9,763159;0
 56,272 ;0,748644;0,61617;0,461292;0,099998;9,809288;0
 56,372 ;0,748913;0,6251;0,468145;0,099999;9,856102;0
 56,472 ;0,748375;0,6251;0,467809;0,100001;9,902883;0
 56,573 ;0,748913;0,6251;0,468145;0,1;9,949698;0
 56,672 ;0,749181;0,6251;0,468313;0,099999;9,996528;0
 56,772 ;0,749181;0,61617;0,461623;0,1;10,042691;0
 56,873 ;0,874627;0,82156;0,718558;0,100003;10,114548;0
 56,972 ;0,752136;0,6251;0,47016;0,099999;10,161564;0
 57,072 ;0,748913;0,61617;0,461457;0,099999;10,207709;0
 57,172 ;0,749987;0,6251;0,468817;0,100001;10,254591;0
 57,272 ;0,748913;0,6251;0,468145;0,100002;10,301407;0
 57,372 ;0,749181;0,6251;0,468313;0,099996;10,348236;0
 57,472 ;0,749181;0,6251;0,468313;0,100002;10,395069;0
 57,573 ;0,874627;0,81263;0,710748;0,100001;10,466144;0
 57,672 ;0,749181;0,6251;0,468313;0,099999;10,512975;0
 57,772 ;0,74945;0,6251;0,468481;0,099999;10,559822;0
 57,872 ;0,748913;0,6251;0,468145;0,1;10,606637;0
 57,972 ;0,748644;0,61617;0,461292;0,099999;10,652766;0
 58,072 ;0,748644;0,6251;0,467977;0,1;10,699564;0
 58,173 ;0,874089;0,81263;0,710311;0,100003;10,770597;0
 58,272 ;0,874627;0,81263;0,710748;0,099998;10,84167;0
 58,372 ;0,74945;0,6251;0,468481;0,099999;10,888518;0
 58,472 ;0,748913;0,61617;0,461457;0,100001;10,934664;0
 58,572 ;0,749181;0,61617;0,461623;0,099999;10,980826;0
 58,673 ;0,748913;0,61617;0,461457;0,100002;11,026973;0
 58,772 ;0,749987;0,6251;0,468817;0,099998;11,073854;0
 58,873 ;0,873552;0,81263;0,709875;0,099999;11,144841;0
 58,972 ;0,74945;0,6251;0,468481;0,1;11,191689;0
 59,072 ;0,748644;0,6251;0,467977;0,1;11,238487;0
 59,172 ;0,748644;0,61617;0,461292;0,1;11,284616;0
 59,272 ;0,749181;0,61617;0,461623;0,100001;11,330778;0
 59,372 ;0,757509;0,61617;0,466754;0,1;11,377454;0
 59,472 ;0,748375;0,6251;0,467809;0,100002;11,424235;0
 59,573 ;0,874089;0,81263;0,710311;0,1;11,495267;0
 59,673 ;0,748644;0,6251;0,467977;0,099999;11,542064;0
 59,772 ;0,74945;0,61617;0,461788;0,099998;11,588242;0
 59,872 ;0,74945;0,6251;0,468481;0,1;11,63509;0
 59,972 ;0,748913;0,6251;0,468145;0,100001;11,681905;0
 60,072 ;0,756434;0,6251;0,472847;0,1;11,729189;0
 60,173 ;0,874089;0,81263;0,710311;0,100003;11,800223;0
 60,273 ;0,874358;0,84835;0,741762;0,100007;11,874405;0
 60,373 ;0,748644;0,6251;0,467977;0,099993;11,921199;0
 60,472 ;0,747569;0,6251;0,467306;0,099998;11,967929;0
 60,572 ;0,748913;0,6251;0,468145;0,100001;12,014744;0
 60,673 ;0,748644;0,6251;0,467977;0,100001;12,061542;0
 60,772 ;0,74945;0,6251;0,468481;0,100002;12,108391;0
 60,872 ;0,748644;0,6251;0,467977;0,099994;12,155186;0
 60,973 ;0,874627;0,81263;0,710748;0,100001;12,226262;0
 61,072 ;0,749181;0,6251;0,468313;0,099999;12,273093;0
 61,172 ;0,749181;0,61617;0,461623;0,100001;12,319255;0
 61,272 ;0,748644;0,61617;0,461292;0,099999;12,365384;0
 61,372 ;0,748644;0,61617;0,461292;0,1;12,411513;0
 61,472 ;0,749181;0,61617;0,461623;0,100002;12,457676;0
 61,573 ;0,74945;0,6251;0,468481;0,100007;12,504528;0
 61,674 ;0,874089;0,81263;0,710311;0,099995;12,575555;0
 61,772 ;0,748644;0,6251;0,467977;0,100001;12,622353;0
 61,872 ;0,74945;0,6251;0,468481;0,099997;12,6692;0
 61,972 ;0,74945;0,6251;0,468481;0,099999;12,716048;0
 62,072 ;0,748913;0,6251;0,468145;0,100001;12,762862;0
 62,172 ;0,749987;0,6251;0,468817;0,099999;12,809744;0
 62,272 ;0,748913;0,6251;0,468145;0,100004;12,85656;0
 62,373 ;0,874358;0,81263;0,71053;0,1;12,927613;0
 62,472 ;0,748644;0,6251;0,467977;0,1;12,974411;0
 62,572 ;0,794578;0,74119;0,588933;0,099996;13,033302;0
 62,672 ;0,748913;0,6251;0,468145;0,100001;13,080117;0
 62,773 ;0,749181;0,6251;0,468313;0,1;13,126948;0
 62,872 ;0,74945;0,61617;0,461788;0,1;13,173127;0
 62,972 ;0,751062;0,61617;0,462782;0,1;13,219405;0
 63,072 ;0,874358;0,82156;0,718338;0,100001;13,291239;0
 63,172 ;0,749181;0,6251;0,468313;0,099999;13,33807;0
 63,272 ;0,748644;0,6251;0,467977;0,1;13,384868;0
 63,372 ;0,74945;0,61617;0,461788;0,1;13,431047;0
 63,472 ;0,749181;0,6251;0,468313;0,1;13,477878;0
 63,572 ;0,748913;0,6251;0,468145;0,099999;13,524692;0
 63,673 ;0,874089;0,81263;0,710311;0,100001;13,595725;0
 63,772 ;0,747569;0,6251;0,467306;0,099999;13,642455;0
 63,873 ;0,748913;0,6251;0,468145;0,1;13,689269;0
 63,972 ;0,748375;0,6251;0,467809;0,1;13,73605;0
 64,072 ;0,749718;0,6251;0,468649;0,099999;13,782915;0
 64,172 ;0,74945;0,61617;0,461788;0,100001;13,829094;0
 64,272 ;0,748644;0,6251;0,467977;0,099999;13,875891;0
 64,373 ;0,873821;0,81263;0,710093;0,100001;13,946901;0
 64,472 ;0,748913;0,6251;0,468145;0,100002;13,993717;0
 64,572 ;0,749181;0,6251;0,468313;0,099997;14,040546;0
 64,672 ;0,74945;0,6251;0,468481;0,100003;14,087396;0
 64,772 ;0,748644;0,6251;0,467977;0,1;14,134193;0
 64,872 ;0,749987;0,61617;0,462119;0,1;14,180405;0
 64,973 ;0,748644;0,61617;0,461292;0,099998;14,226534;0
 65,073 ;0,874358;0,81263;0,71053;0,100001;14,297587;0
 65,172 ;0,748644;0,6251;0,467977;0,1;14,344385;0
 65,272 ;0,748644;0,6251;0,467977;0,099999;14,391182;0
 65,372 ;0,747569;0,6251;0,467306;0,099999;14,437913;0
 65,472 ;0,748644;0,6251;0,467977;0,100002;14,484711;0
 65,572 ;0,749181;0,61617;0,461623;0,099999;14,530873;0
 65,672 ;0,748913;0,6251;0,468145;0,099999;14,577687;0
 65,773 ;0,874089;0,81263;0,710311;0,100001;14,648719;0
 65,872 ;0,748644;0,6251;0,467977;0,099999;14,695517;0
 65,973 ;0,748913;0,6251;0,468145;0,1;14,742331;0
 66,072 ;0,748107;0,6251;0,467641;0,1;14,789095;0
 66,172 ;0,74945;0,61617;0,461788;0,099999;14,835274;0
 66,272 ;0,74945;0,61617;0,461788;0,1;14,881453;0
 66,372 ;0,752136;0,6251;0,47016;0,1;14,928469;0
 66,473 ;0,873821;0,81263;0,710093;0,100004;14,99948;0
 66,572 ;0,748913;0,6251;0,468145;0,099998;15,046294;0
 66,672 ;0,74945;0,61617;0,461788;0,1;15,092473;0
 66,772 ;0,74945;0,6251;0,468481;0,1;15,139321;0
 66,872 ;0,748913;0,6251;0,468145;0,099999;15,186135;0
 66,972 ;0,748375;0,61617;0,461126;0,1;15,232248;0
 67,073 ;0,748913;0,61617;0,461457;0,1;15,278393;0
 67,173 ;0,873821;0,82156;0,717896;0,100002;15,350184;0
 67,272 ;0,74945;0,6251;0,468481;0,1;15,397032;0
 67,372 ;0,748913;0,6251;0,468145;0,1;15,443847;0
 67,472 ;0,749181;0,6251;0,468313;0,100001;15,490679;0
 67,572 ;0,748913;0,6251;0,468145;0,100002;15,537494;0
 67,672 ;0,748644;0,6251;0,467977;0,099995;15,58429;0
 67,772 ;0,748644;0,61617;0,461292;0,1;15,630419;0
 67,873 ;0,874089;0,81263;0,710311;0,100011;15,701458;0
 67,972 ;0,748644;0,61617;0,461292;0,099991;15,747583;0
 68,073 ;0,748913;0,6251;0,468145;0,099999;15,794397;0
 68,172 ;0,748644;0,6251;0,467977;0,100001;15,841195;0
 68,272 ;0,749181;0,6251;0,468313;0,099998;15,888025;0
 68,372 ;0,748913;0,6251;0,468145;0,1;15,93484;0
 68,473 ;0,874358;0,81263;0,71053;0,100004;16,005896;0
 68,576 ;0,748913;0,61617;0,461457;0,099997;16,05204;0
 68,672 ;0,748913;0,6251;0,468145;0,100001;16,098855;0
 68,772 ;0,748913;0,6251;0,468145;0,099999;16,145669;0
 68,872 ;0,74945;0,6251;0,468481;0,1;16,192517;0
 68,972 ;0,749181;0,61617;0,461623;0,1;16,238679;0
 69,072 ;0,749987;0,61617;0,462119;0,1;16,284891;0
 69,173 ;0,874089;0,81263;0,710311;0,100001;16,355923;0
 69,272 ;0,749181;0,6251;0,468313;0,100003;16,402756;0
 69,372 ;0,748913;0,6251;0,468145;0,099997;16,449569;0
 69,472 ;0,748644;0,6251;0,467977;0,1;16,496366;0
 69,572 ;0,756434;0,61617;0,466092;0,1;16,542976;0
 69,672 ;0,749987;0,6251;0,468817;0,099999;16,589857;0
 69,772 ;0,748913;0,6251;0,468145;0,1;16,636671;0
 69,873 ;0,873821;0,81263;0,710093;0,100004;16,707684;0
 69,972 ;0,748913;0,6251;0,468145;0,099998;16,754497;0
 70,072 ;0,748375;0,6251;0,467809;0,1;16,801278;0
 70,173 ;0,748644;0,61617;0,461292;0,1;16,847407;0
 70,272 ;0,748644;0,61617;0,461292;0,099999;16,893536;0
 70,372 ;0,747569;0,61617;0,46063;0,1;16,939599;0
 70,472 ;0,748107;0,61617;0,460961;0,100001;16,985695;0
 70,573 ;0,873821;0,81263;0,710093;0,100002;17,056706;0
 70,672 ;0,74945;0,6251;0,468481;0,099999;17,103554;0
 70,772 ;0,748644;0,61617;0,461292;0,099998;17,149682;0
 70,872 ;0,748913;0,63403;0,474833;0,100001;17,197166;0
 70,972 ;0,752136;0,61617;0,463444;0,099999;17,24351;0
 71,072 ;0,748644;0,6251;0,467977;0,100001;17,290308;0
 71,172 ;0,749181;0,6251;0,468313;0,1;17,337139;0
 71,273 ;0,873821;0,81263;0,710093;0,100001;17,408149;0
 71,372 ;0,74945;0,61617;0,461788;0,099999;17,454327;0
 71,472 ;0,756434;0,6251;0,472847;0,100003;17,501613;0
 71,572 ;0,749181;0,61617;0,461623;0,099999;17,547775;0
 71,672 ;0,749181;0,61617;0,461623;0,100002;17,593938;0
 71,774 ;0,874627;0,83942;0,734179;0,100029;17,667377;0
 71,876 ;0,748913;0,6251;0,468145;0,099988;17,714186;0
 71,973 ;0,873821;0,81263;0,710093;0,099983;17,785183;0
 72,072 ;0,74945;0,6251;0,468481;0,099999;17,83203;0
 72,172 ;0,748375;0,6251;0,467809;0,100001;17,878812;0
 72,273 ;0,750524;0,61617;0,462451;0,100003;17,925058;0
 72,372 ;0,748913;0,61617;0,461457;0,099996;17,971202;0
 72,472 ;0,749181;0,6251;0,468313;0,100002;18,018034;0
 72,572 ;0,749181;0,61617;0,461623;0,099997;18,064195;0
 72,672 ;0,874089;0,81263;0,710311;0,100003;18,135228;0
 72,772 ;0,748913;0,6251;0,468145;0,099999;18,182042;0
 72,872 ;0,752136;0,6251;0,47016;0,099999;18,229058;0
 72,972 ;0,749987;0,61617;0,462119;0,1;18,27527;0
 73,072 ;0,748644;0,6251;0,467977;0,1;18,322067;0
 73,172 ;0,749987;0,6251;0,468817;0,100001;18,368949;0
 73,276 ;0,874358;0,81263;0,71053;0,100002;18,440004;0
 73,372 ;0,874089;0,81263;0,710311;0,099997;18,511032;0
 73,472 ;0,752136;0,6251;0,47016;0,100004;18,55805;0
 73,572 ;0,749181;0,6251;0,468313;0,099997;18,60488;0
 73,672 ;0,748644;0,61617;0,461292;0,1;18,651009;0
 73,772 ;0,748913;0,61617;0,461457;0,099999;18,697155;0
 73,872 ;0,749181;0,6251;0,468313;0,100001;18,743986;0
 73,973 ;0,873821;0,8037;0,70229;0,100001;18,814216;0
 74,072 ;0,749987;0,6251;0,468817;0,099999;18,861098;0
 74,172 ;0,749181;0,61617;0,461623;0,1;18,90726;0
 74,272 ;0,749987;0,61617;0,462119;0,099999;18,953472;0
 74,373 ;0,748644;0,61617;0,461292;0,1;18,999601;0
 74,472 ;0,748913;0,6251;0,468145;0,100002;19,046416;0
 74,572 ;0,749181;0,6251;0,468313;0,099999;19,093247;0
 74,673 ;0,874089;0,81263;0,710311;0,100002;19,164279;0
 74,772 ;0,748913;0,6251;0,468145;0,099997;19,211092;0
 74,872 ;0,748644;0,61617;0,461292;0,100001;19,257222;0
 74,972 ;0,748644;0,6251;0,467977;0,099999;19,304019;0
 75,072 ;0,749987;0,6251;0,468817;0,100001;19,350901;0
 75,172 ;0,74945;0,6251;0,468481;0,100004;19,397751;0
 75,272 ;0,748644;0,6251;0,467977;0,099999;19,444548;0
 75,374 ;0,873552;0,82156;0,717676;0,099998;19,516315;0
 75,472 ;0,748913;0,6251;0,468145;0,100002;19,56313;0
 75,572 ;0,749181;0,6251;0,468313;0,099997;19,60996;0
 75,672 ;0,748913;0,61617;0,461457;0,100001;19,656106;0
 75,772 ;0,748644;0,61617;0,461292;0,099998;19,702234;0
 75,872 ;0,748644;0,61617;0,461292;0,100001;19,748364;0
 75,972 ;0,748913;0,6251;0,468145;0,099999;19,795178;0
 76,073 ;0,873821;0,81263;0,710093;0,100004;19,86619;0
 76,172 ;0,747569;0,61617;0,46063;0,099998;19,912252;0
 76,272 ;0,74945;0,61617;0,461788;0,100001;19,958432;0
 76,372 ;0,749181;0,61617;0,461623;0,099998;20,004593;0
 76,473 ;0,749181;0,6251;0,468313;0,1;20,051425;0
 76,572 ;0,748913;0,61617;0,461457;0,1;20,09757;0
 76,672 ;0,749718;0,61617;0,461954;0,1;20,143766;0
 76,773 ;0,874089;0,81263;0,710311;0,100001;20,214798;0
 76,872 ;0,74945;0,6251;0,468481;0,099998;20,261645;0
 76,972 ;0,748913;0,6251;0,468145;0,1;20,30846;0
 77,072 ;0,748644;0,61617;0,461292;0,099999;20,354588;0
 77,172 ;0,74945;0,6251;0,468481;0,100002;20,401437;0
 77,272 ;0,748375;0,6251;0,467809;0,099998;20,448217;0
 77,372 ;0,749987;0,61617;0,462119;0,100001;20,49443;0
 77,474 ;0,874627;0,8037;0,702938;0,100004;20,564726;0
 77,572 ;0,748644;0,6251;0,467977;0,099998;20,611523;0
 77,672 ;0,74945;0,61617;0,461788;0,1;20,657702;0
 77,772 ;0,749181;0,6251;0,468313;0,1;20,704533;0
 77,872 ;0,749987;0,6251;0,468817;0,099998;20,751413;0
