 Timestamp ;Voltage (V);Current (A);Power (W);dt (s);Energy So Far (J);cpuload
 208,272 ;0,874358;0,94658;0,82765;0,099996;107,638049;10
 208,372 ;0,873552;0,94658;0,826887;0,099999;107,720737;10
 208,472 ;0,874089;1,786;1,561124;0,100002;107,876853;10
 208,572 ;0,874089;1,44666;1,26451;0,1;108,003304;10
 208,672 ;0,874089;0,93765;0,81959;0,099998;108,085261;10
 208,772 ;0,873821;0,93765;0,819338;0,099998;108,167194;10
 208,872 ;0,873821;0,94658;0,827141;0,1;108,249908;10
 208,973 ;0,874089;1,71456;1,498679;0,100001;108,399778;10
 209,072 ;0,874089;0,97337;0,850812;0,100001;108,48486;10
 209,172 ;0,873552;0,95551;0,834688;0,100004;108,568332;10
 209,272 ;0,874089;0,94658;0,827395;0,099996;108,651068;10
 209,372 ;0,874089;0,95551;0,835201;0,099999;108,734587;10
 209,472 ;0,873821;0,94658;0,827141;0,100001;108,817302;10
 209,572 ;0,873821;1,37522;1,201696;0,100002;108,937474;10
 209,672 ;0,874089;0,95551;0,835201;0,100008;109,021001;10
 209,772 ;0,873284;0,94658;0,826633;0,099992;109,103658;10
 209,872 ;0,874089;1,01802;0,88984;0,099998;109,19264;10
 209,973 ;0,873284;0,93765;0,818834;0,099999;109,274523;10
 210,072 ;0,874089;1,37522;1,202065;0,100003;109,394733;10
 210,172 ;0,874627;0,93765;0,820094;0,099997;109,47674;10
 210,272 ;0,874627;0,94658;0,827904;0,099999;109,55953;10
 210,372 ;0,874627;0,94658;0,827904;0,1;109,64232;10
 210,472 ;0,874089;0,93765;0,81959;0,1;109,724279;10
 210,572 ;0,874627;0,94658;0,827904;0,100011;109,807078;10
 210,672 ;0,874089;0,94658;0,827395;0,099992;109,889812;10
 210,772 ;0,874089;0,95551;0,835201;0,099998;109,97333;10
 210,872 ;0,763955;0,67868;0,518481;0,1;110,025178;10
 210,973 ;0,74945;0,64296;0,481866;0,100003;110,073366;10
 211,072 ;0,74945;0,88407;0,662566;0,1;110,139623;10
 211,172 ;0,874089;0,94658;0,827395;0,099999;110,222361;10
 211,272 ;0,873821;0,93765;0,819338;0,100005;110,304299;10
 211,372 ;0,874089;0,93765;0,81959;0,099994;110,386253;10
 211,472 ;0,874089;0,94658;0,827395;0,1;110,468993;10
 211,572 ;0,873284;0,95551;0,834431;0,1;110,552435;10
 211,672 ;0,874089;0,95551;0,835201;0,099999;110,635955;10
 211,772 ;0,874627;1,74135;1,523031;0,100001;110,78826;10
 211,872 ;0,873552;0,94658;0,826887;0,100006;110,870953;10
 211,975 ;0,874358;0,92872;0,812034;0,099993;110,952151;10
 212,072 ;0,874358;0,94658;0,82765;0,100002;111,034917;10
 212,172 ;0,873552;0,94658;0,826887;0,1;111,117606;10
 212,272 ;0,873821;0,94658;0,827141;0,099999;111,200319;10
 212,372 ;0,873552;0,94658;0,826887;0,099999;111,283007;10
 212,472 ;0,874089;0,94658;0,827395;0,100001;111,365747;10
 212,572 ;0,874358;0,93765;0,819842;0,100007;111,447737;10
 212,672 ;0,873821;1,82172;1,591857;0,099996;111,606916;10
 212,772 ;0,874627;1,01802;0,890388;0,099999;111,695954;10
 212,872 ;0,874089;0,93765;0,81959;0,099997;111,777911;10
 212,972 ;0,874358;0,95551;0,835458;0,100001;111,861458;10
 213,072 ;0,874627;0,94658;0,827904;0,1;111,944249;10
 213,172 ;0,874089;1,45559;1,272316;0,100001;112,071481;10
 213,272 ;0,873284;0,94658;0,826633;0,1;112,154145;10
 213,372 ;0,873552;0,95551;0,834688;0,099999;112,237612;10
 213,472 ;0,874089;0,93765;0,81959;0,1;112,319571;10
 213,572 ;0,874627;0,93765;0,820094;0,1;112,40158;10
 213,672 ;0,874089;2,10748;1,842126;0,099999;112,585791;10
 213,772 ;0,873552;1,43773;1,255932;0,100002;112,711387;10
 213,872 ;0,874358;0,94658;0,82765;0,099999;112,794151;10
 213,972 ;0,873821;0,93765;0,819338;0,100001;112,876086;10
 214,073 ;0,873552;0,95551;0,834688;0,099999;112,959553;10
 214,172 ;0,874089;0,93765;0,81959;0,1;113,041512;10
 214,272 ;0,873284;1,01802;0,88902;0,100001;113,130416;10
 214,372 ;0,873821;0,93765;0,819338;0,099999;113,212349;10
 214,472 ;0,873552;0,92872;0,811285;0,099999;113,293477;10
 214,572 ;0,874089;0,94658;0,827395;0,100001;113,376217;10
 214,672 ;0,874089;0,97337;0,850812;0,100002;113,4613;10
 214,772 ;0,874089;0,93765;0,81959;0,099998;113,543257;10
 214,872 ;0,873821;0,93765;0,819338;0,099999;113,625191;10
 214,972 ;0,874089;0,95551;0,835201;0,1;113,70871;10
 215,072 ;0,873821;0,93765;0,819338;0,100001;113,790645;10
 215,173 ;0,874358;0,96444;0,843266;0,100002;113,874973;10
 215,272 ;0,873821;0,94658;0,827141;0,099999;113,957686;10
 215,372 ;0,873552;1,01802;0,889294;0,100001;114,046617;10
 215,472 ;0,873552;0,94658;0,826887;0,099998;114,129303;10
 215,572 ;0,873821;0,93765;0,819338;0,1;114,211238;10
 215,672 ;0,873821;0,96444;0,842748;0,100006;114,295518;10
 215,772 ;0,874089;0,94658;0,827395;0,099994;114,378253;10
 215,872 ;0,874089;0,95551;0,835201;0,099998;114,461771;10
 215,972 ;0,874627;0,94658;0,827904;0,1;114,544562;10
 216,072 ;0,873552;1,37522;1,201326;0,100005;114,664701;10
 216,174 ;0,764493;1,35736;1,037692;0,099997;114,768467;10
 216,272 ;0,873821;1,30378;1,13927;0,1;114,882394;10
 216,372 ;0,874089;0,95551;0,835201;0,099999;114,965913;10
 216,472 ;0,873821;0,95551;0,834945;0,099998;115,049406;10
 216,572 ;0,873552;0,93765;0,819086;0,100001;115,131315;10
 216,672 ;0,873821;0,94658;0,827141;0,100001;115,214031;10
 216,772 ;0,874089;0,94658;0,827395;0,099998;115,296769;10
 216,872 ;0,874089;0,94658;0,827395;0,100001;115,379509;10
 216,972 ;0,874627;1,00909;0,882577;0,100001;115,467767;10
 217,072 ;0,874089;0,94658;0,827395;0,099999;115,550506;10
 217,172 ;0,874089;0,93765;0,81959;0,100001;115,632465;10
 217,273 ;0,873821;0,94658;0,827141;0,1;115,71518;10
 217,372 ;0,873821;0,95551;0,834945;0,100001;115,798675;10
 217,472 ;0,874089;0,95551;0,835201;0,1;115,882195;10
 217,572 ;0,874358;0,93765;0,819842;0,1;115,964179;10
 217,672 ;0,873821;0,94658;0,827141;0,099998;116,046892;10
 217,772 ;0,874089;0,93765;0,81959;0,1;116,128851;10
 217,872 ;0,873821;0,94658;0,827141;0,1;116,211565;10
 217,972 ;0,874089;0,94658;0,827395;0,100007;116,29431;10
 218,072 ;0,873821;0,9823;0,858354;0,099995;116,380142;10
 218,172 ;0,873284;0,93765;0,818834;0,099999;116,462024;10
 218,272 ;0,873552;0,94658;0,826887;0,099998;116,544711;10
 218,373 ;0,874358;0,93765;0,819842;0,100002;116,626697;10
 218,472 ;0,873821;1,00909;0,881764;0,100001;116,714874;10
 218,572 ;0,874089;0,96444;0,843007;0,1;116,799175;10
 218,672 ;0,873821;0,94658;0,827141;0,099998;116,881887;10
 218,772 ;0,874358;0,96444;0,843266;0,100002;116,966216;10
 218,872 ;0,874089;0,94658;0,827395;0,1;117,048955;10
 218,972 ;0,873552;1,00909;0,881493;0,1;117,137104;10
 219,072 ;0,874089;0,95551;0,835201;0,1;117,220624;10
 219,172 ;0,874089;0,94658;0,827395;0,099999;117,303363;10
 219,272 ;0,873552;0,94658;0,826887;0,099999;117,386051;10
 219,372 ;0,874627;0,94658;0,827904;0,100001;117,468842;10
 219,472 ;0,874089;0,95551;0,835201;0,100006;117,552367;10
 219,572 ;0,874089;0,94658;0,827395;0,099995;117,635103;10
 219,672 ;0,873821;0,94658;0,827141;0,099999;117,717816;10
 219,772 ;0,874089;1,00909;0,882035;0,099999;117,806019;10
 219,872 ;0,874089;1,00909;0,882035;0,100001;117,894223;10
 219,972 ;0,873821;0,95551;0,834945;0,099999;117,977717;10
 220,072 ;0,874089;0,93765;0,81959;0,100001;118,059677;10
 220,172 ;0,873821;1,00909;0,881764;0,100002;118,147855;10
 220,272 ;0,874089;0,94658;0,827395;0,099998;118,230593;10
 220,372 ;0,873821;1,01802;0,889567;0,100002;118,319551;10
 220,473 ;0,874358;0,94658;0,82765;0,099997;118,402314;10
 220,572 ;0,874627;0,93765;0,820094;0,1;118,484323;10
 220,672 ;0,873821;0,95551;0,834945;0,100001;118,567819;10
 220,772 ;0,874089;0,95551;0,835201;0,099999;118,651338;10
 220,872 ;0,874089;0,95551;0,835201;0,100004;118,734861;10
 220,972 ;0,873552;0,95551;0,834688;0,100007;118,818336;10
 221,072 ;0,873821;0,94658;0,827141;0,09999;118,901042;10
 221,172 ;0,874089;0,95551;0,835201;0,100001;118,984562;10
 221,272 ;0,764493;0,67868;0,518846;0,100001;119,036448;10
 221,373 ;0,749987;1,08053;0,810383;0,100003;119,117488;10
 221,475 ;0,873821;0,94658;0,827141;0,100001;119,200203;10
 221,572 ;0,873821;0,94658;0,827141;0,099994;119,282912;10
 221,672 ;0,874089;0,94658;0,827395;0,1;119,365651;10
 221,772 ;0,874089;0,94658;0,827395;0,099999;119,448391;10
 221,872 ;0,874627;0,95551;0,835715;0,1;119,531962;10
 221,972 ;0,874358;1,66991;1,460099;0,1;119,677972;10
 222,072 ;0,874089;0,94658;0,827395;0,100002;119,760713;10
 222,172 ;0,874627;0,95551;0,835715;0,1;119,844284;10
 222,272 ;0,874358;0,94658;0,82765;0,1;119,927049;10
 222,372 ;0,874089;0,94658;0,827395;0,099998;120,009787;10
 222,472 ;0,874089;1,74135;1,522096;0,100001;120,161998;10
 222,573 ;0,874089;0,95551;0,835201;0,100002;120,24552;10
 222,672 ;0,874089;0,94658;0,827395;0,099998;120,328258;10
 222,772 ;0,874089;0,94658;0,827395;0,1;120,410997;10
 222,872 ;0,874089;0,96444;0,843007;0,100002;120,495299;10
 222,972 ;0,874627;0,95551;0,835715;0,1;120,578871;10
 223,072 ;0,873821;1,00909;0,881764;0,100001;120,667048;10
 223,172 ;0,874089;0,95551;0,835201;0,099998;120,750567;10
 223,272 ;0,873821;0,94658;0,827141;0,099999;120,83328;10
 223,372 ;0,874089;0,94658;0,827395;0,099999;120,916019;10
 223,472 ;0,873821;0,96444;0,842748;0,1;121,000294;10
 223,573 ;0,874089;0,96444;0,843007;0,100003;121,084598;10
 223,672 ;0,874089;0,94658;0,827395;0,099997;121,167335;10
 223,772 ;0,873552;0,94658;0,826887;0,099999;121,250023;10
 223,872 ;0,874089;0,94658;0,827395;0,1;121,332763;10
 223,972 ;0,873821;0,94658;0,827141;0,1;121,415477;10
 224,072 ;0,874089;0,95551;0,835201;0,100001;121,498998;10
 224,172 ;0,873552;0,94658;0,826887;0,099999;121,581686;10
 224,272 ;0,873284;0,9823;0,857826;0,100002;121,66747;10
 224,372 ;0,874089;0,94658;0,827395;0,099997;121,750208;10
 224,472 ;0,873552;0,96444;0,842489;0,100001;121,834457;10
 224,572 ;0,874627;2,33966;2,046329;0,100001;122,039092;10
 224,673 ;0,874627;0,95551;0,835715;0,1;122,122664;10
 224,772 ;0,874358;0,95551;0,835458;0,099998;122,206208;10
 224,872 ;0,874089;0,95551;0,835201;0,100001;122,289729;10
 224,972 ;0,874089;1,01802;0,88984;0,100001;122,378714;10
 225,072 ;0,874627;1,01802;0,890388;0,1;122,467752;10
 225,172 ;0,873821;0,95551;0,834945;0,099998;122,551245;10
 225,272 ;0,873821;0,94658;0,827141;0,100001;122,63396;10
 225,372 ;0,873821;0,94658;0,827141;0,1;122,716674;10
 225,472 ;0,873552;0,95551;0,834688;0,1;122,800143;10
 225,572 ;0,873552;0,9823;0,85809;0,100006;122,885957;10
 225,673 ;0,873821;0,94658;0,827141;0,099995;122,968667;10
 225,772 ;0,874089;0,95551;0,835201;0,1;123,052187;10
 225,872 ;0,873821;0,94658;0,827141;0,1;123,134901;10
 225,972 ;0,873821;0,93765;0,819338;0,099999;123,216833;10
 226,072 ;0,874089;0,93765;0,81959;0,100002;123,298794;10
 226,172 ;0,874089;0,96444;0,843007;0,099999;123,383094;10
 226,272 ;0,874089;0,94658;0,827395;0,099999;123,465832;10
 226,372 ;0,873821;0,93765;0,819338;0,100005;123,54777;10
 226,476 ;0,764493;0,68761;0,525673;0,099998;123,600337;10
 226,573 ;0,793772;0,95551;0,758457;0,100003;123,676185;10
 226,673 ;0,809621;0,78584;0,636232;0,099997;123,739806;10
 226,772 ;0,749987;0,64296;0,482212;0,1;123,788028;10
 226,872 ;0,749718;0,64296;0,482039;0,1;123,836231;10
 226,973 ;0,874089;0,83049;0,725922;0,1;123,908824;10
 227,076 ;0,74945;0,893;0,669259;0,103259;123,97793;10
 227,172 ;0,874089;0,96444;0,843007;0,096742;124,059485;10
 227,272 ;0,874627;0,93765;0,820094;0,099998;124,141492;10
 227,372 ;0,874089;0,94658;0,827395;0,099998;124,22423;10
 227,472 ;0,874089;0,93765;0,81959;0,1;124,30619;10
 227,572 ;0,874089;0,94658;0,827395;0,099999;124,388928;10
 227,672 ;0,874089;0,94658;0,827395;0,100002;124,471669;10
 227,772 ;0,873284;0,95551;0,834431;0,100001;124,555113;10
 227,872 ;0,874627;1,45559;1,273098;0,099999;124,682422;10
 227,972 ;0,873821;0,95551;0,834945;0,1;124,765916;10
 228,072 ;0,874627;0,94658;0,827904;0,100001;124,848707;10
 228,172 ;0,873821;0,93765;0,819338;0,100001;124,930642;10
 228,272 ;0,873821;0,94658;0,827141;0,099997;125,013354;10
 228,372 ;0,873821;0,93765;0,819338;0,100013;125,095299;10
 228,472 ;0,873552;0,97337;0,850289;0,099989;125,180318;10
 228,572 ;0,873821;0,94658;0,827141;0,1;125,263032;10
 228,672 ;0,873552;0,94658;0,826887;0,1;125,34572;10
 228,773 ;0,873284;0,94658;0,826633;0,099999;125,428383;10
 228,872 ;0,873552;1,37522;1,201326;0,1;125,548516;10
 228,972 ;0,874627;0,94658;0,827904;0,099999;125,631306;10
 229,072 ;0,873552;0,94658;0,826887;0,100008;125,714001;10
 229,172 ;0,873821;0,95551;0,834945;0,099993;125,79749;10
 229,272 ;0,873552;1,75921;1,536762;0,1;125,951166;10
 229,372 ;0,873552;0,94658;0,826887;0,1;126,033855;10
 229,472 ;0,874358;0,94658;0,82765;0,099999;126,116619;10
 229,572 ;0,873821;0,94658;0,827141;0,1;126,199333;10
 229,672 ;0,873821;0,93765;0,819338;0,099999;126,281266;10
 229,773 ;0,873552;0,96444;0,842489;0,100003;126,365517;10
 229,872 ;0,874089;1,00909;0,882035;0,099999;126,45372;10
 229,972 ;0,873821;0,95551;0,834945;0,099999;126,537214;10
 230,072 ;0,873821;0,93765;0,819338;0,1;126,619148;10
 230,172 ;0,873552;0,93765;0,819086;0,1;126,701056;10
 230,272 ;0,874358;1,43773;1,257091;0,099999;126,826764;10
 230,372 ;0,874627;0,95551;0,835715;0,100002;126,910337;10
 230,472 ;0,874089;1,00909;0,882035;0,100001;126,998541;10
 230,572 ;0,874089;0,93765;0,81959;0,099998;127,080499;10
 230,672 ;0,873821;0,93765;0,819338;0,100001;127,162433;10
 230,772 ;0,873821;1,66098;1,451399;0,099999;127,307572;10
 230,873 ;0,874627;0,95551;0,835715;0,100002;127,391145;10
 230,972 ;0,874627;0,93765;0,820094;0,099999;127,473153;10
 231,072 ;0,874627;1,8753;1,640188;0,099999;127,637171;10
 231,172 ;0,874089;0,93765;0,81959;0,100002;127,719132;10
 231,272 ;0,873821;0,93765;0,819338;0,099998;127,801064;10
 231,372 ;0,873821;1,37522;1,201696;0,100001;127,921234;10
 231,472 ;0,873284;0,94658;0,826633;0,1;128,003897;10
 231,572 ;0,873821;0,95551;0,834945;0,1;128,087392;10
 231,672 ;0,873284;0,93765;0,818834;0,1;128,169275;10
 231,772 ;0,874627;0,9823;0,859146;0,1;128,25519;10
 231,873 ;0,873821;0,96444;0,842748;0,100001;128,339465;10
 231,972 ;0,874089;0,93765;0,81959;0,099999;128,421423;10
 232,072 ;0,873552;0,95551;0,834688;0,1;128,504892;10
 232,173 ;0,764493;0,67868;0,518846;0,100002;128,556778;10
 232,276 ;0,873821;0,87514;0,764716;0,10001;128,633257;10
 232,372 ;0,809352;0,78584;0,636021;0,099992;128,696854;10
 232,473 ;0,873552;0,86621;0,75668;0,099999;128,772521;10
 232,572 ;0,749987;0,64296;0,482212;0,1;128,820742;10
 232,672 ;0,74945;0,64296;0,481866;0,1;128,868929;10
 232,772 ;0,749718;0,64296;0,482039;0,100007;128,917136;10
 232,873 ;0,749718;0,64296;0,482039;0,099992;128,965336;10
 232,972 ;0,749718;0,64296;0,482039;0,100001;129,01354;10
 233,073 ;0,749718;0,64296;0,482039;0,100003;129,061745;10
 233,172 ;0,873821;0,96444;0,842748;0,099997;129,146018;10
 233,272 ;0,873821;0,93765;0,819338;0,099999;129,22795;10
 233,372 ;0,873821;0,94658;0,827141;0,099998;129,310663;10
 233,472 ;0,874089;0,97337;0,850812;0,100002;129,395745;10
 233,572 ;0,873821;0,95551;0,834945;0,1;129,47924;10
 233,672 ;0,873284;0,94658;0,826633;0,1;129,561903;10
 233,772 ;0,874627;2,3218;2,030709;0,1;129,764973;10
 233,872 ;0,873552;1,03588;0,904895;0,100001;129,855463;10
 233,972 ;0,874627;0,92872;0,812283;0,1;129,936691;10
 234,072 ;0,873821;0,94658;0,827141;0,099999;130,019405;10
 234,172 ;0,873821;1,44666;1,264122;0,1;130,145817;10
 234,272 ;0,874089;1,43773;1,256705;0,100001;130,271489;10
 234,372 ;0,873821;0,95551;0,834945;0,099998;130,354982;10
 234,472 ;0,874089;0,95551;0,835201;0,100001;130,438503;10
 234,572 ;0,873821;1,38415;1,209499;0,100001;130,559454;10
 234,672 ;0,874627;2,04497;1,788586;0,100001;130,738315;10
 234,772 ;0,874358;1,00016;0,874498;0,099998;130,825763;10
 234,872 ;0,874358;0,95551;0,835458;0,099999;130,909308;10
 234,973 ;0,873284;0,94658;0,826633;0,10001;130,991979;10
 235,072 ;0,873821;0,93765;0,819338;0,099992;131,073907;10
 235,172 ;0,874627;0,94658;0,827904;0,099999;131,156697;10
 235,272 ;0,873552;1,1609;1,014107;0,100002;131,25811;10
 235,372 ;0,873552;0,94658;0,826887;0,099997;131,340796;
 235,472 ;0,874089;0,95551;0,835201;0,1;131,424315;-1
 235,572 ;0,873552;0,96444;0,842489;0,1;131,508564;-1
 235,672 ;0,874627;0,94658;0,827904;0,100001;131,591355;-1
 235,772 ;0,873821;0,95551;0,834945;0,1;131,67485;-1
 235,872 ;0,874089;0,94658;0,827395;0,099999;131,757588;-1
 235,972 ;0,873821;1,00909;0,881764;0,100005;131,845769;-1
 236,072 ;0,873552;0,92872;0,811285;0,099996;131,926895;-1
 236,172 ;0,874089;0,94658;0,827395;0,1;132,009634;-1
 236,272 ;0,873821;0,94658;0,827141;0,1;132,092348;-1
 236,372 ;0,874627;0,94658;0,827904;0,099999;132,175138;-1
 236,472 ;0,874089;0,94658;0,827395;0,1;132,257877;-1
 236,572 ;0,874627;1,01802;0,890388;0,100001;132,346917;-1
 236,674 ;0,874089;0,96444;0,843007;0,100001;132,431218;-1
 236,772 ;0,873821;0,95551;0,834945;0,1;132,514712;-1
 236,872 ;0,873552;0,94658;0,826887;0,099999;132,5974;-1
 236,972 ;0,873821;0,93765;0,819338;0,1;132,679334;-1
 237,073 ;0,874089;0,94658;0,827395;0,099999;132,762073;-1
 237,172 ;0,874089;0,93765;0,81959;0,100001;132,844033;-1
 237,272 ;0,874089;1,02695;0,897646;0,100001;132,933799;-1
 237,372 ;0,874089;0,94658;0,827395;0,099999;133,016537;-1
 237,472 ;0,873821;0,94658;0,827141;0,099999;133,099251;-1
 237,572 ;0,873821;0,94658;0,827141;0,1;133,181965;-1
 237,672 ;0,873552;0,94658;0,826887;0,1;133,264654;-1
 237,772 ;0,873821;0,94658;0,827141;0,100001;133,347368;-1
 237,872 ;0,873821;0,94658;0,827141;0,099999;133,430082;-1
 237,972 ;0,874089;1,02695;0,897646;0,100001;133,519848;-1
 238,073 ;0,874089;0,94658;0,827395;0,099999;133,602586;-1
 238,172 ;0,749987;0,64296;0,482212;0,100004;133,650809;-1
 238,272 ;0,74945;0,64296;0,481866;0,099999;133,698995;-1
 238,372 ;0,749718;0,65189;0,488734;0,100001;133,747869;-1
 238,472 ;0,749181;0,64296;0,481694;0,100002;133,796039;-1
 238,572 ;0,749181;0,64296;0,481694;0,099998;133,844208;-1
 238,673 ;0,874089;0,83942;0,733728;0,100009;133,917587;-1
 238,773 ;0,749718;0,64296;0,482039;0,099994;133,965788;-1
 238,872 ;0,74945;0,64296;0,481866;0,099998;134,013973;-1
 238,972 ;0,749718;0,65189;0,488734;0,099999;134,062846;-1
 239,073 ;0,74945;0,64296;0,481866;0,100001;134,111034;-1
 239,172 ;0,749987;0,64296;0,482212;0,1;134,159255;-1
 239,272 ;0,74945;0,65189;0,488559;0,100001;134,208111;-1
 239,373 ;0,874089;0,83942;0,733728;0,1;134,281484;-1
 239,472 ;0,749718;0,64296;0,482039;0,099998;134,329687;-1
 239,572 ;0,749718;0,64296;0,482039;0,100001;134,377891;-1
 239,672 ;0,749718;0,64296;0,482039;0,099998;134,426094;-1
 239,772 ;0,749718;0,64296;0,482039;0,100001;134,474299;-1
 239,872 ;0,749718;0,64296;0,482039;0,100002;134,522503;-1
 239,972 ;0,749718;0,64296;0,482039;0,099998;134,570706;-1
 240,074 ;0,873284;0,84835;0,74085;0,100002;134,644793;-1
 240,173 ;0,873552;0,83942;0,733277;0,1;134,718121;-1
 240,272 ;0,747569;0,64296;0,480657;0,100001;134,766187;-1
 240,372 ;0,748913;0,64296;0,481521;0,099998;134,814338;-1
 240,472 ;0,74945;0,64296;0,481866;0,1;134,862525;-1
 240,572 ;0,74945;0,63403;0,475174;0,100009;134,910046;-1
 240,672 ;0,748913;0,63403;0,474833;0,099991;134,957525;-1
 240,773 ;0,873821;0,83049;0,725699;0,100002;135,030097;-1
 240,872 ;0,749987;0,64296;0,482212;0,099998;135,078317;-1
 240,972 ;0,749718;0,64296;0,482039;0,1;135,126521;-1
 241,072 ;0,749987;0,63403;0,475514;0,099998;135,174072;-1
 241,173 ;0,749718;0,64296;0,482039;0,100004;135,222277;-1
 241,272 ;0,74945;0,64296;0,481866;0,099995;135,270462;-1
 241,373 ;0,874089;0,82156;0,718117;0,100009;135,34228;-1
 241,472 ;0,874089;0,83049;0,725922;0,099994;135,414868;-1
 241,572 ;0,748913;0,64296;0,481521;0,099998;135,463019;-1
 241,672 ;0,749987;0,64296;0,482212;0,100001;135,51124;-1
 241,772 ;0,74945;0,63403;0,475174;0,099999;135,558757;-1
 241,872 ;0,748644;0,64296;0,481348;0,100002;135,606893;-1
 241,972 ;0,749718;0,64296;0,482039;0,099999;135,655096;-1
 242,073 ;0,873821;0,83049;0,725699;0,100001;135,727667;-1
 242,173 ;0,74945;0,63403;0,475174;0,099999;135,775184;-1
 242,272 ;0,748913;0,63403;0,474833;0,100001;135,822668;-1
 242,372 ;0,749718;0,63403;0,475344;0,099997;135,870201;-1
 242,472 ;0,749718;0,63403;0,475344;0,100001;135,917736;-1
 242,572 ;0,748913;0,64296;0,481521;0,099999;135,965888;-1
 242,672 ;0,749987;0,63403;0,475514;0,100001;136,01344;-1
 242,773 ;0,873552;0,83049;0,725476;0,1;136,085988;-1
 242,872 ;0,749987;0,64296;0,482212;0,099999;136,134208;-1
 242,972 ;0,749718;0,63403;0,475344;0,099999;136,181742;-1
 243,072 ;0,809083;0,77691;0,628585;0,100005;136,244604;-1
 243,174 ;0,748644;0,64296;0,481348;0,099997;136,292738;-1
 243,272 ;0,74945;0,63403;0,475174;0,099999;136,340254;-1
 243,372 ;0,748644;0,64296;0,481348;0,1;136,388389;-1
 243,473 ;0,873821;0,83049;0,725699;0,100003;136,460961;-1
 243,573 ;0,874089;0,86621;0,757145;0,100014;136,536685;-1
 243,672 ;0,749718;0,64296;0,482039;0,099986;136,584882;-1
 243,772 ;0,748644;0,64296;0,481348;0,100007;136,63302;-1
 243,872 ;0,74945;0,63403;0,475174;0,099992;136,680534;-1
 243,972 ;0,756434;0,64296;0,486357;0,099999;136,729169;-1
 244,072 ;0,749987;0,64296;0,482212;0,1;136,77739;-1
 244,174 ;0,873552;0,82156;0,717676;0,100008;136,849164;-1
 244,272 ;0,748913;0,63403;0,474833;0,099995;136,896645;-1
 244,372 ;0,752136;0,63403;0,476877;0,099996;136,944331;-1
 244,472 ;0,749181;0,63403;0,475003;0,1;136,991831;-1
 244,572 ;0,748913;0,63403;0,474833;0,1;137,039314;-1
 244,672 ;0,748644;0,64296;0,481348;0,1;137,087449;-1
 244,772 ;0,748375;0,63403;0,474492;0,1;137,134898;-1
 244,873 ;0,874089;0,83942;0,733728;0,100003;137,208273;-1
 244,972 ;0,752136;0,63403;0,476877;0,099998;137,25596;-1
 245,072 ;0,747569;0,63403;0,473981;0,099999;137,303358;-1
 245,172 ;0,749718;0,63403;0,475344;0,100004;137,350894;-1
 245,273 ;0,749718;0,63403;0,475344;0,099997;137,398427;-1
 245,372 ;0,74945;0,63403;0,475174;0,099998;137,445944;-1
 245,472 ;0,749987;0,63403;0,475514;0,100001;137,493496;-1
 245,573 ;0,873284;0,83049;0,725253;0,100006;137,566025;-1
 245,672 ;0,749181;0,64296;0,481694;0,099995;137,614192;-1
 245,772 ;0,748644;0,63403;0,474663;0,099999;137,661658;-1
 245,872 ;0,749181;0,63403;0,475003;0,099999;137,709158;-1
 245,972 ;0,74945;0,63403;0,475174;0,1;137,756675;-1
 246,072 ;0,749987;0,63403;0,475514;0,100001;137,804227;-1
 246,175 ;0,873284;0,83049;0,725253;0,100001;137,876753;-1
 246,273 ;0,873821;0,82156;0,717896;0,100001;137,948543;-1
 246,372 ;0,749181;0,63403;0,475003;0,099999;137,996043;-1
 246,472 ;0,748913;0,63403;0,474833;0,099999;138,043526;-1
 246,572 ;0,748644;0,64296;0,481348;0,1;138,091661;-1
 246,672 ;0,748644;0,63403;0,474663;0,100001;138,139127;-1
 246,772 ;0,748644;0,64296;0,481348;0,099999;138,187262;-1
 246,873 ;0,874089;0,83049;0,725922;0,1;138,259854;-1
 246,972 ;0,749181;0,63403;0,475003;0,099999;138,307354;-1
 247,072 ;0,749181;0,64296;0,481694;0,100004;138,355525;-1
 247,172 ;0,74945;0,63403;0,475174;0,100002;138,403044;-1
 247,272 ;0,748644;0,63403;0,474663;0,099996;138,450508;-1
 247,373 ;0,74945;0,63403;0,475174;0,1;138,498025;-1
 247,472 ;0,749987;0,63403;0,475514;0,1;138,545577;-1
 247,573 ;0,873552;0,82156;0,717676;0,100001;138,617345;-1
 247,672 ;0,749987;0,63403;0,475514;0,099998;138,664896;-1
 247,772 ;0,749987;0,63403;0,475514;0,100001;138,712448;-1
 247,872 ;0,747569;0,63403;0,473981;0,1;138,759846;-1
 247,972 ;0,749718;0,63403;0,475344;0,099999;138,80738;-1
 248,072 ;0,74945;0,63403;0,475174;0,1;138,854897;-1
 248,172 ;0,749987;0,63403;0,475514;0,100006;138,902451;-1
 248,273 ;0,873284;0,83049;0,725253;0,099997;138,974975;-1
 248,372 ;0,749987;0,63403;0,475514;0,099997;139,022525;-1
 248,473 ;0,748375;0,63403;0,474492;0,1;139,069974;-1
 248,572 ;0,748644;0,63403;0,474663;0,099999;139,11744;-1
 248,672 ;0,748375;0,63403;0,474492;0,100001;139,16489;-1
 248,772 ;0,752136;0,63403;0,476877;0,1;139,212577;-1
 248,872 ;0,748913;0,63403;0,474833;0,099999;139,26006;-1
 248,973 ;0,873821;0,83049;0,725699;0,100002;139,332632;-1
 249,072 ;0,74945;0,63403;0,475174;0,099998;139,380148;-1
