,round,load,period,start_time,id,channelId,exp_duration,end_time,experiment,duration,energy,power_avg,ID
515,31,0,0.03,1765900955701,3518,CH1,80026,1765901035727,stress-ng,80.026,200.30845000000065,2.5030421363057087,629
516,20,80,0.03,1765778462248,2321,CH1,80032,1765778542280,stress-ng,80.032,326.91332499999646,4.0847826494401795,634
517,33,50,0.03,1765931348447,3815,CH1,80065,1765931428512,stress-ng,80.065,298.48837500000127,3.7280756260538475,638
518,5,70,0.03,1765597946539,557,CH1,80035,1765598026574,stress-ng,80.035,320.19395000000134,4.000674080089977,647
519,29,10,0.03,1765878851986,3302,CH1,80023,1765878932009,stress-ng,80.023,262.4318000000068,3.279454656786259,662
520,26,70,0.03,1765849380387,3014,CH1,80037,1765849460424,stress-ng,80.037,317.8130999999997,3.970827242400386,670
521,32,10,0.03,1765914770254,3653,CH1,80024,1765914850278,stress-ng,80.024,265.22530000000114,3.31432195341399,672
522,4,60,0.03,1765585052252,431,CH1,80051,1765585132303,stress-ng,80.051,312.4251999999971,3.9028269478207283,673
523,20,10,0.03,1765771095312,2249,CH1,80135,1765771175447,stress-ng,80.135,261.7959500000088,3.2669364197917115,679
524,10,0,0.03,1765649522678,1061,CH1,80025,1765649602703,stress-ng,80.025,200.30487499999805,2.5030287410184076,692
525,8,60,0.03,1765632944197,899,CH1,80052,1765633024249,stress-ng,80.052,310.4018999999977,3.877503372807646,715
526,33,70,0.03,1765933190576,3833,CH1,80025,1765933270601,stress-ng,80.025,318.09417500000217,3.974935020306181,718
527,9,20,0.03,1765641234180,980,CH1,80022,1765641314202,stress-ng,80.022,274.67714999999305,3.4325204318811458,726
528,31,70,0.03,1765909244060,3599,CH1,80042,1765909324102,stress-ng,80.042,320.94542500000443,4.009712713325559,745
529,7,80,0.03,1765622813350,800,CH1,80027,1765622893377,stress-ng,80.027,326.09994999999236,4.074874104989471,746
530,28,0,0.03,1765865037507,3167,CH1,80026,1765865117533,stress-ng,80.026,200.05500000000004,2.4998750406118013,748
531,12,30,0.03,1765678074657,1340,CH1,80022,1765678154679,stress-ng,80.022,281.3454499999941,3.5158512659018037,750
532,13,90,0.03,1765695572974,1511,CH1,80027,1765695653001,stress-ng,80.027,334.5623000000086,4.180617791495478,762
533,1,70,0.03,1765550055151,89,CH1,80023,1765550135174,stress-ng,80.023,321.7344000000019,4.020524099321469,767
534,14,20,0.03,1765701099129,1565,CH1,80022,1765701179151,stress-ng,80.022,274.3097999999896,3.427929819299562,776
535,16,20,0.03,1765725044898,1799,CH1,80090,1765725124988,stress-ng,80.09,273.2837499999933,3.4122081408414697,792
536,31,100,0.03,1765912007204,3626,CH1,80027,1765912087231,stress-ng,80.027,350.3946000000059,4.378454771514687,793
537,26,100,0.03,1765852143416,3041,CH1,80030,1765852223446,stress-ng,80.03,344.6442249999894,4.306437898288009,794
538,34,20,0.03,1765940558851,3905,CH1,80022,1765940638873,stress-ng,80.022,273.7389749999957,3.420796468471117,802
539,32,80,0.03,1765922137502,3725,CH1,80035,1765922217537,stress-ng,80.035,326.6887750000024,4.081823889548352,811
540,9,90,0.03,1765647680667,1043,CH1,80025,1765647760692,stress-ng,80.025,335.22472500000094,4.1890000000000125,820
541,23,60,0.03,1765812541056,2654,CH1,80030,1765812621086,stress-ng,80.03,310.44472499999836,3.8791043983505977,835
542,15,0,0.03,1765709388482,1646,CH1,80026,1765709468508,stress-ng,80.026,200.44424999999885,2.5047390847974262,841
543,15,30,0.03,1765713993468,1691,CH1,80022,1765714073490,stress-ng,80.022,280.8630999999956,3.509823548524101,857
544,8,40,0.03,1765631102185,881,CH1,80021,1765631182206,stress-ng,80.021,291.21967499999124,3.6392906237111666,864
545,5,100,0.03,1765600709550,584,CH1,80026,1765600789576,stress-ng,80.026,346.91849999998715,4.335072351485606,871
546,18,50,0.03,1765751754036,2060,CH1,80021,1765751834057,stress-ng,80.021,299.22649999999237,3.739349670711343,883
547,27,50,0.03,1765859511700,3113,CH1,80033,1765859591733,stress-ng,80.033,298.35252499999694,3.7278688166131086,899
548,14,70,0.03,1765705704387,1610,CH1,80022,1765705784409,stress-ng,80.022,319.24162499999966,3.989423221114189,905
549,24,80,0.03,1765826355388,2789,CH1,80022,1765826435410,stress-ng,80.022,327.0284749999978,4.086732086176275,912
550,9,100,0.03,1765648601664,1052,CH1,80022,1765648681686,stress-ng,80.022,344.7121999999945,4.307717877583595,913
551,28,20,0.03,1765868721928,3203,CH1,80022,1765868801950,stress-ng,80.022,273.7404499999925,3.4208149009021582,914
552,9,60,0.03,1765644918024,1016,CH1,80034,1765644998058,stress-ng,80.034,309.4857250000023,3.8669281180498576,915
553,2,80,0.03,1765562948446,215,CH1,80027,1765563028473,stress-ng,80.027,328.60025000000155,4.106117310407757,938
554,27,80,0.03,1765862274385,3140,CH1,80029,1765862354414,stress-ng,80.029,326.46237499999864,4.079300940908904,941
555,11,10,0.03,1765663339671,1196,CH1,80022,1765663419693,stress-ng,80.022,263.33757500000473,3.2908147134538592,943
556,35,40,0.03,1765954375086,4040,CH1,80023,1765954455109,stress-ng,80.023,290.3103250000008,3.627836059632865,967
557,35,0,0.03,1765948847404,3986,CH1,80026,1765948927430,stress-ng,80.026,200.00250000000057,2.499219003823764,977
558,12,80,0.03,1765682678902,1385,CH1,80022,1765682758924,stress-ng,80.022,324.72702499999275,4.057971870235595,1002
559,27,15,0.03,1765855827465,3077,CH1,80022,1765855907487,stress-ng,80.022,266.46067500000356,3.329842730749088,1003
560,32,90,0.03,1765923058500,3734,CH1,80023,1765923138523,stress-ng,80.023,336.55880000001514,4.205775839446348,1019
561,6,60,0.03,1765608999068,665,CH1,80022,1765609079090,stress-ng,80.022,308.7751750000036,3.858628564644768,1030
562,6,50,0.03,1765608078535,656,CH1,80021,1765608158556,stress-ng,80.021,299.45847499999894,3.7422485972432105,1033
563,23,0,0.03,1765805172823,2582,CH1,80025,1765805252848,stress-ng,80.025,200.69700000000196,2.5079287722586936,1041
564,29,30,0.03,1765881615687,3329,CH1,80022,1765881695709,stress-ng,80.022,282.6115249999961,3.5316728524655234,1042
565,25,15,0.03,1765831880992,2843,CH1,80022,1765831961014,stress-ng,80.022,267.28287500000147,3.3401174052135842,1047
566,24,0,0.03,1765817146115,2699,CH1,80026,1765817226141,stress-ng,80.026,200.1443500000005,2.500991552745364,1051
567,12,5,0.03,1765674390715,1304,CH1,80022,1765674470737,stress-ng,80.022,253.91990000000456,3.173126140311471,1053
568,30,80,0.03,1765898192688,3491,CH1,80037,1765898272725,stress-ng,80.037,329.3119250000038,4.114496108050074,1057
569,18,20,0.03,1765748991431,2033,CH1,80042,1765749071473,stress-ng,80.042,272.0430999999991,3.3987544039379207,1058
570,23,50,0.03,1765811620535,2645,CH1,80069,1765811700604,stress-ng,80.069,301.448499999995,3.764859059061497,1064
571,2,50,0.03,1765560185906,188,CH1,80023,1765560265929,stress-ng,80.023,303.2169749999926,3.7891228146906837,1065
572,15,15,0.03,1765712151082,1673,CH1,80022,1765712231104,stress-ng,80.022,270.7379749999971,3.3832942815725318,1078
573,30,5,0.03,1765889904128,3410,CH1,80022,1765889984150,stress-ng,80.022,251.7611250000067,3.1461488715604045,1081
574,18,30,0.03,1765749912141,2042,CH1,80139,1765749992280,stress-ng,80.139,281.56692499999485,3.5134818877200225,1085
575,6,80,0.03,1765610840229,683,CH1,80027,1765610920256,stress-ng,80.027,324.1620749999992,4.050658840141442,1088
576,19,15,0.03,1765760043564,2141,CH1,80021,1765760123585,stress-ng,80.021,267.7774749999998,3.346340023243896,1092
577,31,30,0.03,1765905561442,3563,CH1,80022,1765905641464,stress-ng,80.022,284.8415749999986,3.559540813776194,1095
578,7,40,0.03,1765619130025,764,CH1,80022,1765619210047,stress-ng,80.022,291.38704999999345,3.6413367573916355,1115
579,13,80,0.03,1765694651948,1502,CH1,80022,1765694731970,stress-ng,80.022,325.4237750000013,4.066678850816042,1122
580,31,10,0.03,1765902797706,3536,CH1,80022,1765902877728,stress-ng,80.022,266.2793999999911,3.3275774162104303,1123
581,8,15,0.03,1765628339447,854,CH1,80022,1765628419469,stress-ng,80.022,267.6265250000022,3.3444118492414856,1136
582,13,15,0.03,1765688205015,1439,CH1,80022,1765688285037,stress-ng,80.022,266.6524499999986,3.3322392592037016,1141
583,8,80,0.03,1765634786241,917,CH1,80022,1765634866263,stress-ng,80.022,327.11957500000426,4.087870523106199,1142
584,12,15,0.03,1765676233273,1322,CH1,80021,1765676313294,stress-ng,80.021,268.2798499999964,3.3526180627584803,1143
585,3,40,0.03,1765571238507,296,CH1,80028,1765571318535,stress-ng,80.028,294.78267500000004,3.683494214524917,1144
586,1,80,0.03,1765550976194,98,CH1,80032,1765551056226,stress-ng,80.032,330.16895000000346,4.125461690323913,1149
587,11,100,0.03,1765672548705,1286,CH1,80022,1765672628727,stress-ng,80.022,344.2797250000003,4.302313426307769,1153
588,31,80,0.03,1765910165139,3608,CH1,80030,1765910245169,stress-ng,80.03,329.7482250000005,4.120307697113589,1157
589,10,20,0.03,1765653206572,1097,CH1,80089,1765653286661,stress-ng,80.089,273.3986249999914,3.4136850878396707,1165
590,35,80,0.03,1765958058651,4076,CH1,80044,1765958138695,stress-ng,80.044,327.68905000000035,4.093861501174358,1168
591,24,40,0.03,1765822672032,2753,CH1,80094,1765822752126,stress-ng,80.094,291.80529999999504,3.643285389667079,1173
592,19,80,0.03,1765766490780,2204,CH1,80022,1765766570802,stress-ng,80.022,325.3521000000067,4.065783159631185,1179
593,22,30,0.03,1765797804614,2510,CH1,80022,1765797884636,stress-ng,80.022,284.7330999999966,3.558185249056467,1197
594,30,10,0.03,1765890825290,3419,CH1,80021,1765890905311,stress-ng,80.021,268.21817499998684,3.3518473275763467,1199
595,21,20,0.03,1765784909992,2384,CH1,80021,1765784990013,stress-ng,80.021,273.9011749999944,3.4228661851263342,1202
596,20,30,0.03,1765773859040,2276,CH1,80020,1765773939060,stress-ng,80.02,281.28334999999754,3.515163084228912,1214
597,20,15,0.03,1765772016444,2258,CH1,80022,1765772096466,stress-ng,80.022,267.4881750000045,3.3426829496888923,1217
598,2,70,0.03,1765562027541,206,CH1,80026,1765562107567,stress-ng,80.026,320.57934999999753,4.005939944518,1234
599,11,20,0.03,1765665181922,1214,CH1,80072,1765665261994,stress-ng,80.072,273.4071749999902,3.414516622539592,1240
600,12,40,0.03,1765678995669,1349,CH1,80022,1765679075691,stress-ng,80.022,291.3494749999965,3.640867199020226,1241
601,3,70,0.03,1765574000560,323,CH1,80022,1765574080582,stress-ng,80.022,320.4782500000013,4.004876783884448,1251
602,12,90,0.03,1765683599928,1394,CH1,80021,1765683679949,stress-ng,80.021,333.72812500000435,4.170506804463883,1253
603,29,40,0.03,1765882536305,3338,CH1,80023,1765882616328,stress-ng,80.023,293.7579000000001,3.6709183609712226,1263
604,6,30,0.03,1765606236513,638,CH1,80022,1765606316535,stress-ng,80.022,283.6299999999984,3.5444002899202522,1293
605,7,90,0.03,1765623734360,809,CH1,80025,1765623814385,stress-ng,80.025,333.97682500000263,4.173406123086568,1294
606,11,60,0.03,1765668865527,1250,CH1,80031,1765668945558,stress-ng,80.031,309.4999500000014,3.8672508153090845,1302
607,10,10,0.03,1765651364467,1079,CH1,80025,1765651444492,stress-ng,80.025,261.8358500000033,3.271925648234968,1305
608,22,90,0.03,1765803330803,2564,CH1,80025,1765803410828,stress-ng,80.025,337.7851500000057,4.220995313964457,1306
609,1,15,0.03,1765544529387,35,CH1,80023,1765544609410,stress-ng,80.023,272.91457499998967,3.4104516826411113,1318
610,26,50,0.03,1765847538749,2996,CH1,80022,1765847618771,stress-ng,80.022,300.4440749999993,3.7545184449276365,1334
611,23,10,0.03,1765807015350,2600,CH1,80022,1765807095372,stress-ng,80.022,267.29069999999064,3.340215190822407,1341
612,1,100,0.03,1765552818236,116,CH1,80026,1765552898262,stress-ng,80.026,347.7774499999937,4.345805738135027,1350
613,29,80,0.03,1765886220020,3374,CH1,80024,1765886300044,stress-ng,80.024,329.2138750000052,4.113939255723348,1357
614,3,80,0.03,1765574921614,332,CH1,80021,1765575001635,stress-ng,80.021,329.6731250000112,4.11983260644095,1367
615,14,5,0.03,1765698336188,1538,CH1,80026,1765698416214,stress-ng,80.026,251.99527500000423,3.1489175392997804,1382
616,10,70,0.03,1765657811313,1142,CH1,80042,1765657891355,stress-ng,80.042,318.2235500000012,3.9757071287574175,1384
617,12,60,0.03,1765680837290,1367,CH1,80022,1765680917312,stress-ng,80.022,309.38767500000074,3.866282709754827,1391
618,32,70,0.03,1765921216415,3716,CH1,80039,1765921296454,stress-ng,80.039,318.9212999999955,3.984573770286929,1393
619,30,30,0.03,1765893588812,3446,CH1,80124,1765893668936,stress-ng,80.124,284.24267499999786,3.5475347586241055,1394
620,10,100,0.03,1765660574369,1169,CH1,80028,1765660654397,stress-ng,80.028,344.36669999999157,4.30307767281441,1395
621,2,0,0.03,1765553739251,125,CH1,80025,1765553819276,stress-ng,80.025,201.2339500000005,2.5146385504529896,1408
622,33,30,0.03,1765929506281,3797,CH1,80121,1765929586402,stress-ng,80.121,282.36264999999554,3.524202768312871,1416
623,34,50,0.03,1765943322231,3932,CH1,80022,1765943402253,stress-ng,80.022,297.0961250000004,3.712680575341786,1422
624,29,60,0.03,1765884377936,3356,CH1,80050,1765884457986,stress-ng,80.05,310.5147000000013,3.879009369144301,1425
625,25,90,0.03,1765839248185,2915,CH1,80029,1765839328214,stress-ng,80.029,335.0740250000025,4.186907558510072,1437
626,15,70,0.03,1765717677083,1727,CH1,80044,1765717757127,stress-ng,80.044,318.4167249999936,3.9780211508669434,1439
627,16,10,0.03,1765723203203,1781,CH1,80022,1765723283225,stress-ng,80.022,261.0505500000031,3.2622347604409176,1442
628,4,70,0.03,1765585973345,440,CH1,80022,1765586053367,stress-ng,80.022,321.59220000000096,4.01879733073406,1445
629,4,50,0.03,1765584131789,422,CH1,80021,1765584211810,stress-ng,80.021,302.4078749999945,3.779106422064139,1457
630,11,40,0.03,1765667023769,1232,CH1,80087,1765667103856,stress-ng,80.087,291.35309999999305,3.637957471249929,1461
631,35,50,0.03,1765955295831,4049,CH1,80022,1765955375853,stress-ng,80.022,299.0223250000005,3.7367514558496473,1477
632,19,50,0.03,1765763727618,2177,CH1,80042,1765763807660,stress-ng,80.042,300.2626749999991,3.751313997651222,1484
633,25,50,0.03,1765835564492,2879,CH1,80042,1765835644534,stress-ng,80.042,297.47329999999914,3.7164651058194336,1486
634,32,5,0.03,1765913849253,3644,CH1,80027,1765913929280,stress-ng,80.027,253.58662500000455,3.1687633548677887,1490
635,1,40,0.03,1765547292417,62,CH1,80022,1765547372439,stress-ng,80.022,295.24879999999376,3.6895953612755714,1492
636,9,5,0.03,1765638471297,953,CH1,80026,1765638551323,stress-ng,80.026,256.4729500000029,3.204870292155086,1495
637,3,10,0.03,1765567554016,260,CH1,80022,1765567634038,stress-ng,80.022,266.65172499998863,3.332230199195079,1497
638,21,5,0.03,1765782147308,2357,CH1,80021,1765782227329,stress-ng,80.021,252.929550000004,3.1607896677122755,1520
639,30,100,0.03,1765900034682,3509,CH1,80028,1765900114710,stress-ng,80.028,355.515225000016,4.442385477583047,1527
640,5,10,0.03,1765591499439,494,CH1,80312,1765591579751,stress-ng,80.312,267.0841749999898,3.3255824160771716,1538
641,9,15,0.03,1765640313188,971,CH1,80022,1765640393210,stress-ng,80.022,268.92747499999183,3.360669253455198,1540
642,25,60,0.03,1765836485072,2888,CH1,80028,1765836565100,stress-ng,80.028,309.88437499999833,3.8721994177037824,1546
643,9,70,0.03,1765645839070,1025,CH1,80043,1765645919113,stress-ng,80.043,319.73759999999885,3.994572917057068,1551
644,22,20,0.03,1765796883621,2501,CH1,80022,1765796963643,stress-ng,80.022,275.40077499999234,3.4415632576040633,1562
645,33,10,0.03,1765926743444,3770,CH1,80022,1765926823466,stress-ng,80.022,264.38760000000593,3.3039364174852657,1563
646,28,30,0.03,1765869642691,3212,CH1,80023,1765869722714,stress-ng,80.023,281.57789999999886,3.5187121202654095,1566
647,20,20,0.03,1765772937686,2267,CH1,80022,1765773017708,stress-ng,80.022,273.65962499999324,3.419804866161721,1578
648,5,90,0.03,1765599788558,575,CH1,80036,1765599868594,stress-ng,80.036,337.68475000000166,4.219160752661323,1592
649,8,70,0.03,1765633865227,908,CH1,80031,1765633945258,stress-ng,80.031,316.1653749999966,3.950536354662525,1600
650,16,0,0.03,1765721361216,1763,CH1,80025,1765721441241,stress-ng,80.025,200.35184999999885,2.503615745079648,1622
651,21,50,0.03,1765787672772,2411,CH1,80060,1765787752832,stress-ng,80.06,297.4802999999961,3.7157169622782424,1626
652,20,0,0.03,1765769253800,2231,CH1,80026,1765769333826,stress-ng,80.026,200.52444999999753,2.505741259090765,1630
653,23,20,0.03,1765808857635,2618,CH1,80022,1765808937657,stress-ng,80.022,274.0145999999959,3.424240833770662,1655
654,14,100,0.03,1765708467468,1637,CH1,80024,1765708547492,stress-ng,80.024,343.8541500000064,4.296887808657483,1672
655,6,10,0.03,1765603473837,611,CH1,80022,1765603553859,stress-ng,80.022,265.3723999999908,3.316243033165765,1675
656,18,100,0.03,1765756359162,2105,CH1,80023,1765756439185,stress-ng,80.023,343.3460500000098,4.290592079777187,1676
657,3,50,0.03,1765572159096,305,CH1,80021,1765572239117,stress-ng,80.021,303.9942000000025,3.7989302808013203,1698
658,21,70,0.03,1765789514399,2429,CH1,80026,1765789594425,stress-ng,80.026,319.2353500000004,3.989145402744113,1700
659,27,90,0.03,1765863195406,3149,CH1,80028,1765863275434,stress-ng,80.028,334.7138500000062,4.182459264257587,1702
660,25,40,0.03,1765834643787,2870,CH1,80098,1765834723885,stress-ng,80.098,291.6636499999959,3.6413349896376435,1708
661,18,0,0.03,1765745307381,1997,CH1,80025,1765745387406,stress-ng,80.025,199.35697500000356,2.4911836925961084,1710
662,5,50,0.03,1765596104732,539,CH1,80022,1765596184754,stress-ng,80.022,301.9593249999967,3.7734538626877194,1713
663,1,50,0.03,1765548213172,71,CH1,80065,1765548293237,stress-ng,80.065,303.38477499999703,3.7892309373633553,1732
664,5,30,0.03,1765594263454,521,CH1,80024,1765594343478,stress-ng,80.024,283.80692500000106,3.5465226057182972,1733
665,35,60,0.03,1765956216423,4058,CH1,80023,1765956296446,stress-ng,80.023,310.31802499999833,3.8778604276270365,1762
666,16,40,0.03,1765726886737,1817,CH1,80065,1765726966802,stress-ng,80.065,291.57989999999836,3.641789795790899,1770
667,2,100,0.03,1765564790483,233,CH1,80029,1765564870512,stress-ng,80.029,347.4371749999956,4.341390933286628,1773
668,31,60,0.03,1765908323562,3590,CH1,80038,1765908403600,stress-ng,80.038,312.71429999999407,3.9070728903769965,1789
669,6,100,0.03,1765612682261,701,CH1,80022,1765612762283,stress-ng,80.022,343.1926500000118,4.288728724600882,1795
670,12,100,0.03,1765684520924,1403,CH1,80022,1765684600946,stress-ng,80.022,343.13687500001015,4.288031728774714,1812
671,34,0,0.03,1765936874650,3869,CH1,80024,1765936954674,stress-ng,80.024,200.33404999999632,2.503424597620668,1815
672,24,50,0.03,1765823593280,2762,CH1,80041,1765823673321,stress-ng,80.041,301.76822499999366,3.7701706000673867,1831
673,17,10,0.03,1765735177037,1898,CH1,80021,1765735257058,stress-ng,80.021,260.80830000000196,3.259248197348221,1840
674,32,60,0.03,1765920295763,3707,CH1,80023,1765920375786,stress-ng,80.023,309.70042499999914,3.8701426464891235,1841
675,22,40,0.03,1765798725682,2519,CH1,80060,1765798805742,stress-ng,80.06,293.3120749999996,3.6636531976017936,1842
676,19,20,0.03,1765760964749,2150,CH1,80022,1765761044771,stress-ng,80.022,274.1261499999955,3.4256348254229523,1855
677,7,50,0.03,1765620050750,773,CH1,80022,1765620130772,stress-ng,80.022,298.2257999999974,3.726797630651538,1864
678,7,100,0.03,1765624655359,818,CH1,80022,1765624735381,stress-ng,80.022,343.04560000001464,4.2868911049463225,1866
679,18,90,0.03,1765755438157,2096,CH1,80027,1765755518184,stress-ng,80.027,335.3545500000081,4.190517575318431,1871
680,24,30,0.03,1765821750908,2744,CH1,80022,1765821830930,stress-ng,80.022,284.2918749999989,3.552671452850453,1874
681,34,5,0.03,1765937795653,3878,CH1,80022,1765937875675,stress-ng,80.022,257.64877500000733,3.2197242633276764,1890
682,5,60,0.03,1765597025252,548,CH1,80051,1765597105303,stress-ng,80.051,312.2565750000016,3.9007204781951703,1892
683,9,50,0.03,1765643997071,1007,CH1,80023,1765644077094,stress-ng,80.023,299.3446499999982,3.740732664358974,1894
684,22,100,0.03,1765804251803,2573,CH1,80027,1765804331830,stress-ng,80.027,347.10259999999533,4.3373186549538945,1898
685,20,50,0.03,1765775700213,2294,CH1,80022,1765775780235,stress-ng,80.022,300.4409999999971,3.754480017995015,1900
686,30,0,0.03,1765888983123,3401,CH1,80025,1765889063148,stress-ng,80.025,200.09872499999838,2.5004526710402795,1907
687,24,20,0.03,1765820829817,2735,CH1,80022,1765820909839,stress-ng,80.022,274.5543500000006,3.430985853890188,1912
688,17,90,0.03,1765743465440,1979,CH1,80022,1765743545462,stress-ng,80.022,334.8083000000059,4.1839531628802815,1929
689,6,90,0.03,1765611761253,692,CH1,80024,1765611841277,stress-ng,80.024,334.8996250000071,4.184989815555422,1936
690,3,100,0.03,1765576763617,350,CH1,80027,1765576843644,stress-ng,80.027,346.7331499999822,4.332702088045061,1937
691,31,15,0.03,1765903719057,3545,CH1,80119,1765903799176,stress-ng,80.119,271.9760749999936,3.3946513935520115,1939
692,3,5,0.03,1765566632021,251,CH1,80023,1765566712044,stress-ng,80.023,255.46112499998938,3.192346262949269,1941
693,9,10,0.03,1765639392298,962,CH1,80022,1765639472320,stress-ng,80.022,264.01614999999913,3.299294568993516,1948
694,3,30,0.03,1765570317372,287,CH1,80030,1765570397402,stress-ng,80.03,286.1783750000002,3.575888729226542,1964
695,2,60,0.03,1765561106501,197,CH1,80049,1765561186550,stress-ng,80.049,312.3688749999973,3.9022208272432795,1970
696,6,15,0.03,1765604394833,620,CH1,80022,1765604474855,stress-ng,80.022,268.89827499999274,3.3603043538026136,1989
697,26,80,0.03,1765850301362,3023,CH1,80027,1765850381389,stress-ng,80.027,325.9689250000041,4.073236845064842,1999
698,31,50,0.03,1765907402537,3581,CH1,80022,1765907482559,stress-ng,80.022,302.9179749999997,3.7854336932343564,2026
699,8,100,0.03,1765636628287,935,CH1,80024,1765636708311,stress-ng,80.024,344.33554999999603,4.302903503948766,2034
700,2,15,0.03,1765556501861,152,CH1,80022,1765556581883,stress-ng,80.022,269.5074499999897,3.3679169478392157,2065
701,2,10,0.03,1765555581248,143,CH1,80021,1765555661269,stress-ng,80.021,265.75037499999127,3.321007922920124,2073
702,28,70,0.03,1765873326382,3248,CH1,80043,1765873406425,stress-ng,80.043,318.3949749999975,3.9777991204727146,2075
703,35,90,0.03,1765958979739,4085,CH1,80027,1765959059766,stress-ng,80.027,336.28175000000635,4.202103665013137,2100
704,24,15,0.03,1765819908865,2726,CH1,80022,1765819988887,stress-ng,80.022,269.8268249999919,3.371908037789507,2101
705,12,0,0.03,1765673469719,1295,CH1,80026,1765673549745,stress-ng,80.026,200.63267499999955,2.5070936320695716,2102
706,17,100,0.03,1765744386364,1988,CH1,80022,1765744466386,stress-ng,80.022,343.22270000001623,4.289104246332462,2114
707,5,40,0.03,1765595184160,530,CH1,80022,1765595264182,stress-ng,80.022,293.6546999999959,3.6696745894878395,2115
708,16,15,0.03,1765724124137,1790,CH1,80022,1765724204159,stress-ng,80.022,267.01392500000225,3.3367564544750477,2118
709,28,50,0.03,1765871484900,3230,CH1,80067,1765871564967,stress-ng,80.067,298.45112499999664,3.727517266789022,2152
710,8,10,0.03,1765627418458,845,CH1,80022,1765627498480,stress-ng,80.022,263.39795000000544,3.291569193471863,2153
711,23,80,0.03,1765814383075,2672,CH1,80027,1765814463102,stress-ng,80.027,327.99580000000253,4.098564234570865,2160
712,1,10,0.03,1765543608249,26,CH1,80023,1765543688272,stress-ng,80.023,267.0306499999892,3.336923759419032,2171
713,11,90,0.03,1765671627694,1277,CH1,80029,1765671707723,stress-ng,80.029,335.49175000000906,4.192127228879644,2181
714,27,30,0.03,1765857670104,3095,CH1,80025,1765857750129,stress-ng,80.025,282.5274999999933,3.5304904717275014,2206
715,25,80,0.03,1765838327177,2906,CH1,80035,1765838407212,stress-ng,80.035,326.3751500000005,4.077905291435004,2228
716,33,60,0.03,1765932269507,3824,CH1,80043,1765932349550,stress-ng,80.043,309.8683500000031,3.8712735654586043,2231
717,24,10,0.03,1765818988118,2717,CH1,80022,1765819068140,stress-ng,80.022,265.19774999999765,3.3140605083601717,2255
718,20,90,0.03,1765779383273,2330,CH1,80024,1765779463297,stress-ng,80.024,335.91100000000944,4.1976282115366566,2261
719,21,0,0.03,1765781225294,2348,CH1,80026,1765781305320,stress-ng,80.026,200.42099999999715,2.504448554219843,2273
720,29,5,0.03,1765877930989,3293,CH1,80022,1765878011011,stress-ng,80.022,253.17750000000666,3.1638486916098905,2277
721,15,40,0.03,1765714914518,1700,CH1,80022,1765714994540,stress-ng,80.022,291.5240499999947,3.643048786583623,2290
722,31,5,0.03,1765901876704,3527,CH1,80022,1765901956726,stress-ng,80.022,256.7583749999902,3.208597323235988,2295
723,8,30,0.03,1765630181089,872,CH1,80022,1765630261111,stress-ng,80.022,283.0566749999974,3.537235697683105,2296
724,33,90,0.03,1765935032620,3851,CH1,80027,1765935112647,stress-ng,80.027,335.6575000000071,4.19430317267931,2300
725,17,50,0.03,1765739782305,1943,CH1,80022,1765739862327,stress-ng,80.022,298.55182499999535,3.730871822748686,2303
726,1,30,0.03,1765546371394,53,CH1,80025,1765546451419,stress-ng,80.025,284.26670000000263,3.552223680100002,2316
727,35,30,0.03,1765953453933,4031,CH1,80023,1765953533956,stress-ng,80.023,280.6450499999972,3.5070548467315295,2327
728,17,40,0.03,1765738861220,1934,CH1,80064,1765738941284,stress-ng,80.064,292.1736999999932,3.6492518485210983,2333
729,23,15,0.03,1765807936520,2609,CH1,80022,1765808016542,stress-ng,80.022,271.5908499999931,3.3939522881206807,2337
730,18,80,0.03,1765754517130,2087,CH1,80028,1765754597158,stress-ng,80.028,324.5792499999985,4.055821087619315,2342
731,33,40,0.03,1765930427397,3806,CH1,80023,1765930507420,stress-ng,80.023,291.6147499999925,3.6441366857027666,2345
732,15,100,0.03,1765720440198,1754,CH1,80022,1765720520220,stress-ng,80.022,343.5200250000032,4.292819787058599,2352
733,9,30,0.03,1765642155415,989,CH1,80022,1765642235437,stress-ng,80.022,284.0185500000014,3.549255829646865,2373
734,22,80,0.03,1765802409763,2555,CH1,80040,1765802489803,stress-ng,80.04,328.90357500000147,4.109240067466285,2380
735,11,30,0.03,1765666102779,1223,CH1,80022,1765666182801,stress-ng,80.022,281.345549999999,3.5158525155582088,2415
736,34,90,0.03,1765947005379,3968,CH1,80029,1765947085408,stress-ng,80.029,334.1027250000016,4.174770708118327,2435
737,5,20,0.03,1765593342462,512,CH1,80021,1765593422483,stress-ng,80.021,276.20654999999323,3.4516758100997644,2438
738,26,60,0.03,1765848459780,3005,CH1,80044,1765848539824,stress-ng,80.044,309.8459000000031,3.8709447303983198,2442
739,11,80,0.03,1765670707152,1268,CH1,80029,1765670787181,stress-ng,80.029,326.9387500000037,4.085253470616948,2454
740,24,90,0.03,1765827275941,2798,CH1,80028,1765827355969,stress-ng,80.028,336.32550000001424,4.202597840755914,2463
741,19,30,0.03,1765761885453,2159,CH1,80022,1765761965475,stress-ng,80.022,281.5214250000021,3.518050348654147,2467
742,33,100,0.03,1765935953634,3860,CH1,80024,1765936033658,stress-ng,80.024,344.03885000000594,4.2991958662402014,2468
