duration_s,active,3V7_WL_SW_A current(0),3V3_SYS_A current(1),1V8_SYS_A current(2),DDR_VDD2_A current(3),DDR_VDDQ_A current(4),1V1_SYS_A current(5),0V8_SW_A current(6),VDD_CORE_A current(7),3V3_DAC_A current(17),3V3_ADC_A current(18),0V8_AON_A current(16),HDMI_A current(22),3V7_WL_SW_V volt(8),3V3_SYS_V volt(9),1V8_SYS_V volt(10),DDR_VDD2_V volt(11),DDR_VDDQ_V volt(12),1V1_SYS_V volt(13),0V8_SW_V volt(14),VDD_CORE_V volt(15),3V3_DAC_V volt(20),3V3_ADC_V volt(21),0V8_AON_V volt(19),HDMI_V volt(23),EXT5V_V volt(24),BATT_V volt(25)
0.000001,0,0.001952,0.227392,0.148341,0.000000,0.000000,0.180547,0.280092,0.678680,0.000183,0.000427,0.003236,0.015507,3.711840,3.293330,1.798289,1.102563,0.613919,1.104028,0.799633,0.750256,3.304942,3.298531,0.797655,4.924500,4.936560,0.004274
0.490043,1,0.000000,0.220560,0.147365,0.011711,0.000000,0.180547,0.283996,1.178760,0.000183,0.000549,0.003297,0.015507,3.696064,3.294258,1.798289,1.102197,0.606227,1.100732,0.801098,0.750524,3.305857,3.299447,0.796776,4.909760,4.928520,0.004274
2.000060,1,0.000976,0.219584,0.155173,0.000000,0.000000,0.182499,0.284972,1.035880,0.000061,0.000672,0.003297,0.015629,3.711840,3.298898,1.797312,1.107691,0.614285,1.104761,0.800732,0.879462,3.305857,3.300363,0.797362,4.912440,4.919140,0.004274
3.000078,1,0.000000,0.233247,0.152245,0.000000,0.000000,0.181523,0.282044,1.035880,0.000122,0.000549,0.003358,0.015629,3.726687,3.291474,1.797312,1.108424,0.614285,1.104761,0.799267,0.879193,3.304942,3.299447,0.797655,4.899040,4.897700,0.004274
4.000056,1,0.000000,0.220560,0.155173,0.000000,0.000000,0.192258,0.281068,2.750440,0.000183,0.000672,0.003419,0.015873,3.700704,3.307249,1.798289,1.104761,0.602930,1.100732,0.801464,0.879193,3.304942,3.299447,0.797362,4.895020,4.891000,0.003419
5.000056,1,0.000000,0.220560,0.153221,0.000000,0.000000,0.178595,0.283020,2.455750,0.000244,0.000549,0.003358,0.015629,3.719264,3.301682,1.797800,1.108058,0.613919,1.104761,0.799633,0.879193,3.304942,3.299447,0.797948,4.893680,4.920480,0.004274
6.000057,1,0.000000,0.220560,0.153221,0.000000,0.000000,0.181523,0.283020,2.768300,0.000061,0.000672,0.003358,0.015263,3.697920,3.295186,1.798289,1.107325,0.613552,1.104394,0.800732,0.879999,3.304026,3.299447,0.797948,4.907080,4.920480,0.004274
7.000061,1,0.000976,0.220560,0.155173,0.000000,0.000000,0.182499,0.279116,1.044810,0.000122,0.000549,0.003419,0.015140,3.711840,3.301682,1.796824,1.104761,0.614285,1.104028,0.801464,0.879193,3.304942,3.299447,0.797655,4.911100,4.921820,0.004274
8.000057,1,0.000000,0.220560,0.150293,0.000000,0.000000,0.178595,0.282044,1.750280,0.000183,0.000672,0.003297,0.015507,3.701632,3.301682,1.796824,1.101830,0.604029,1.104028,0.800732,0.879731,3.304026,3.300363,0.797362,4.896360,4.907080,0.003419
9.000059,1,0.000976,0.220560,0.151269,0.000000,0.000000,0.181523,0.282044,2.053900,0.000061,0.000549,0.003297,0.016117,3.726687,3.298898,1.796824,1.106226,0.613552,1.104394,0.801831,0.879462,3.305857,3.300363,0.796776,4.912440,4.924500,0.004274
10.000058,1,0.002928,0.220560,0.152245,0.000000,0.000000,0.202017,0.282044,1.053740,0.000244,0.000549,0.003358,0.015507,3.711840,3.293330,1.798289,1.107325,0.614651,1.101098,0.801098,0.878925,3.304026,3.299447,0.797948,4.911100,4.920480,0.004274
11.000059,1,0.001952,0.221536,0.151269,0.000000,0.000000,0.179571,0.281068,1.866370,0.000122,0.000549,0.003358,0.015507,3.710912,3.291474,1.798289,1.103296,0.613186,1.101464,0.800732,0.879462,3.304942,3.299447,0.797948,4.884300,4.888320,0.004274
12.000057,1,0.000976,0.221536,0.154197,0.000000,0.000000,0.179571,0.281068,1.544890,0.000061,0.000427,0.003236,0.015263,3.703488,3.291474,1.798289,1.106226,0.604761,1.099999,0.800732,0.879462,3.303110,3.299447,0.797362,4.880280,4.897700,0.004274
13.000057,1,0.000976,0.220560,0.152245,0.000000,0.000000,0.194210,0.284972,1.786000,0.000061,0.000672,0.003358,0.015385,3.715552,3.299826,1.796824,1.102929,0.612820,1.104394,0.800732,0.879462,3.305857,3.298531,0.797655,4.912440,4.921820,0.004274
