duration_s,active,3V7_WL_SW_A current(0),3V3_SYS_A current(1),1V8_SYS_A current(2),DDR_VDD2_A current(3),DDR_VDDQ_A current(4),1V1_SYS_A current(5),0V8_SW_A current(6),VDD_CORE_A current(7),3V3_DAC_A current(17),3V3_ADC_A current(18),0V8_AON_A current(16),HDMI_A current(22),3V7_WL_SW_V volt(8),3V3_SYS_V volt(9),1V8_SYS_V volt(10),DDR_VDD2_V volt(11),DDR_VDDQ_V volt(12),1V1_SYS_V volt(13),0V8_SW_V volt(14),VDD_CORE_V volt(15),3V3_DAC_V volt(20),3V3_ADC_V volt(21),0V8_AON_V volt(19),HDMI_V volt(23),EXT5V_V volt(24),BATT_V volt(25)
0.000001,0,0.000000,0.209825,0.147365,0.000000,0.000000,0.191282,0.282044,0.687610,0.000244,0.000549,0.003419,0.015263,3.711840,3.307249,1.798777,1.102197,0.617216,1.104394,0.802930,0.749987,3.305857,3.299447,0.797655,4.927180,4.939240,0.004274
0.100066,0,0.000000,0.212753,0.146390,0.000000,0.000000,0.178595,0.280092,0.687610,0.000061,0.000549,0.003358,0.015263,3.717408,3.301682,1.797800,1.110622,0.615750,1.104761,0.801831,0.750524,3.305857,3.300363,0.797362,4.924500,4.929860,0.004274
0.200057,0,0.000000,0.218608,0.149317,0.000000,0.000000,0.179571,0.281068,0.687610,0.000061,0.000549,0.003419,0.015018,3.711840,3.293330,1.797800,1.107691,0.616483,1.105494,0.801831,0.750256,3.305857,3.300363,0.797948,4.925840,4.936560,0.004274
0.300059,0,0.000000,0.218608,0.147365,0.000000,0.000000,0.180547,0.282044,0.678680,0.000061,0.000488,0.003480,0.015385,3.713696,3.291474,1.798289,1.102197,0.616849,1.105494,0.802930,0.749987,3.304942,3.299447,0.797948,4.925840,4.935220,0.004274
0.400056,0,0.000000,0.212753,0.148341,0.000000,0.000000,0.182499,0.284972,0.687610,0.000061,0.000549,0.003419,0.015507,3.711840,3.294258,1.797800,1.103296,0.615018,1.105127,0.800732,0.749718,3.305857,3.300363,0.797362,4.919140,4.939240,0.004274
0.488725,1,0.000000,0.209825,0.148341,0.023422,0.000000,0.193234,0.285948,1.178760,0.000061,0.000549,0.003297,0.015629,3.710912,3.298898,1.798777,1.107325,0.601831,1.102929,0.801098,0.749718,3.305857,3.300363,0.797655,4.909760,4.929860,0.004274
0.600057,1,0.000000,0.213729,0.151269,0.000000,0.000000,0.179571,0.285948,1.455590,0.000305,0.000672,0.003480,0.015629,3.719264,3.293330,1.799266,1.107691,0.602197,1.102929,0.799633,0.784370,3.304026,3.299447,0.797948,4.911100,4.911100,0.004274
0.700057,1,0.000976,0.213729,0.153221,0.000000,0.000000,0.180547,0.284972,1.750280,0.000183,0.000427,0.003419,0.016606,3.696064,3.299826,1.798289,1.107691,0.606227,1.104394,0.800732,0.879999,3.304942,3.300363,0.797655,4.877600,4.907080,0.004274
0.800056,1,0.000976,0.212753,0.152245,0.000000,0.000000,0.180547,0.282044,1.875300,0.000244,0.000549,0.003419,0.015507,3.711840,3.325809,1.796824,1.108058,0.599999,1.106226,0.799633,0.879193,3.304942,3.299447,0.797655,4.895020,4.909760,0.004274
0.900056,1,0.000000,0.212753,0.154197,0.000000,0.000000,0.180547,0.286923,2.178920,0.000183,0.000427,0.003419,0.015507,3.711840,3.298898,1.799266,1.104394,0.602197,1.102929,0.801098,0.879193,3.306773,3.300363,0.797655,4.892340,4.920480,0.004274
