,period,load,exp_duration,experiment,duration,energy,power_avg,ID
29,0.0,0,80015,sleep,80.013,188.42470000000617,2.3549260745129685,728
30,0.0,0,80014,sleep,80.007,188.5283750000053,2.3563985026310856,804
31,0.0,0,80014,sleep,80.008,188.53095000000596,2.356401234876587,866
32,0.0,0,80015,sleep,80.008,188.84307500000634,2.3603024072593533,905
33,0.0,0,80015,sleep,80.008,188.795050000007,2.359702154784609,962
34,0.0,0,80015,sleep,80.012,188.75642500000654,2.359101447282989,979
35,0.01,0,80015,sleep,80.009,192.6910999999951,2.4083678086214686,20
36,0.01,0,80015,sleep,80.01,192.31579999999272,2.403647044119394,31
37,0.01,0,80015,sleep,80.011,192.33842499999395,2.403899776280686,124
38,0.01,0,80014,sleep,80.009,192.55069999999475,2.406613006036755,136
39,0.01,0,80016,sleep,80.013,192.26069999999243,2.402868283903771,233
40,0.01,0,80015,sleep,80.01,192.43952499999173,2.405193413323231,241
41,0.01,0,80015,sleep,80.009,192.42117499998932,2.4049941256607297,242
42,0.01,0,80015,sleep,79.997,192.47319999998953,2.406005225195814,334
43,0.01,0,80015,sleep,80.008,192.55389999999443,2.4066830816917615,381
44,0.01,0,80015,sleep,80.006,192.80884999999344,2.4099298802588986,407
45,0.01,0,80015,sleep,80.013,192.38679999999212,2.404444277804758,417
46,0.01,0,80015,sleep,80.011,192.42149999999023,2.4049380710151134,441
47,0.01,0,80015,sleep,80.01,192.69989999999095,2.408447694038132,456
48,0.01,0,80015,sleep,80.01,192.53794999998917,2.4064235720533578,488
49,0.01,0,80015,sleep,80.008,192.17809999999128,2.4019860513947515,548
50,0.01,0,80015,sleep,80.011,192.61769999999308,2.40739023384276,566
51,0.01,0,80016,sleep,80.012,192.30152499999534,2.403408551217259,568
52,0.01,0,80015,sleep,80.004,192.16477499999277,2.4019395905203833,569
53,0.01,0,80015,sleep,80.012,192.54922499999006,2.4065043368493484,588
54,0.01,0,80015,sleep,80.011,192.35434999999168,2.404098811413327,591
55,0.01,0,80015,sleep,80.007,192.2701999999905,2.40316722286788,608
56,0.01,0,80015,sleep,80.012,192.44909999999382,2.4052529620556142,615
57,0.01,0,80015,sleep,80.009,192.58699999999004,2.4070667049955636,621
58,0.01,0,80016,sleep,80.014,192.52999999999165,2.4062039143148906,672
59,0.01,0,80014,sleep,80.004,192.44859999999125,2.4054872256386086,695
60,0.01,0,80015,sleep,80.008,192.61939999999032,2.4075017498248967,719
61,0.01,0,80015,sleep,80.009,192.49144999999427,2.405872464347689,725
62,0.01,0,80015,sleep,80.01,192.43704999999485,2.405162479689974,749
63,0.01,0,80015,sleep,80.007,192.19172499999323,2.402186371192436,751
64,0.01,0,80014,sleep,80.009,192.15824999999418,2.4017079328574806,780
65,0.01,0,80016,sleep,80.013,192.61567499999472,2.4073047504779814,837
66,0.01,0,80016,sleep,80.008,192.26714999999055,2.4030990650933726,874
67,0.01,0,80014,sleep,80.008,192.4685999999932,2.4056169383060846,881
68,0.01,0,80015,sleep,80.012,192.45759999999282,2.405359196120492,907
69,0.01,0,80016,sleep,80.007,192.52197499999124,2.406314135013077,938
70,0.02,0,80016,sleep,80.011,192.4315499999926,2.4050636787440802,5
71,0.02,0,80014,sleep,80.01,192.52634999999103,2.4062785901761155,71
72,0.02,0,80016,sleep,80.004,192.20977499999262,2.402502062396788,118
73,0.02,0,80016,sleep,80.008,192.5045499999913,2.406066268373054,144
74,0.02,0,80016,sleep,79.988,192.13419999999275,2.40203780567076,196
75,0.02,0,80015,sleep,80.013,192.51937499999067,2.4061011960555243,240
76,0.02,0,80013,sleep,79.99,192.23477499999288,2.403235091886397,262
77,0.02,0,80015,sleep,79.976,191.9423999999934,2.3999999999999173,264
78,0.02,0,80015,sleep,80.011,192.20454999999245,2.4022265688466895,283
79,0.02,0,80015,sleep,80.009,192.2554499999941,2.4029227961853556,286
80,0.02,0,80015,sleep,80.007,192.4383749999934,2.405269226442604,296
81,0.02,0,80015,sleep,80.01,192.37999999999263,2.40444944381943,329
82,0.02,0,80016,sleep,80.011,192.48619999999204,2.4057467098272993,333
83,0.02,0,80015,sleep,80.014,192.28862499998988,2.403187254730296,350
84,0.02,0,80016,sleep,80.008,192.15172499999036,2.4016563968601936,373
85,0.02,0,80015,sleep,80.003,192.56257499999307,2.406941927177644,503
86,0.02,0,80014,sleep,80.004,192.63639999999546,2.4078346082695297,539
87,0.02,0,80016,sleep,80.013,192.46129999999013,2.405375376501195,640
88,0.02,0,80015,sleep,80.011,192.52092499999353,2.4061807126519295,642
89,0.02,0,80016,sleep,80.003,192.16879999999276,2.40201992425275,645
90,0.02,0,80016,sleep,80.008,192.31224999999066,2.403662758724011,689
91,0.02,0,80015,sleep,80.014,192.20762499999023,2.402174931886798,693
92,0.02,0,80015,sleep,79.991,192.30802499999322,2.404120776087225,736
93,0.02,0,80016,sleep,79.997,192.44614999999195,2.405667087515681,745
94,0.02,0,80014,sleep,79.987,192.24439999999277,2.403445559903394,746
95,0.02,0,80016,sleep,80.006,192.6151749999922,2.407509124315579,782
96,0.02,0,80015,sleep,80.006,192.596524999995,2.4072760167986775,811
97,0.02,0,80015,sleep,79.997,192.58122499999325,2.4073555883344784,822
98,0.02,0,80015,sleep,80.008,192.57989999999188,2.407008049194979,828
99,0.02,0,80015,sleep,80.002,192.2583749999902,2.403169608259671,861
100,0.02,0,80016,sleep,80.011,192.43592499999187,2.4051183587255736,876
101,0.02,0,80014,sleep,80.01,192.52597499999254,2.406273903261999,890
102,0.02,0,80015,sleep,80.009,192.29209999999136,2.403380869652056,909
103,0.02,0,80014,sleep,80.013,192.44132499999364,2.4051257295688653,940
104,0.02,0,80014,sleep,80.011,192.30059999999241,2.4034270287834474,952
105,0.03,0,80015,sleep,80.012,192.3746999999929,2.4043231015346813,21
106,0.03,0,80015,sleep,80.011,192.5548999999911,2.4066053417653963,35
107,0.03,0,80015,sleep,80.008,192.43074999999484,2.405143860613874,51
108,0.03,0,80016,sleep,80.012,192.41312499999384,2.404803341998623,61
109,0.03,0,80016,sleep,79.996,192.38064999999085,2.4048783689183315,75
110,0.03,0,80015,sleep,80.009,192.21629999999297,2.4024334762338357,135
111,0.03,0,80015,sleep,80.012,192.06952499999457,2.4005089861520092,150
112,0.03,0,80015,sleep,80.007,192.30722499999067,2.4036299948753315,157
113,0.03,0,80015,sleep,80.005,192.41722499999344,2.405064995937672,174
114,0.03,0,80015,sleep,80.007,192.44697499999396,2.4053767170371834,184
115,0.03,0,80016,sleep,80.008,192.55797499999323,2.4067340140985056,185
116,0.03,0,80015,sleep,80.011,192.28019999999464,2.403172063841155,200
117,0.03,0,80016,sleep,80.009,196.56597499998873,2.456798297691369,213
118,0.03,0,80014,sleep,80.01,192.3076499999942,2.403545181852196,245
119,0.03,0,80013,sleep,80.008,192.43689999999464,2.4052207279271403,260
120,0.03,0,80015,sleep,80.011,192.22539999998997,2.4024871580156475,266
121,0.03,0,80015,sleep,80.013,192.35984999999357,2.4041074575380694,341
122,0.03,0,80015,sleep,80.01,192.14252499999492,2.4014813773277703,349
123,0.03,0,80015,sleep,80.011,192.30004999999008,2.403420154728601,354
124,0.03,0,80016,sleep,80.005,192.24329999999182,2.4028910693080663,367
125,0.03,0,80015,sleep,80.005,192.19547499999433,2.4022932941690436,439
126,0.03,0,80015,sleep,80.011,192.35787499999003,2.4041428678555454,469
127,0.03,0,80015,sleep,80.005,192.53567499999517,2.4065455284044144,489
128,0.03,0,80016,sleep,80.009,192.52387499999097,2.4062777312551207,540
129,0.03,0,80016,sleep,80.008,192.2309999999961,2.4026472352764237,563
130,0.03,0,80015,sleep,80.006,192.10977499999075,2.4011920980925274,602
131,0.03,0,80015,sleep,80.012,192.75604999999257,2.4090892616106654,632
132,0.03,0,80015,sleep,80.014,192.26884999999106,2.402940110480554,668
133,0.03,0,80015,sleep,79.992,192.27002499998946,2.4036156740672747,812
134,0.03,0,80015,sleep,79.988,192.37869999999464,2.4050945141770597,870
135,0.03,0,80016,sleep,80.01,192.17659999999293,2.4019072615922124,873
136,0.03,0,80016,sleep,80.013,192.46167499999115,2.4053800632396127,878
137,0.03,0,80015,sleep,80.007,192.70754999999153,2.4086336195581826,895
138,0.03,0,80015,sleep,80.012,192.45242499999114,2.405294518322141,918
139,0.03,0,80016,sleep,80.008,192.57484999999215,2.4069449305068513,957
140,0.04,0,80015,sleep,80.009,192.291199999995,2.403369620917584,0
141,0.04,0,80016,sleep,80.01,192.5257249999922,2.406270778652571,9
142,0.04,0,80015,sleep,80.01,192.2208499999925,2.4024603174602235,27
143,0.04,0,80015,sleep,80.007,190.5381499999972,2.381518492131903,102
144,0.04,0,80015,sleep,80.009,190.63402499999722,2.382657263557815,117
145,0.04,0,80015,sleep,80.008,192.32164999999026,2.403780246975181,149
146,0.04,0,80016,sleep,80.011,192.58139999999227,2.406936546224798,219
147,0.04,0,80015,sleep,80.01,190.7045250000001,2.383508623922011,228
148,0.04,0,80015,sleep,80.012,192.14774999999244,2.401486652002105,232
149,0.04,0,80015,sleep,80.011,191.90387499999466,2.398468648060825,239
150,0.04,0,80015,sleep,80.013,192.25884999999346,2.4028451626609857,267
151,0.04,0,80015,sleep,80.006,190.62387499999954,2.382619741019418,355
152,0.04,0,80016,sleep,80.014,192.129274999994,2.401195728247482,377
153,0.04,0,80013,sleep,80.008,192.3351749999932,2.4039492925706583,383
154,0.04,0,80016,sleep,80.01,189.44532500000295,2.3677705911761397,430
155,0.04,0,80015,sleep,79.99,189.36212500000153,2.3673224778097453,431
156,0.04,0,80015,sleep,80.013,189.9886000000025,2.374471648357173,444
157,0.04,0,80015,sleep,80.008,188.95600000000272,2.361713828617172,492
158,0.04,0,80016,sleep,80.009,192.432449999994,2.4051350473071027,510
159,0.04,0,80015,sleep,80.011,192.20149999999262,2.4021884490881584,530
160,0.04,0,80015,sleep,80.011,192.08064999999272,2.4006780317705405,570
161,0.04,0,80015,sleep,80.014,192.3084499999922,2.4034350238707254,583
162,0.04,0,80015,sleep,80.009,191.24229999999812,2.3902598457673276,596
163,0.04,0,80015,sleep,80.014,192.44597499999352,2.405153785587441,613
164,0.04,0,80016,sleep,80.009,192.15682499999275,2.4016901223611438,656
165,0.04,0,80014,sleep,80.01,189.11637500000535,2.363659230096305,696
166,0.04,0,80014,sleep,80.007,192.20974999999322,2.4024116639793167,710
167,0.04,0,80014,sleep,80.009,192.34399999998993,2.404029546675873,739
168,0.04,0,80015,sleep,79.992,191.98079999999376,2.3999999999999218,765
169,0.04,0,80015,sleep,80.012,192.44197499999365,2.405163912912984,771
170,0.04,0,80016,sleep,80.007,189.29170000000317,2.365939230317387,850
171,0.04,0,80015,sleep,80.012,192.59722499999353,2.4071042468628896,871
172,0.04,0,80015,sleep,80.01,191.1862999999968,2.389530058742617,934
173,0.04,0,80015,sleep,80.006,192.3833749999894,2.4046118416117466,935
174,0.04,0,80015,sleep,80.008,192.03929999999187,2.400251224877411,972
175,0.05,0,80015,sleep,80.009,189.4457500000015,2.3678054968816196,3
176,0.05,0,80015,sleep,80.011,189.35297500000064,2.3665867818175084,30
177,0.05,0,80015,sleep,80.012,189.95352499999956,2.374062953057036,62
178,0.05,0,80015,sleep,80.01,190.47357499999922,2.380622109736273,88
179,0.05,0,80015,sleep,79.997,191.42764999999469,2.392935360075936,96
180,0.05,0,80015,sleep,80.005,189.94234999999986,2.37413099181301,104
181,0.05,0,80016,sleep,80.009,189.6737250000026,2.370654863827852,137
182,0.05,0,80015,sleep,80.01,190.5473999999936,2.3815448068990572,139
183,0.05,0,80015,sleep,80.008,189.9956500000009,2.3747081541845927,147
184,0.05,0,80015,sleep,80.008,189.42015000000126,2.3675151234876672,173
185,0.05,0,80016,sleep,79.994,189.12640000000516,2.364257319299012,176
186,0.05,0,80015,sleep,80.008,190.04642499999878,2.3753427782221626,203
187,0.05,0,80015,sleep,80.012,189.0703000000037,2.3630242963555927,255
188,0.05,0,80015,sleep,80.007,189.6619000000001,2.3705663254465246,268
189,0.05,0,80014,sleep,80.007,190.55794999999776,2.381765970477555,385
190,0.05,0,80015,sleep,80.015,189.56920000000167,2.3691707804786812,393
191,0.05,0,80014,sleep,80.01,189.61360000000258,2.36987376577931,450
192,0.05,0,80016,sleep,80.008,189.57132500000233,2.3694046220378255,454
193,0.05,0,80016,sleep,80.011,190.5641500000002,2.381724387896667,462
194,0.05,0,80016,sleep,80.011,189.40820000000338,2.3672769994126233,490
195,0.05,0,80016,sleep,80.01,190.4510999999991,2.38034120734907,505
196,0.05,0,80016,sleep,80.008,189.88832500000072,2.3733667258274265,589
197,0.05,0,80015,sleep,80.008,190.60539999999884,2.382329267073278,634
198,0.05,0,80015,sleep,80.005,190.63334999999597,2.3827679520029497,661
199,0.05,0,80015,sleep,80.009,190.0212749999987,2.374998750140593,753
200,0.05,0,80016,sleep,80.008,190.63782499999564,2.3827345390460413,778
201,0.05,0,80015,sleep,79.991,190.47667499999704,2.3812263254615775,792
202,0.05,0,80017,sleep,80.014,189.21605000000244,2.364786787312251,819
203,0.05,0,80015,sleep,80.013,190.199625,2.377109032282254,860
204,0.05,0,80015,sleep,80.009,189.89187500000054,2.373381432088897,888
205,0.05,0,80015,sleep,80.009,189.53800000000157,2.3689584921696505,891
206,0.05,0,80015,sleep,80.01,190.41042499999966,2.379832833395821,919
207,0.05,0,80015,sleep,80.009,189.6196250000036,2.3699786898974313,948
208,0.05,0,80015,sleep,80.007,189.68282500000302,2.3708278650618446,950
209,0.05,0,80015,sleep,80.014,191.4326249999962,2.3924891269027446,980
210,0.1,0,80016,sleep,80.01,188.35447500000598,2.3541366704162727,44
211,0.1,0,80015,sleep,80.008,188.50802500000518,2.356114701029962,46
212,0.1,0,80015,sleep,79.994,188.21752500000605,2.3528955296648006,86
213,0.1,0,80014,sleep,80.011,188.16592500000684,2.3517506967792783,101
214,0.1,0,80015,sleep,80.012,188.76690000000403,2.3592323651452785,106
215,0.1,0,80016,sleep,80.005,188.68765000000585,2.358448221986199,143
216,0.1,0,80015,sleep,80.007,188.6673750000059,2.358135850613145,177
217,0.1,0,80015,sleep,79.992,188.40642500000575,2.35531584408448,195
218,0.1,0,80015,sleep,80.009,188.4583000000054,2.355463760327031,201
219,0.1,0,80015,sleep,79.998,189.11087500000093,2.3639450361259144,226
220,0.1,0,80015,sleep,80.014,188.75105000000514,2.358975304321808,229
221,0.1,0,80016,sleep,79.998,188.76592500000427,2.3596330533263865,305
222,0.1,0,80015,sleep,80.009,188.43142500000639,2.3551278606157604,323
223,0.1,0,80015,sleep,80.013,188.5613500000049,2.356633921987738,326
224,0.1,0,80016,sleep,80.011,188.3937750000052,2.3545984302159106,328
225,0.1,0,80016,sleep,80.013,192.57660000000595,2.4068163923363195,338
226,0.1,0,80015,sleep,80.012,188.46250000000597,2.355427935809703,406
227,0.1,0,80016,sleep,80.01,188.42877500000736,2.35506530433705,448
228,0.1,0,80015,sleep,80.012,188.36152500000503,2.3541659376094213,449
229,0.1,0,80015,sleep,80.01,188.49370000000545,2.355876765404392,476
230,0.1,0,80015,sleep,80.014,188.30030000000536,2.3533419151649135,500
231,0.1,0,80014,sleep,80.008,188.3511000000063,2.3541533346666124,504
232,0.1,0,80016,sleep,80.011,188.86627500000674,2.3605038682182045,516
233,0.1,0,80015,sleep,80.01,188.37492500000587,2.35439226346714,549
234,0.1,0,80015,sleep,80.01,188.21715000000583,2.352420322459765,590
235,0.1,0,80015,sleep,80.011,188.47565000000458,2.355621727012593,638
236,0.1,0,80015,sleep,80.007,188.1901500000066,2.3521710600323296,646
237,0.1,0,80015,sleep,80.009,188.48840000000484,2.3558399680036604,700
238,0.1,0,80015,sleep,80.008,188.4045750000066,2.3548217053295497,724
239,0.1,0,80015,sleep,80.009,188.31320000000545,2.3536502143509535,727
240,0.1,0,80016,sleep,80.011,188.02585000000673,2.350000000000084,769
241,0.1,0,80014,sleep,80.005,188.367700000006,2.354449096931517,775
242,0.1,0,80015,sleep,80.011,188.38107500000618,2.354439702041047,776
243,0.1,0,80015,sleep,80.009,188.660775000006,2.357994413128598,797
244,0.1,0,80015,sleep,80.01,188.35545000000528,2.354148856393017,840
245,0.2,0,80015,sleep,80.014,188.53807500000514,2.3563135826231054,25
246,0.2,0,80015,sleep,80.005,188.43155000000561,2.355247172051817,48
247,0.2,0,80016,sleep,80.01,188.58890000000648,2.3570666166729968,73
248,0.2,0,80016,sleep,80.012,188.52557500000506,2.356216255061804,93
249,0.2,0,80015,sleep,80.009,188.5602250000054,2.3567376795111223,175
250,0.2,0,80015,sleep,79.993,188.26185000000407,2.3534790544173125,179
251,0.2,0,80015,sleep,80.011,188.1821750000064,2.351953793853425,198
252,0.2,0,80015,sleep,79.995,188.55950000000374,2.357141071317004,209
253,0.2,0,80015,sleep,79.994,188.61502500000572,2.3578646523489977,210
254,0.2,0,80015,sleep,80.004,188.3175500000057,2.35385168241595,212
255,0.2,0,80015,sleep,80.01,188.73790000000528,2.35892888388958,243
256,0.2,0,80015,sleep,80.008,188.56347500000572,2.356807756724399,263
257,0.2,0,80016,sleep,80.006,188.1736250000051,2.351993912956592,301
258,0.2,0,80016,sleep,79.989,188.38607500000532,2.355149770593523,330
259,0.2,0,80016,sleep,80.011,188.50952500000412,2.3560451062979357,359
260,0.2,0,80015,sleep,80.013,188.28370000000558,2.353163860872678,370
261,0.2,0,80016,sleep,80.012,188.7139000000063,2.358569964505403,375
262,0.2,0,80016,sleep,80.01,188.87317500000478,2.3606196100488033,409
263,0.2,0,80016,sleep,80.002,188.85587500000636,2.360639421514542,410
264,0.2,0,80016,sleep,80.01,188.643575000006,2.3577499687539807,416
265,0.2,0,80015,sleep,80.008,188.54790000000443,2.3566130886911862,419
266,0.2,0,80016,sleep,80.014,188.46592500000511,2.355411865423615,432
267,0.2,0,80016,sleep,80.011,188.46357500000602,2.355470810263664,464
268,0.2,0,80015,sleep,80.01,188.59577500000358,2.3571525434321154,507
269,0.2,0,80016,sleep,80.008,188.31192500000546,2.353663696130455,534
270,0.2,0,80015,sleep,80.006,188.60417500000517,2.3573753843462386,555
271,0.2,0,80015,sleep,80.012,188.56035000000662,2.3566508773684776,556
272,0.2,0,80015,sleep,80.007,188.80737500000393,2.3598856975015177,658
273,0.2,0,80016,sleep,80.004,188.16150000000553,2.351901154942322,752
274,0.2,0,80016,sleep,80.012,188.4788750000039,2.355632592611157,767
275,0.2,0,80016,sleep,79.998,188.34267500000493,2.354342296057463,813
276,0.2,0,80016,sleep,80.003,188.37865000000633,2.354644825819111,836
277,0.2,0,80016,sleep,80.014,188.57782500000542,2.356810370685198,893
278,0.2,0,80015,sleep,80.006,188.69067500000625,2.3584565532585837,899
279,0.2,0,80015,sleep,80.011,188.8584500000067,2.360406069165574,951
280,0.5,0,80016,sleep,80.007,194.3552500000038,2.429228067544137,15
281,0.5,0,80016,sleep,80.013,188.7859250000048,2.359440653393883,50
282,0.5,0,80014,sleep,79.987,188.50220000000542,2.356660457324383,180
283,0.5,0,80016,sleep,80.012,188.6695750000058,2.3580159851023073,303
284,0.5,0,80016,sleep,80.011,188.49522500000484,2.3558663808726905,322
285,0.5,0,80016,sleep,80.01,188.4209750000044,2.3549678165229895,369
286,0.5,0,80016,sleep,80.011,188.5148000000076,2.356111034732819,376
287,0.5,0,80015,sleep,80.007,188.56345000000533,2.3568369017711617,388
288,0.5,0,80016,sleep,79.997,188.51602500000416,2.3565386827006534,399
289,0.5,0,80016,sleep,80.012,188.51205000000493,2.356047217917374,404
290,0.5,0,80016,sleep,80.009,189.10605000000663,2.3635597245310733,422
291,0.5,0,80016,sleep,80.01,188.7105750000066,2.3585873640795723,423
292,0.5,0,80015,sleep,80.01,188.74532500000586,2.3590216847894743,427
293,0.5,0,80016,sleep,80.014,188.69682500000573,2.3582976104182487,433
294,0.5,0,80016,sleep,80.011,188.54420000000596,2.356478484208496,478
295,0.5,0,80016,sleep,79.989,188.94780000000537,2.362172298691137,485
296,0.5,0,80015,sleep,80.012,188.9043500000056,2.3609502324652003,518
297,0.5,0,80015,sleep,80.012,188.52077500000522,2.356156264060456,521
298,0.5,0,80015,sleep,80.014,188.6343500000053,2.3575168095583936,538
299,0.5,0,80015,sleep,80.004,188.1825000000057,2.35216364181798,567
300,0.5,0,80016,sleep,80.009,188.70125000000837,2.3585002937170616,633
301,0.5,0,80016,sleep,80.013,188.73192500000604,2.3587657630635777,637
302,0.5,0,80016,sleep,80.01,188.3168250000051,2.353666104237034,648
303,0.5,0,80015,sleep,80.009,188.5206500000061,2.3562430476572147,678
304,0.5,0,80016,sleep,80.009,189.01330000000533,2.3624004799460727,703
305,0.5,0,80015,sleep,80.009,189.18567500000646,2.36455492507101,708
306,0.5,0,80015,sleep,80.013,188.72592500000553,2.358690775249091,722
307,0.5,0,80014,sleep,80.008,188.91467500000616,2.3611973177683003,729
308,0.5,0,80015,sleep,80.006,188.48472500000517,2.3558823713222155,733
309,0.5,0,80015,sleep,80.006,188.8311000000046,2.3602117341199986,790
310,0.5,0,80016,sleep,80.015,188.79925000000736,2.359548209710771,796
311,0.5,0,80015,sleep,80.01,188.3774000000049,2.3544231971004237,849
312,0.5,0,80015,sleep,80.012,188.93575000000496,2.361342673599022,906
313,0.5,0,80014,sleep,80.004,188.53170000000463,2.356528423578879,933
314,0.5,0,80015,sleep,80.007,188.790825000006,2.3596788406015223,944
315,1.0,0,80016,sleep,80.014,188.7960000000046,2.3595370810108807,4
316,1.0,0,80015,sleep,80.009,188.54797500000507,2.356584571735743,10
317,1.0,0,80016,sleep,80.012,189.0906500000057,2.3632786332050904,60
318,1.0,0,80015,sleep,80.009,188.5633750000051,2.3567770500819294,121
319,1.0,0,80015,sleep,80.006,188.4029000000056,2.354859635527405,154
320,1.0,0,80015,sleep,80.005,188.98512500000632,2.3621664270983853,187
321,1.0,0,80016,sleep,80.01,188.54627500000663,2.356533870766237,218
322,1.0,0,80015,sleep,80.009,188.58585000000633,2.3570579559800313,237
323,1.0,0,80016,sleep,80.011,188.7474750000059,2.3590190723776217,325
324,1.0,0,80016,sleep,80.016,189.1200500000042,2.363527919416169,374
325,1.0,0,80016,sleep,79.999,188.58137500000652,2.357296653708253,382
326,1.0,0,80016,sleep,80.003,188.4995000000067,2.356155394172802,401
327,1.0,0,80016,sleep,80.014,188.8998500000063,2.360834978878775,411
328,1.0,0,80016,sleep,80.009,188.5597750000059,2.3567320551438704,415
329,1.0,0,80015,sleep,80.013,188.69490000000627,2.3583030257583926,426
330,1.0,0,80016,sleep,80.012,188.75247500000629,2.359052079688125,436
331,1.0,0,80015,sleep,80.01,188.9973000000055,2.36217097862774,524
332,1.0,0,80015,sleep,80.01,188.952800000005,2.3616147981502937,531
333,1.0,0,80015,sleep,80.007,188.49110000000758,2.3559326058970784,565
334,1.0,0,80015,sleep,80.006,189.01002500000524,2.362448128890399,636
335,1.0,0,80015,sleep,80.013,188.63747500000525,2.3575853298839595,649
336,1.0,0,80016,sleep,80.01,188.76607500000608,2.3592810273716545,655
337,1.0,0,80016,sleep,80.008,188.71012500000631,2.358640698430236,669
338,1.0,0,80016,sleep,80.011,188.70720000000443,2.358515704090743,741
339,1.0,0,80015,sleep,80.003,188.59205000000645,2.3573122257916133,758
340,1.0,0,80016,sleep,80.011,188.49182500000617,2.355823886715654,768
341,1.0,0,80015,sleep,80.012,188.5955750000066,2.3570911238315078,791
342,1.0,0,80016,sleep,80.013,188.75860000000583,2.3590991463887847,846
343,1.0,0,80016,sleep,80.007,188.60117500000544,2.357308423013054,848
344,1.0,0,80015,sleep,80.012,188.85877500000663,2.360380630405522,910
345,1.0,0,80016,sleep,80.014,188.73125000000633,2.3587278476267444,913
346,1.0,0,80015,sleep,80.01,188.22182500000676,2.3524787526560025,929
347,1.0,0,80015,sleep,80.008,188.46742500000676,2.355607251774907,939
348,1.0,0,80015,sleep,80.011,188.97905000000674,2.3619133619128214,964
349,1.0,0,80015,sleep,80.009,188.49502500000636,2.355922771188321,967
350,2.0,0,80014,sleep,79.994,188.90645000000424,2.3615077380804093,77
351,2.0,0,80016,sleep,80.012,188.76355000000555,2.3591904964256054,99
352,2.0,0,80015,sleep,80.005,188.83937500000698,2.360344665958465,133
353,2.0,0,80016,sleep,80.015,188.66140000000792,2.3578254077361485,140
354,2.0,0,80015,sleep,80.01,188.67355000000566,2.358124609423893,189
355,2.0,0,80015,sleep,80.007,188.4899250000062,2.355917919682105,319
356,2.0,0,80016,sleep,80.011,188.691750000005,2.3583226056417868,347
357,2.0,0,80016,sleep,80.004,188.63082500000547,2.3577674241288618,412
358,2.0,0,80015,sleep,80.008,188.77990000000656,2.35951279872021,428
359,2.0,0,80015,sleep,79.993,188.9043250000064,2.3615106946858653,440
360,2.0,0,80014,sleep,80.009,188.75602500000684,2.3591849041983632,472
361,2.0,0,80015,sleep,80.005,188.57012500000627,2.3569792512968726,473
362,2.0,0,80016,sleep,80.005,188.7743500000063,2.359531904256063,486
363,2.0,0,80015,sleep,80.006,188.9239500000045,2.36137227207965,512
364,2.0,0,80015,sleep,80.009,188.57157500000548,2.3568795385519814,515
365,2.0,0,80015,sleep,80.01,188.81090000000572,2.359841269841341,525
366,2.0,0,80016,sleep,80.009,188.9902250000035,2.3621120748916185,526
367,2.0,0,80015,sleep,80.01,188.57172500000445,2.356851956005555,537
368,2.0,0,80015,sleep,80.011,188.88657500000775,2.3607575833323886,561
369,2.0,0,80015,sleep,80.007,188.86127500000572,2.3605593885535727,609
370,2.0,0,80016,sleep,80.006,188.5574000000051,2.3567907406945117,629
371,2.0,0,80014,sleep,79.992,188.6631000000049,2.358524602460307,711
372,2.0,0,80015,sleep,80.012,189.06040000000564,2.3629005649153334,772
373,2.0,0,80016,sleep,80.008,188.69767500000648,2.358485088991182,787
374,2.0,0,80016,sleep,80.015,189.0351250000051,2.3624960944823483,789
375,2.0,0,80014,sleep,80.007,188.60030000000685,2.3572974864700194,800
376,2.0,0,80015,sleep,80.011,188.62302500000524,2.357463661246644,821
377,2.0,0,80016,sleep,80.01,188.6285250000041,2.3575618672666425,847
378,2.0,0,80015,sleep,80.009,189.1848000000054,2.3645439888013273,894
379,2.0,0,80015,sleep,80.011,188.71605000000713,2.3586263138819303,922
380,2.0,0,80014,sleep,80.011,189.00280000000384,2.3622101960980846,923
381,2.0,0,80016,sleep,80.006,188.5616250000058,2.3568435492338797,937
382,2.0,0,80015,sleep,80.006,188.57402500000399,2.356998537609729,943
383,2.0,0,80015,sleep,80.013,188.73422500000652,2.3587945083924677,954
384,2.0,0,80015,sleep,80.009,188.6138000000063,2.357407291679765,958
385,0.01,80,80030,stress-ng,80.028,318.03622500001035,3.974061890838336,8
386,0.01,40,80025,stress-ng,80.017,283.31417500000043,3.540674794106258,12
387,0.01,20,80021,stress-ng,80.014,264.44295000002035,3.3049585072614835,28
388,0.01,80,80045,stress-ng,80.035,316.9292250000051,3.9598828637471746,33
389,0.01,80,80039,stress-ng,80.036,316.51097500000304,3.954607614073705,54
390,0.01,20,80023,stress-ng,80.014,266.0350500000156,3.3248562751520434,55
391,0.01,100,80023,stress-ng,80.019,332.1953500000051,4.15145590422281,65
392,0.01,60,80051,stress-ng,80.043,300.19249999999505,3.7503904151517937,69
393,0.01,20,80022,stress-ng,80.017,265.2282000000203,3.314648137271084,82
394,0.01,40,80022,stress-ng,80.019,282.4689749999966,3.5300238068458314,83
395,0.01,0,80025,stress-ng,80.019,192.71114999999227,2.408317399617494,91
396,0.01,80,80035,stress-ng,80.03,316.8773500000067,3.9594820692241246,116
397,0.01,80,80027,stress-ng,80.026,316.6067250000018,3.9562982655637144,127
398,0.01,0,80027,stress-ng,80.024,192.45014999999256,2.4049054033788932,163
399,0.01,20,80022,stress-ng,80.018,264.4264750000192,3.30458740533404,192
