,period,exp_duration,experiment,duration,energy,power_avg,ID
78,0.02,80023,stress-ng,80.019,281.785674999998,3.5214845849110583,300
79,0.02,80024,stress-ng,80.014,299.88799999999776,3.7479441097807604,197
80,0.02,80022,stress-ng,80.015,281.95400000000234,3.5237642941948675,285
81,0.02,80022,stress-ng,80.017,331.5852250000029,4.1439347263706825,220
82,0.02,80023,stress-ng,80.014,265.30357500001185,3.3157144374735905,183
83,0.02,80023,stress-ng,80.02,317.812400000004,3.9716620844789303,538
84,0.02,80037,stress-ng,80.036,315.8029249999988,3.9457609700634566,178
85,0.02,80022,stress-ng,80.017,282.63720000000046,3.532214404439063,223
86,0.02,80022,stress-ng,80.019,264.60452500001855,3.306771204339201,312
87,0.02,80150,stress-ng,80.146,265.2416000000169,3.309480198637697,224
88,0.02,80091,stress-ng,80.081,282.49597499999567,3.527627964186207,227
89,0.02,80022,stress-ng,80.014,265.3281750000162,3.3160218836705604,319
90,0.02,80026,stress-ng,80.015,331.8890999999992,4.147836030744226,322
91,0.02,80023,stress-ng,80.022,281.9743499999987,3.523710354652454,229
92,0.02,80026,stress-ng,80.019,192.21882499999208,2.4021647983602903,496
93,0.02,80026,stress-ng,80.023,192.33304999998958,2.4034721267634254,158
94,0.02,80022,stress-ng,80.018,281.724825000001,3.520768139668587,474
95,0.02,80026,stress-ng,80.019,192.4170499999931,2.4046420225195653,236
96,0.02,80022,stress-ng,80.018,265.9378500000152,3.3234753430480044,333
97,0.02,80025,stress-ng,80.018,192.70417499999076,2.408260328925876,498
98,0.02,80035,stress-ng,80.024,316.2791750000028,3.9523039963011444,299
99,0.02,80039,stress-ng,80.037,300.60354999999146,3.7558073141171135,261
100,0.02,80027,stress-ng,80.02,266.7376250000121,3.3333869657587116,27
101,0.02,80023,stress-ng,80.017,332.0323749999957,4.149522913880746,372
